_id,raw_substance
2012-002742-20-BE,IVABRADINE
2012-002744-24-IT,PARICALCITOL
2012-002744-24-IT,CALCITRIOL
2012-002745-38-DE,PAZOPANIB
2012-002748-25-BE,IW-9179
2012-002751-42-CZ,Brentuximab vedotin
2012-002751-42-CZ,Vincristine sulfate
2012-002751-42-CZ,Doxorubicin hydrochloride
2012-002751-42-CZ,Cyclophosphamide
2012-002751-42-CZ,Prednisone
2012-002755-42-IT,ASPIRIN
2012-002758-22-DE,V503
2012-002760-27-BG,SECUKINUMAB
2012-002761-35-IT,PONATINIB
2012-002761-35-IT,ponatinib
2012-002762-12-IT,tremelimumab
2012-002763-10-DE,VB-201
2012-002764-27-DE,NILVADIPINE
2012-002765-36-IT,Erbitux
2012-002766-13-IT,TEMOZOLOMIDE
2012-002767-95-GB,CMV recombinant glycoprotein B vaccine
2012-002768-28-FR,LEVODOPA
2012-002768-28-FR,BENSERAZIDE
2012-002769-37-AT,Ropivaca 7.5 mg
2012-002769-37-AT,ml:1 ml solution for injection contains ropivacaine hydrochloride monohydrate equivalent to 7.5 mg ropivacaine hydrochloride
2012-002771-33-IT,Boceprevir
2012-002771-33-IT,RIBAVIRIN
2012-002771-33-IT,PEGINTERFERON ALFA-2B
2012-002772-13-IT,Boceprevir
2012-002772-13-IT,RIBAVIRIN
2012-002772-13-IT,PEGINTERFERON ALFA-2B
2012-002773-64-BE,mercaptamine bitartrate
2012-002773-64-BE,MERCAPTAMINE BITARTRATE
2012-002774-31-IT,LINEZOLID
2012-002774-31-IT,PIPERACILLIN SODIUM STERILE
2012-002774-31-IT,OXACILLIN
2012-002774-31-IT,MEROPENEM
2012-002774-31-IT,AMPICILLIN
2012-002774-31-IT,COLISTIN
2012-002774-31-IT,CEFTAZIDIME
2012-002776-14-DK,PIVMECILLINAM
2012-002777-56-IT,PEGINTERFERON ALFA-2A
2012-002777-56-IT,LAMIVUDINE
2012-002784-10-IT,ioversol
2012-002785-12-CZ,ARIPIPRAZOLE
2012-002785-12-CZ,Paliperidone
2012-002785-12-CZ,Paliperidone IM Injection
2012-002786-35-GB,Ferric carboxymaltose
2012-002787-27-BG,somatropin
2012-002787-27-BG,SOMATROPIN
2012-002790-55-DE,-
2012-002791-14-BE,ASP1707
2012-002791-14-BE,LEUPRORELIN ACETATE
2012-002792-34-GB,Erythromycin
2012-002795-13-GB,Ciclosporin A
2012-002797-32-DE,Fluticasone Furoate
2012-002797-32-DE,Vilanterol trifenatate
2012-002797-32-DE,Fluticasone furoate
2012-002798-80-CZ,ABATACEPT
2012-002804-42-DK,Terbutaline
2012-002804-42-DK,Ventolin
2012-002805-23-BE,AMG 416
2012-002806-31-BE,AMG 416
2012-002807-17-DE,GLYCOPYRRONIUM BROMIDE
2012-002807-17-DE,Aluminum chlorohydrate
2012-002808-41-BE,AMG 416
2012-002814-38-BE,DCVAC
2012-002814-38-BE,PCa
2012-002816-19-NL,Fraxiparine
2012-002819-26-IT,F18 FMISO
2012-002820-33-IT,F18 FLT
2012-002826-55-ES,VINFLUNINE
2012-002826-55-ES,CABAZITAXEL
2012-002828-33-CZ,Prednisonum
2012-002828-33-CZ,Azathioprinum
2012-002834-36-NL,682487
2012-002835-27-AT,Benzocaine
2012-002836-97-EE,Ampicillinum
2012-002836-97-EE,BENZYLPENICILLIN PROCAINE
2012-002836-97-EE,GENTAMICIN SULFATE
2012-002839-28-BG,semaglutide
2012-002840-26-AT,ROTIGOTINE
2012-002841-39-BE,BEVACIZUMAB
2012-002843-11-DE,BAN2401
2012-002844-25-DK,ROPIVACAINE
2012-002845-40-DE,Resiquimod
2012-002847-28-BE,Not yet established
2012-002852-17-BE,GEMCITABINE
2012-002852-17-BE,Docetaxel
2012-002852-17-BE,DOXORUBICIN HYDROCHLORIDE
2012-002854-21-CZ,GLYCOPYRRONIUM BROMIDE
2012-002856-18-BE,Spironolactone + Lactose monohydrat Pharmaceutical INRESA Pharma + carmin de cochenille FAGRON Services
2012-002857-41-AT,BORTEZOMIB
2012-002857-41-AT,VALACICLOVIR
2012-002859-42-BE,Siponimid
2012-002859-42-BE,Siponimod
2012-002862-11-BE,Not yet available
2012-002862-11-BE,Tazobactam Sodium
2012-002862-11-BE,pending
2012-002863-88-ES,Ingenol Mebutate
2012-002863-88-ES,Ingenol Mebutate Gel
2012-002866-11-BG,Not yet established
2012-002867-86-DK,Pneumovax
2012-002867-86-DK,Prevenar 13
2012-002870-30-PL,ARIPIPRAZOLE
2012-002871-32-FI,Rimapen
2012-002871-32-FI,Temgesic
2012-002872-15-IT,CISPLATIN
2012-002873-77-NL,Insulin
2012-002874-30-GB,Afinitor
2012-002874-30-GB,AZD2014
2012-002876-15-DE,Octenidine hydrochloride
2012-002876-15-DE,"2,4 Dichlorobenzyl alcohol"
2012-002876-15-DE,Amylmetacresol
2012-002876-15-DE,Levomenthol
2012-002877-71-NL,Sitagliptin
2012-002877-71-NL,TADALAFIL
2012-002877-71-NL,Atorvastatin
2012-002877-71-NL,Lisinopril
2012-002877-71-NL,Rosuvastatin
2012-002877-71-NL,Simvsatatin
2012-002877-71-NL,Perindopril
2012-002877-71-NL,Ramipril
2012-002877-71-NL,CANDESARTAN
2012-002877-71-NL,NEBIVOLOL
2012-002879-34-NL,MiHA-TC-DC product
2012-002880-86-GB,Levemir FlexPen
2012-002882-37-IT,PRASUGREL
2012-002882-37-IT,CLOPIDOGREL
2012-002887-29-DE,DENOSUMAB
2012-002888-10-AT,fimaporfin
2012-002888-10-AT,GEMCITABINE
2012-002889-12-DK,adrenaline tartrate
2012-002890-71-DK,RIFAXIMIN
2012-002891-15-NL,SUNITINIB
2012-002895-15-ES,BRIMONIDINE TARTRATE
2012-002896-32-FR,Ticagrelor
2012-002899-14-ES,Not available
2012-002899-14-ES,Olmesartan
2012-002900-42-SE,-
2012-002903-16-BG,CNV2197944
2012-002911-24-AT,Dulaglutide
2012-002916-16-BE,PASIREOTIDE DIASPARTATE
2012-002916-16-BE,PASIREOTIDE
2012-002917-20-DE,GSK2586184
2012-002920-33-GB,Amustaline dihydrochloride
2012-002920-33-GB,Glutathione sodium salt
2012-002925-30-BE,Oxytocin
2012-002927-14-BE,Lisinopril
2012-002933-12-GB,Sodium valproate
2012-002935-27-NL,GADOFOSVESET TRISODIUM
2012-002938-37-ES,Onabotulinumtoxina A Vistabel
2012-002938-37-ES,incobotulinumtoxina A Bocouture
2012-002938-37-ES,Abobotulinumtoxina A Azzalure
2012-002940-26-BE,ABIRATERONE ACETATE
2012-002940-26-BE,PREDNISONE
2012-002943-11-AT,Tapentadol hydrochloride
2012-002943-11-AT,oxycodone hydrochloride
2012-002943-11-AT,naloxone hydrochloride dihydrate
2012-002944-25-ES,PETHIDINE HYDROCHLORIDE
2012-002944-25-ES,BUSPIRONE HYDROCHLORIDE
2012-002945-40-BG,-
2012-002945-40-BG,ADALIMUMAB
2012-002947-74-AT,ACETYLSALICYLIC ACID
2012-002948-24-BE,TERIPARATIDE
2012-002952-17-GB,Ferric Carboxymaltose
2012-002954-21-BE,KETAMINE HYDROCHLORIDE
2012-002954-21-BE,MINOCYCLINE HYDROCHLORIDE
2012-002956-18-BE,lesinurad
2012-002957-42-BE,not available
2012-002962-11-DE,PAZOPANIB HYDROCHLORIDE
2012-002966-11-CZ,-
2012-002968-27-DE,Fingolimod
2012-002969-35-GB,sodium oxybate
2012-002981-11-AT,ferric carboxymaltose
2012-002988-10-ES,"5-mononitrato de isosorbida D.C.I., 20 mg"
2012-002991-15-NL,gadofosveset-trisodium
2012-002992-33-BE,lenvatinib
2012-002992-33-BE,SORAFENIB TOSILATE
2012-002993-29-BE,DYDROGESTERONE
2012-002996-32-GB,Diclofenac sodium
2012-002998-62-DE,ROFLUMILAST
2012-002998-62-DE,CALCIPOTRIOL
2012-003000-12-DE,ROFLUMILAST
2012-003005-10-DK,NILOTINIB
2012-003006-27-DE,FSH
2012-003006-27-DE,Follitropin alfa
2012-003007-35-GB,BIMATOPROST
2012-003008-11-BE,VEMURAFENIB
2012-003008-11-BE,Cobimetinib
2012-003009-88-BE,Edoxaban
2012-003009-88-BE,Clopidogrel
2012-003017-33-BE,DRONABINOL
2012-003023-38-DE,LENALIDOMIDE
2012-003026-25-GB,Diphtheria toxoid
2012-003026-25-GB,Tetanus toxoid
2012-003026-25-GB,Bordetella pertussis antigen: pertussis toxoid
2012-003026-25-GB,Bordetella pertussis antigen: filamentous haemagglutinin
2012-003026-25-GB,Bordetella pertussis antigen: pertactin
2012-003026-25-GB,Hepatitis B surface antigen
2012-003026-25-GB,Poliovirus inactivated type 1 Mahoney strain
2012-003026-25-GB,Poliovirus inactivated type 2 MEF-1 strain
2012-003026-25-GB,Poliovirus inactivated type 3 Saukett strain
2012-003026-25-GB,Haemophilus influenzae type b polysaccharide
2012-003026-25-GB,Pneumococcal polysaccharide serotype 1
2012-003026-25-GB,Pneumococcal polysaccharide serotype 3
2012-003026-25-GB,Pneumococcal polysaccharide serotype 4
2012-003026-25-GB,Pneumococcal polysaccharide serotype 5
2012-003026-25-GB,Pneumococcal polysaccharide serotype 6A
2012-003026-25-GB,Pneumococcal polysaccharide serotype 6B
2012-003026-25-GB,Pneumococcal polysaccharide serotype 7F
2012-003026-25-GB,Pneumococcal polysaccharide serotype 9V
2012-003026-25-GB,Pneumococcal polysaccharide serotype 14
2012-003026-25-GB,Pneumococcal polysaccharide serotype 18C
2012-003026-25-GB,Pneumococcal polysaccharide serotype 19A
2012-003026-25-GB,Pneumococcal polysaccharide serotype 19F
2012-003026-25-GB,Pneumococcal polysaccharide serotype 23F
2012-003026-25-GB,Neisseria meningitidis group C strain C11 oligosaccharide
2012-003026-25-GB,Haemophilus type b polysaccharide polyribosylribitol phosphate
2012-003026-25-GB,Neisseria meningitidis serogroup C strain C11 polysaccharide
2012-003026-25-GB,Neisseria menigitidis group C strain C11 polysaccharide de-O-acetylated
2012-003026-25-GB,Schwarz measles virus produced in chick embryo cells
2012-003026-25-GB,RIT 4385 mumps  virus produced in chick embryo cells
2012-003026-25-GB,Wistar RA 27
2012-003026-25-GB,3 rubella virus strains produced in human diploid MRC-5 cells
2012-003026-25-GB,"Measles virus1 Enders Edmonston strain live, attenuated"
2012-003026-25-GB,"Mumps virus1 Jeryl Lynn Level B strain live, attenuated"
2012-003026-25-GB,Rubella virus2 Wistar RA 27
2012-003026-25-GB,"3 strain live, attenuated"
2012-003026-25-GB,"Human rotavirus RIX4414 strain live, attenuated"
2012-003029-11-DK,EICOSAPENTAENOIC ACID ETHYL ESTER
2012-003029-11-DK,DOCOSAHEXANOIC ACID
2012-003030-17-DE,ambrolizumab
2012-003033-42-DE,Allogeneic B-lymphocytes
2012-003034-16-CZ,IVABRADINE
2012-003037-41-AT,ROFLUMILAST
2012-003038-17-ES,PANITUMUMAB
2012-003038-17-ES,PACLITAXEL
2012-003043-29-IT,BEVACIZUMAB
2012-003043-29-IT,CARBOPLATIN
2012-003043-29-IT,PACLITAXEL
2012-003052-37-DE,Macrogols
2012-003052-37-DE,Sodium chloride
2012-003052-37-DE,Potassium chloride
2012-003052-37-DE,SODIUM ASCORBATE
2012-003052-37-DE,Ascorbic acid
2012-003052-37-DE,Sodium sulphate
2012-003054-92-BE,CANAKINUMAB
2012-003056-36-BE,Siponimod
2012-003057-29-CZ,XmAb5871
2012-003058-10-BE,PACLITAXEL
2012-003064-47-GB,CUDC-101
2012-003065-17-ES,EVEROLIMUS
2012-003065-17-ES,EXEMESTANO
2012-003065-17-ES,LETROZOL
2012-003065-17-ES,DEXAMETASONA
2012-003066-40-BE,sonidegib
2012-003066-40-BE,temozolomide
2012-003067-22-NL,RIFAMPICIN
2012-003070-39-CZ,CYT003-QbG10
2012-003073-26-BE,ABT-450
2012-003073-26-BE,ABT-267
2012-003073-26-BE,ABT-333
2012-003073-26-BE,RITONAVIR
2012-003073-26-BE,RIBAVIRIN
2012-003076-39-BG,pitolisant
2012-003077-26-DK,LIDOCAINE
2012-003079-20-IT,Florbetapir 18F
2012-003088-23-BE,RITONAVIR
2012-003088-23-BE,RIBAVIRIN
2012-003090-26-ES,PIRLINDOLE
2012-003092-19-IT,TOPOTECAN
2012-003092-19-IT,CARBOPLATIN
2012-003092-19-IT,ETOPOSIDE
2012-003092-19-IT,VINCRISTINE SULFATE
2012-003092-19-IT,DOXORUBICIN
2012-003092-19-IT,CYCLOPHOSPHAMIDE
2012-003092-19-IT,IFOSFAMIDE
2012-003093-98-GB,Human Coagulation Factor X
2012-003097-45-DK,Brentuximab vedotin
2012-003101-10-DE,Moxetumomab Pasudotox
2012-003105-10-GR,RETIGABINE
2012-003106-27-DE,FLUTICASONE FUROATE
2012-003106-27-DE,Vilanterol trifenatate
2012-003106-27-DE,fluticasone propionate
2012-003106-27-DE,Salemterol xinafoate
2012-003110-14-BG,Anacetrapib
2012-003111-58-DE,pioglitazone
2012-003112-31-DE,ingenol mebutate
2012-003112-31-DE,IMIQUIMOD
2012-003114-13-GB,Simvastatin
2012-003120-21-FR,ACADESINE
2012-003123-38-BE,RPC1063
2012-003125-24-IT,CLOPIDOGREL
2012-003125-24-IT,ASPIRIN
2012-003126-25-GB,Not yet available
2012-003126-25-GB,GEMCITABINE
2012-003126-25-GB,CISPLATIN
2012-003126-25-GB,ETOPOSIDE
2012-003126-25-GB,IRINOTECAN
2012-003131-28-ES,BAZEDOXIFENE ACETATE
2012-003132-23-NL,lidocaine
2012-003136-23-GB,Lamotrigine
2012-003137-41-SK,Eslicarbazepine acetate
2012-003138-17-AT,BEVACIZUMAB
2012-003139-50-NO,Mesenchymal stem cells and microporous Bi-phasic calcium phosphate MBCP
2012-003140-68-GB,Posaconazole
2012-003141-16-NL,ETOPOSIDE
2012-003141-16-NL,DOXORUBICIN
2012-003141-16-NL,VINCRISTINE
2012-003141-16-NL,CYCLOPHOSPHAMIDE
2012-003141-16-NL,PREDNISOLONE
2012-003141-16-NL,RITUXIMAB
2012-003144-80-BE,VEMURAFENIB
2012-003146-32-GB,Chlorhexidine gluconate
2012-003146-32-GB,Alcohol
2012-003146-32-GB,Povidone Iodine
2012-003146-32-GB,Amoxicillin
2012-003146-32-GB,Clavulanic Acid
2012-003146-32-GB,AMOXICILLIN
2012-003146-32-GB,CLAVULANIC ACID
2012-003146-32-GB,Doxycycline
2012-003146-32-GB,Metronidazole
2012-003146-32-GB,Teicoplanin
2012-003146-32-GB,Flucloxacillin
2012-003146-32-GB,Benzylpenicillin sodium
2012-003146-32-GB,Gentamicin sulphate Ph. Eur
2012-003147-30-ES,ATL1103
2012-003151-11-IT,TOCILIZUMAB
2012-003152-37-DE,Insulin Degludec
2012-003152-37-DE,INSULIN ASPART
2012-003155-11-IT,90Y-DOTA0-Tyr3-octreotide 90Y-DOTATOC
2012-003155-11-IT,90Y-DOTA0-Tyr3-Thr8-octreotate
2012-003158-10-DK,Hydrocortisone Sodium Succinate
2012-003160-44-DK,Mesenchymal stromal cells
2012-003162-41-FR,PAZOPANIB
2012-003164-50-IT,esafluoruro di zolfo
2012-003169-16-NL,Belatacept Nulojix
2012-003170-60-IT,YTTRIUM 90Y IBRITUMOMAB TIUXETAN
2012-003170-60-IT,CYCLOPHOSPHAMIDE MONOHYDRATE
2012-003170-60-IT,DOXORUBICIN HYDROCHLORIDE
2012-003170-60-IT,VINCRISTINE SULFATE
2012-003170-60-IT,PREDNISONE
2012-003170-60-IT,RITUXIMAB
2012-003172-39-AT,VORICONAZOLE
2012-003172-39-AT,ITRACONAZOLE
2012-003173-25-ES,Myocet
2012-003173-25-ES,Carboplatino
2012-003174-83-BE,LY2940680
2012-003176-39-CZ,Daclizumab
2012-003178-22-BE,Solifenacin succinate
2012-003186-18-BE,NILOTINIB
2012-003188-23-FI,Oksikodoni hydrokloridi
2012-003188-23-FI,Naloksoni hydrokloridi
2012-003190-26-GB,Aspirin
2012-003190-26-GB,Dipyridamole
2012-003190-26-GB,Clopidogrel
2012-003191-39-GB,cycloserine
2012-003192-19-ES,Tranexamic Acid
2012-003194-25-HR,Rituximab
2012-003194-25-HR,RITUXIMAB
2012-003195-39-BE,ABATACEPT
2012-003197-57-BE,PREGABALIN
2012-003201-96-ES,N
2012-003201-96-ES,A
2012-003201-96-ES,GEMCITABINE
2012-003205-10-GB,Xifaxanta
2012-003207-35-SE,Innate repair activator peptide
2012-003208-10-DE,EVP-6124
2012-003209-92-GB,EVP-6124
2012-003213-34-IT,METHYLPREDNISOLONE SODIUM SUCCINATE
2012-003213-34-IT,ACETYLCYSTEINE
2012-003214-13-DE,PACLITAXEL
2012-003215-66-ES,MARAVIROC
2012-003217-33-DE,COLECALCIFEROL
2012-003218-14-CZ,Naloxone Hydrochloride Prolonged Release
2012-003219-77-DK,Vaprisol
2012-003221-19-AT,Recombinant A Disintegrin and Metalloproteinase with Thrombospondin Type-1 Motifs 13
2012-003223-38-DE,Not Applicable
2012-003223-38-DE,RITUXIMAB
2012-003226-25-ES,ZYTIGA ABIRATERONE ACETATE
2012-003227-38-GB,GONAL-f
2012-003228-19-DE,EVP-6124
2012-003229-91-AT,INN not available yet
2012-003230-17-AT,RITUXIMAB
2012-003239-47-CZ,ARIPIPRAZOLE
2012-003241-15-GB,Tetracosactide
2012-003242-33-DE,Crenezumab
2012-003251-11-SE,Diamyd
2012-003252-37-DK,OXYBUPROCAINE
2012-003253-28-ES,Bactek
2012-003255-11-BE,Botulinum toxin type A
2012-003255-11-BE,Solifenacin
2012-003257-29-DE,Ibuprofen
2012-003262-41-BE,PACLITAXEL
2012-003275-19-BG,BUPIVACAINE
2012-003276-39-DK,ferro duretter
2012-003276-39-DK,Neupogen
2012-003280-22-BE,PEGYLATED INTERFERON LAMBDA
2012-003280-22-BE,DACLATASVIR
2012-003280-22-BE,RIBAVIRIN
2012-003281-40-DE,lemon juice
2012-003281-40-DE,quince extract
2012-003286-18-BE,fibroblasts
2012-003286-18-BE,Keratinocytes
2012-003289-42-NL,unfractionated heparin sodium
2012-003291-38-BE,IPILIMUMAB
2012-003292-19-BG,Lixisenatide
2012-003298-24-ES,TACROLIMUS
2012-003298-24-ES,Acido micofenlico
2012-003298-24-ES,Timoglobulina
2012-003298-24-ES,Micofenolato mofetilo
2012-003298-24-ES,Prdenisona
2012-003298-24-ES,Basiliximab
2012-003300-13-DE,Rifamycin Sodium
2012-003304-12-BE,PREGABALIN
2012-003305-10-AT,vismodegib
2012-003308-10-BE,Tivantinib
2012-003309-91-DE,Lisdexamfetamine dimesylate
2012-003310-14-ES,Lisdexamfetamine dimesylate
2012-003312-30-FR,GANCICLOVIR
2012-003313-34-DE,Lisdexamfetamine dimesylate
2012-003314-13-BE,RITUXIMAB
2012-003315-63-ES,Amantadina
2012-003330-16-DE,Cabazitaxel
2012-003330-16-DE,PACLITAXEL
2012-003331-32-BE,AZITHROMYCIN
2012-003332-23-DE,None available
2012-003333-42-GB,Ribavirin
2012-003333-42-GB,PEGINTERFERON ALFA-2B
2012-003333-42-GB,Boceprevir
2012-003335-33-BE,macitentan
2012-003338-17-IT,TEMOZOLOMIDE
2012-003340-72-AT,MK-5172
2012-003340-72-AT,Rebetol
2012-003342-33-GB,Nitrous oxide and Oxygen
2012-003343-29-GB,Simvastatin
2012-003344-74-BE,PANOBINOSTAT
2012-003344-74-BE,DECITABINE
2012-003346-32-ES,GLYCOPYRRONIUM BROMIDE
2012-003346-32-ES,INDACATEROL
2012-003347-30-HU,GLYCOPYRRONIUM BROMIDE
2012-003347-30-HU,INDACATEROL MALEATE
2012-003349-13-BE,Ozanezumab
2012-003350-84-SE,OMALIZUMAB
2012-003351-11-DE,brodalumab
2012-003354-89-DE,Ribavirin
2012-003354-89-DE,Peginterferon alfa-2B
2012-003354-89-DE,Peginterferon Alfa-2B
2012-003359-12-NL,Protamine hydrochloride
2012-003359-12-NL,Heparin sodium
2012-003361-18-AT,Vinorelbine tartrate
2012-003362-41-DE,BUDESONIDE
2012-003362-41-DE,MESALAZINE
2012-003364-51-BG,Voclosporin
2012-003383-51-GB,Olaparib
2012-003387-43-DE,Sofosbuvir
2012-003387-43-DE,GS-5885
2012-003387-43-DE,Ribavirin
2012-003390-26-ES,"Dry extract from Betulae cortex Birch cork 5 - 10:1, quantification: 72 to 88  Betulin, extraction solvent: n-Heptane 95  m"
2012-003390-26-ES,m
2012-003391-39-FR,Heparin sodium CHOAY
2012-003393-12-BE,MATRICARIA RECUTITA
2012-003393-12-BE,Achillea millefolium
2012-003393-12-BE,Symphytum officinale
2012-003393-12-BE,Aconitum napellus
2012-003393-12-BE,Atropa belladonna
2012-003393-12-BE,Bellis perennis
2012-003393-12-BE,Calendula officinalis
2012-003393-12-BE,Echinacea
2012-003393-12-BE,Echinacea purpurea
2012-003393-12-BE,Hypericum perforatum
2012-003393-12-BE,Hepar sulfuris
2012-003393-12-BE,Mercurius solubilis Hahnemanni
2012-003393-12-BE,Hamamelis virginiana
2012-003393-12-BE,Arnica montana
2012-003393-12-BE,DEXAMETHASONE SODIUM PHOSPHATE
2012-003395-40-DE,fluticasone propionate
2012-003396-20-IE,Atorvastatin Calcium Trihydrate
2012-003398-24-ES,mannitol
2012-003398-24-ES,Starch
2012-003404-12-EE,AGOMELATINE
2012-003405-98-GB,Dexamethasone Powder Ph Eur
2012-003409-86-BE,Naloxone
2012-003409-86-BE,methylnaltrexone
2012-003412-31-BE,Letrozole
2012-003412-31-BE,hormone folliculostimulante humaine recombinante
2012-003412-31-BE,cetrorelix acetate
2012-003412-31-BE,menotrophine
2012-003412-31-BE,follitropine alfa
2012-003413-33-DE,TIOTROPIUM BROMIDE
2012-003414-14-FI,Odanacatib
2012-003416-31-ES,methyl-aminolevulinate
2012-003417-34-BE,COLECALCIFEROL
2012-003417-34-BE,Calcium carbonate
2012-003418-15-AT,METHYLPHENIDATE HYDROCHLORIDE
2012-003426-24-DE,CATHINE
2012-003430-16-DK,Bupizenge
2012-003430-16-DK,Xyloplyin Dental Adrenalin
2012-003431-37-ES,RANIBIZUMAB
2012-003438-18-BE,-
2012-003439-41-DK,VX-509
2012-003442-32-FR,TRASTUZUMAB SC
2012-003442-32-FR,TRASTUZUMAB
2012-003445-15-BG,aripiprazole lauroxil
2012-003445-15-BG,ARIPIPRAZOLE
2012-003447-29-ES,DAPTOMYCIN
2012-003457-28-BE,AZACITIDINE
2012-003460-47-BE,telotristat etiprate
2012-003463-22-ES,PEGINTERFERON LAMBDA-1a
2012-003463-22-ES,daclatasvir
2012-003463-22-ES,RIBAVIRIN
2012-003476-39-GB,Prednisolone
2012-003479-20-SE,botulinum toxin
2012-003480-21-AT,INSULIN ASPART
2012-003480-21-AT,INSULIN GLARGINE
2012-003481-41-AT,PACLITAXEL
2012-003482-18-GB,CTX0E03 human neural stem cells
2012-003483-46-DE,MEROPENEM
2012-003483-46-DE,GENTAMICIN SULFATE
2012-003483-46-DE,AMIKACIN SULFATE
2012-003483-46-DE,TOBRAMYCIN
2012-003484-22-FI,Prevenar13
2012-003484-22-FI,Havrix
2012-003484-22-FI,Epaxal
2012-003486-18-DE,tocilizumab
2012-003487-48-CZ,panthenyl ester of DHA
2012-003488-23-BE,ARIPIPRAZOLE
2012-003489-42-BG,ARIPIPRAZOLE
2012-003490-26-DE,tocilizumab
2012-003494-26-IT,TESTOSTERONE
2012-003495-39-GB,250 mg Debio 0932 oral immediate release tablet
2012-003495-39-GB,100 g 14C-Debio 0932 solution for IV administration
2012-003495-39-GB,100 mg 14C-Debio 0932 capsules for oral administration
2012-003501-10-ES,MARAVIROC
2012-003501-10-ES,DARUNAVIR
2012-003501-10-ES,RITONAVIR
2012-003504-12-DK,PREDNISOLONE
2012-003505-10-IT,GEMCITABINE
2012-003505-10-IT,ERIBULIN MESYLATE
2012-003506-27-ES,Bilastina
2012-003507-35-ES,Tivozanib Hydrochloride Monohydrate
2012-003507-35-ES,PACLITAXEL
2012-003508-11-CZ,PEGINTERFERON LAMBDA-1a
2012-003508-11-CZ,RIBAVIRIN
2012-003508-11-CZ,PEGINTERFERON ALFA-2A
2012-003510-13-IT,LETROZOLE
2012-003510-13-IT,exemestane
2012-003510-13-IT,anastrozole
2012-003510-13-IT,Dehydroepiandrosterone
2012-003511-63-ES,PHENOXYMETHYLPENICILLIN POTASSIUM
2012-003511-63-ES,AMOXICILLIN
2012-003514-14-IT,COLECALCIFEROL
2012-003515-58-BE,TICAGRELOR
2012-003515-58-BE,Aspirin
2012-003515-58-BE,Clopidogrel
2012-003516-31-BE,GDC-0449
2012-003528-19-DE,Allogeneic hematopoietic stem cells
2012-003530-16-AT,Vinorelbine tartrate
2012-003530-16-AT,PACLITAXEL
2012-003531-40-AT,Vinorelbine tartrate
2012-003531-40-AT,vinorelbine tartrate
2012-003531-40-AT,GEMCITABINE
2012-003531-40-AT,CISPLATIN
2012-003532-23-DE,Tobramycin
2012-003533-41-AT,n.a.
2012-003533-41-AT,faldaprevir
2012-003533-41-AT,ribavirin
2012-003534-17-DE,deleobuvir
2012-003534-17-DE,faldaprevir
2012-003534-17-DE,ribavirin
2012-003535-27-BE,n.a.
2012-003535-27-BE,faldaprevir
2012-003535-27-BE,ribavirin
2012-003536-23-BE,Sarilumab
2012-003536-23-BE,tocilizumab
2012-003543-30-NL,BUSPIRONE
2012-003543-30-NL,TESTOSTERONE
2012-003544-68-IT,VINORELBINE
2012-003547-29-HU,rigosertib
2012-003547-29-HU,GEMCITABINE
2012-003554-83-BE,PERTUZUMAB
2012-003554-83-BE,TRASTUZUMAB
2012-003559-13-CZ,Micronized purified flavonoid fraction
2012-003560-49-GB,Buprenorphine hydrochloride
2012-003561-17-DE,Human immunoglobulin G1 constant region - human ectodysplasin-A1 receptor-binding domain fusion protein
2012-003566-41-BE,INSULIN DEGLUDEC
2012-003566-41-BE,INSULIN ASPART
2012-003566-41-BE,INSULIN DETEMIR
2012-003567-22-IT,ZINC OXIDE
2012-003567-22-IT,VITAMIN E TPGS TOCOPHERSOLAN
2012-003570-77-DE,Inhalative allergen Birch
2012-003570-77-DE,Inhalative allergen rye
2012-003570-77-DE,Inhalative allergen grass mixture
2012-003570-77-DE,Inhalative allergen Dermatophagoides p.
2012-003570-77-DE,Inhalative allergen horse hairs
2012-003570-77-DE,Inhalative allergen dog hairs
2012-003570-77-DE,Inhalative allergen cat hairs
2012-003570-77-DE,Inhalative allergen alternaria
2012-003570-77-DE,Alternaria alternata
2012-003570-77-DE,Birch
2012-003570-77-DE,rye
2012-003570-77-DE,grass mixture
2012-003570-77-DE,dog hairs
2012-003570-77-DE,horse hairs
2012-003570-77-DE,cat hairs
2012-003570-77-DE,Dermatophagoides pteronyssinus
2012-003570-77-DE,Methacholine
2012-003577-26-DK,LIRAGLUTIDE
2012-003579-21-IT,sodium iodide 123I
2012-003580-21-BE,LIRAGLUTIDE
2012-003581-40-GB,tenofovir disoproxil fumarate
2012-003589-42-DE,Resiquimod Gel
2012-003590-25-IT,Dacomitinib
2012-003592-19-BE,PACLITAXEL
2012-003593-51-BE,DACARBAZINE
2012-003595-39-ES,Atazanavir sulfato
2012-003595-39-ES,RITONAVIR
2012-003595-39-ES,ABACAVIR SULFATE
2012-003595-39-ES,LAMIVUDINE
2012-003595-39-ES,EFAVIRENZ
2012-003595-39-ES,EMTRICITABINE
2012-003595-39-ES,TENOFOVIR DISOPROXIL
2012-003599-38-BE,OCTOCOG ALFA
2012-003599-38-BE,Not applicable
2012-003600-12-NL,Salbutamol
2012-003607-36-CZ,CNTO 6785
2012-003608-11-GB,Ibrutinib
2012-003609-80-AT,Alteplase
2012-003617-34-NL,Cancidas
2012-003618-15-IT,Ortataxel
2012-003618-15-IT,FOTEMUSTINE
2012-003620-20-FR,"chlorhydtrate de tamsulosine 0,4"
2012-003621-21-DE,Tobramycin
2012-003622-25-BG,selumetinib
