cache_key,component,model_id,prompt_version,same_organisation,winner_id,loser_id,winner_canonical,loser_canonical,confidence,reason,decided_at_utc,batch_id
3fed014e1f265f96e66bbdd5a5120059c3eb5322e3b893fabe4e9ce3249b5854,69,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000071,ent_000073,Aarhus Universitetshospital,Aarhus University Hospital,0.95,Hospital Danish/English names merge; university names merge separately; Aarhus Sygehus variants merge together; Skejby kept separate as a specific site.,2026-08-13T19:18:57Z,NA
3fed014e1f265f96e66bbdd5a5120059c3eb5322e3b893fabe4e9ce3249b5854,69,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000070,ent_000072,Aarhus Universitet,Aarhus University,0.9,Hospital Danish/English names merge; university names merge separately; Aarhus Sygehus variants merge together; Skejby kept separate as a specific site.,2026-08-13T19:18:57Z,NA
3fed014e1f265f96e66bbdd5a5120059c3eb5322e3b893fabe4e9ce3249b5854,69,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000069,ent_003573,Aarhus Sygehus,Aarhus Sygehus Hospital,0.7,Hospital Danish/English names merge; university names merge separately; Aarhus Sygehus variants merge together; Skejby kept separate as a specific site.,2026-08-13T19:18:57Z,NA
6fd613080004c990563364dbf3b2d8d04b7b540d29fe131dece0fd4cbfd400eb,129,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.99,Different organisations: a Norwegian hospital vs a biotech company.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
3bbf37e03637419e937c765db03ebb052b45f62e2f7653b543418b903d723a55,133,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000134,ent_000135,Aker University Hospital,Aker universitetssykehus,0.93,"Aker BioMarine is a company, unrelated to the hospital. Entries 2 and 3 are English/Norwegian names of the same hospital.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
7c3c5cc2de1c7916f9d0065a0eaa68eff9891a1b2530f82f9c90516a863b7aa9,136,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000136,ent_000137,Akershus Universitetssykehus,Akershus universitetssykehus,0.99,Case variant of the same hospital.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
9a386785d020a00195ce88987c471bcc3f66c751f44b71c9e76e8ff88c0f33c5,152,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.98,Unrelated: a German pharma company vs an Australian hospital network.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
0cd4264a3e43821afd9ad46018951ac7b797b4590d9281de0c460c8b66bb4593,172,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Four distinct organisations sharing only the word 'Alliance'.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
089757d1123988954e45809b8fc488478ab4f3b0873b71bb6523ce1c6465a20b,176,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001615,ent_001223,Hospital de Granollers,Fundacio Privada Hospital Asil de Granollers,0.6,"5 and 9 are both IDIBGI (Girona biomedical research institute) — same entity, full/short name variants. 8 'Fundacio Privada Hospital Asil de Granollers' is the legal entity of Hospital de Granollers (3). Girona hospital (1) kept separate from its research foundation. Remaining entries are distinct organisations that merely share the generic 'Fundacio Privada' pattern.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
089757d1123988954e45809b8fc488478ab4f3b0873b71bb6523ce1c6465a20b,176,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001243,ent_001224,Fundació Institut d'Investigació Biomèdica de Girona (IDIBGI),Fundacio Privada Institut d'Investigacio Biomedica de Girona Dr. Josep Trueta,0.85,"5 and 9 are both IDIBGI (Girona biomedical research institute) — same entity, full/short name variants. 8 'Fundacio Privada Hospital Asil de Granollers' is the legal entity of Hospital de Granollers (3). Girona hospital (1) kept separate from its research foundation. Remaining entries are distinct organisations that merely share the generic 'Fundacio Privada' pattern.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
c07c74c2746c57d77a5a95eb550591e239a4a0ef2f53a9e9c1fe1715f633eac3,180,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.93,All distinct organisations; shared tokens 'Alpha' and 'Bioresearch' are coincidental.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
dfbf9496d6bc3418d3577abdb65b6833580399660655091be323fd18c38792dc,189,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.7,"Entry 1 names a team of two doctors (Amado Andres and Manuel Praga), while entry 2 is the individual Manuel Praga Terente; not plainly the same entity.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
a8879ac1ec7b6984816a55464f41dae7feeace51d272898323524f88e7b7bdc7,193,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,American Regent (pharmaceutical) and Regent Medical are distinct companies.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
e96082f37ecb102d0121fb8f919f5cbebd1eac7e18d7416c32700aa25c01a671,199,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000199,ent_000200,Amryt,Amryt Pharmaceuticals,0.95,Amryt and Amryt Pharmaceuticals are the same company.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
c79cb2b9edcb40feda83888eb745c5cd39328112c7d1ad483b0f8dc2be6d89ae,205,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.8,All distinct individuals; 'Ana M' is too ambiguous to merge with 'Ana M. Wagner'.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
866ea048cfe12e28d17021dcd414d8ac2c95f8c477fa43d6136464bcb9764c58,220,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000220,ent_003775,Angelini Pharma,Angelini,0.9,Angelini and Angelini Pharma are the same industry brand; shorter form is a leftover naming variant.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
c5441d297f7e959a934cee5f1f1b3f90dd42c78673d9d75f199d698aa445cc9b,234,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000235,ent_000234,Antibiotice / Iasis Pharmaceuticals Hellas,Antibiotice,0.6,Entry 2 'Antibiotice' is plainly the same Romanian company named in entry 1's combined form; treated as one organisation with the fuller entry surviving.,2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
78dd83fac6c718dfb696bd6e925a320dfd0ce5fb295ec20169b018629deee23a,237,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,Antisense Therapeutics (Australia) and Antisense Pharma (Germany) are distinct companies.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
13451bab8c2237d06d297fad9cc88a35cca382e863626ac0d0cf01a244068859,244,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Three distinct individuals with different names.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
bbbc8e5b40a9831d07b064ae9c592ac4769cd313e4785eca9609dbf51c00e44e,251,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.98,A Spanish public health research institute in Aragon vs. a pharmaceutical company named Aragon; unrelated.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
7af7c6a8667df4dff4cdde63354eba0343cb2c58d3a2f0c73a4cd85efaf89f9e,253,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,All distinct organisations; shared words 'Applied'/'Genetic' are coincidental.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
aab968c78b80f9bb78bc670ebebab0a87cf2009c5d2e4e240e52dceda3d9811f,260,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001258,ent_001230,Fundación Instituto de Investigación Sanitaria Aragón,Fundacion Instituto de Investigacion Sanitaria Aragon,0.97,1 and 3 are accent variants of the same Aragon health research institute foundation; Aragon Pharmaceuticals is an unrelated company.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
8e2d8f705b0e55ff8d070dd3f2e8c2259705fc2a7ac896e3ae9c78c8b57496db,264,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,Arbor Biotechnologies (gene editing) and Arbor Pharmaceuticals (specialty pharma) are distinct companies.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
b4a8fb257f4aa2a607ef45413fa2b1204d57ecd4741054e197cdc06931ee3485,270,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Different companies despite shared 'Arctic' token.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
3bdee5622c3cfa737c845a4c891c97d0726ec903a467bb25e7813e6020413929,279,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Ark Therapeutics (UK/Finland gene therapy) and Ark Biosciences (China antiviral) are distinct companies.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
ae1375d44aae5fff9846b44da29c45a52cb0040a748d6c1cfa0e0560869516f2,284,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Different organisations: a Hungarian arthritis foundation vs an industry entity 'Care Arthritis'.,2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
50e718f15b959d19d4e3f54d9e85a379bd16b3578dbc885822e7d4f7d47ea005,285,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,Different units; no evidence they are the same organisation.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
832a76f9afe4977d2353a5056632007ab5c88fd978e469afc9c6d66dadfc9618,293,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Bioaraba (Vitoria) and Biobizkaia (Bizkaia) are distinct Basque research institutes; entry 3 unrelated.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
47e6ee944d55db412b1430014f0ff9c59814329908c2b68b277ea73bd14fe3e2,298,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_003322,ent_006856,Universitätsklinikum Hamburg-Eppendorf,Universitatsklinikum Hamburg-Eppendorf,0.95,UKE spelling variants merge; University of Hamburg = Universitat Hamburg (kept separate from hospital). Universitares Herzzentrum without city left alone due to ambiguity.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
47e6ee944d55db412b1430014f0ff9c59814329908c2b68b277ea73bd14fe3e2,298,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_006875,ent_003300,University of Hamburg,Universität Hamburg,0.85,UKE spelling variants merge; University of Hamburg = Universitat Hamburg (kept separate from hospital). Universitares Herzzentrum without city left alone due to ambiguity.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
43faff578888cb2248003e877dc9fcee684871f7e54542a6526843094ac7dc76,299,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Three distinct regional/national hematology foundations.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
af33d37241961774ced50063512a12bb6c8c1a3e8dc1972c86633504b55e7bd8,303,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000303,ent_001781,Asociacion Instituto De Investigacion Sanitaria Bioaraba,Instituto de Investigacion Sanitaria Bioaraba,0.92,Bioaraba institute variants merge; Biobizkaia is a different Basque institute; hepatology association unrelated.,2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
af33d37241961774ced50063512a12bb6c8c1a3e8dc1972c86633504b55e7bd8,303,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000303,ent_005168,Asociacion Instituto De Investigacion Sanitaria Bioaraba,Instituto de Investigación Sanitaria BioAraba,0.92,Bioaraba institute variants merge; Biobizkaia is a different Basque institute; hepatology association unrelated.,2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
84a46a1cb2c4753b92a2cba724594f139f91a70f5d1865a2b7342921f15f4a2b,303,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.99,Different cities: Paris vs Marseille public hospital systems.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
276bacacb1fcf30fa4bedb68c496e0d2517633832228c473e15f51d8eb6a28a5,307,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.85,Three distinct Spanish societies; Andalusian infectious diseases society differs from the general association for study of infectious diseases and from the transplant society.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
59d46c4c6ab9bca1addcb4f16688628f259088852ef4dc8963dcaa41c6af36b7,309,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000309,ent_003874,Asociación Andaluza de Hematología y Hemoterapia,Asociacion Andaluza de Hematologia y Hemoterapia,0.97,1 and 4 are accent variants of the same Andalusian association; the Castilian-Leonese and Spanish national foundations are distinct organisations.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
71bde8caefbc1022b6aa2f22a16319c7881b829213600d614b5b2da830c151ff,313,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000314,ent_000315,Assistance Publique - Hôpitaux de Paris,Assistance Publique-Hopitaux de Paris,0.96,Paris variants merge; Marseille is a different organisation.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
71bde8caefbc1022b6aa2f22a16319c7881b829213600d614b5b2da830c151ff,313,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000314,ent_003883,Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hopitaux de Paris,0.96,Paris variants merge; Marseille is a different organisation.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
e717ce9d52740781dcc5f1e1de3760a3ae4d3858451d814b84672dae93939834,317,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,Different organisations: a blood-disease charity vs an endocrinology/metabolic diseases clinical unit.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
8532a12ca390094d1fbf62cd4e98012dd6c91ea21796e7511a8acb47557c6942,320,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,Different Italian professional associations: gastroenterologists/endoscopists vs pulmonologists.,2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
2c598b147be1d16f15904ef70ae928f7f27cff43f5fc20ee97e812b2c676fd91,323,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,FIL (lymphoma study group) and AIL (patient charity) are distinct organisations.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
e7444624b36105dd429f0810565cb8e3c0439e1c67cc9992de0eca19199e6779,324,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,"Four distinct Italian study associations (liver, antimicrobials, pain, pancreas).",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
ffec67ec199aed6612f5f28a7cc4e583c5b7c1490eb4465d946b12b5caacff98,328,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000328,ent_003890,Associazione Malattie del Sangue,Associazione Malattie Sangue,0.9,Entries 1 and 2 are the same Italian blood-disease association with/without article; entry 3 is an unrelated endocrinology/metabolism unit.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
3838cd4ae9be20ee4db9a57193d71e3447564de8f7a66791478727022392fb26,335,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_003894,ent_000335,Astion Pharma,Astion Danmark,0.6,Astion Danmark A/S and Astion Pharma A/S appear to be the same Danish dermatology company; Astion Pharma is the standard brand form. Moderate confidence.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
46a606afa8d83606986609bab5f9036e4f0bc4735aa16a8c8baa30df0df20a50,351,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,Three distinct entities sharing only the word 'Auris'; no evidence they are the same organisation.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
728bf20348e86f3d4186435ebf0d35f25b683ad90db8a6099356a29e97208d16,377,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Two distinct Milan hospitals: Ca' Granda Ospedale Maggiore Policlinico vs Niguarda Ca' Granda.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
ba6707a0b7ada7b9709f450eabed7b94f7a7a1bb63756a005c49e44b9a849b42,379,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_003954,ent_000370,Azienda Ospedaliera Ospedale di Circolo e Fondazione Macchi,Azienda Ospedaliera Fondazione Macchi,0.75,"All three are forms of the Varese hospital 'Azienda Ospedaliera Ospedale di Circolo e Fondazione Macchi'; entries 1 and 2 are truncated halves of the full name, which is kept as survivor.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
ba6707a0b7ada7b9709f450eabed7b94f7a7a1bb63756a005c49e44b9a849b42,379,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_003954,ent_000379,Azienda Ospedaliera Ospedale di Circolo e Fondazione Macchi,Azienda Ospedaliera Ospedale di Circolo,0.6,"All three are forms of the Varese hospital 'Azienda Ospedaliera Ospedale di Circolo e Fondazione Macchi'; entries 1 and 2 are truncated halves of the full name, which is kept as survivor.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
0aac949b5f0711f17e662866713244103cd2c7e6423d4a767f42804d391e5296,409,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,University of Florence and the Florence local health authority are distinct entities.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
6a92315e6e612b1574583f3a23b9bc6e257fb781a4835712847008785eb53595,417,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,APSS (Trento province) versus ASS 1 Triestina (Trieste) are distinct local health authorities.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
0cdcdfca0b6b2926d07cdf2b60f6041e293196d77cd7be18d81d2bf169424844,425,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.96,Different ASST entities in different Lombardy cities.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
4bc7f4440aff919491ffbaa0f055da6c405d235c4798b3f4d2e8d9b102d41a0b,446,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000446,ent_004038,BIAL,Bial,0.98,Case variant of the same Portuguese pharmaceutical company BIAL.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
f5b39dad7dc1dd4c3624ac40517de7ea8d9b521c3a9c93af49415237d22a980a,463,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.85,"Bausch & Lomb is the eye-health brand/subsidiary; Bausch Health is the parent (formerly Valeant). Related but deliberately distinct brands, so kept separate.",2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
dbead78cf24eaf1d552ad8bff071c012312eec975c1b005107d3a53b289cbfa4,470,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,A hospital and a biotech company sharing only the word 'Beacon'; unrelated.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
3037f67624d5a6146fe67313c383c07a879b690687195023fff14f1c765d9ec0,479,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000480,ent_000479,BenevolentAI Bio,BenevolentAI,0.88,BenevolentAI Bio is the same brand as BenevolentAI; entity-level variant of one company.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
2efc134cb9af3fb9f9075f9fad7153e753f791be628cef7a66cb37c371679bf3,485,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001610,ent_001598,Hospital Universitario de Gran Canaria Dr. Negrín,Hospital Universitario Dr. Negrin,0.85,"Entries 2 and 3 are the same hospital (Dr. Negrin, Gran Canaria); entry 1 is an individual investigator affiliation, kept separate.",2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
c50e53e796cc7dcb6c61ff154c23fb99cf52928fa48351c4a94d05fa33bcdb13,494,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.85,Bio-Thera Solutions is a Chinese biologics company; Biothera is a separate US immunotherapy/beta-glucan company. Similar names but distinct organisations.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
3e28430e3f9b5bd25713776582ecf931e889adbe054a5ee8ab4fa895905d59b4,504,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.6,Biogen and Dompé are distinct companies; 'Biogen-Dompé' is a joint venture and 'Dompé Biotec' a separate subsidiary brand — none clearly duplicates another.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
aa00b62063cc33cd84072d2ed9ec12b80d905c5fa50c6c8c97c0e42970d6e44a,513,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.6,"Biocon Biologics is a distinct subsidiary brand (explicitly recorded with Biocon as parent), so it is kept separate from Biocon rather than merged.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
72bc8ee63a535edab9e5340c26a14e4b4f4b2aa8406a87c1559c95f07962b283,519,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000968,ent_000970,Dompé,Dompé Farmaceutici,0.85,"Dompé and Dompé Farmaceutici are the same company (name with/without legal descriptor). Biogen stands alone. Biogen-Dompé is a joint-venture brand and Dompé Biotec is a separately traded subsidiary, so both are left on their own.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
4e2092aa734d7d6d6fe5829dfa018f1d8921599eba0a85b6da8616af6790669a,527,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,Different companies: Biomea Fusion and Fusion Pharmaceuticals are distinct firms.,2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
0feabd51edd9089f9e8af5066542f649535cf946ff6aa1fc23cab3f2351cfdce,532,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.85,"Each entry is a different Swedish county council (region); SLSO is a separate healthcare provider organisation within Stockholm County, kept distinct.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
2bbccfd5ca215a257576c85afd3b275778fc4c8b91ffea4274494c068d55b75f,546,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_000546,ent_004082,Bispebjerg Hospital,Bispebjerg University Hospital,0.9,Same Copenhagen hospital; 'University Hospital' is a variant designation.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
