cache_key,entity_id,canonical,model_id,prompt_version,english_name,confidence,decided_at_utc,batch_id
562702abfdc1506d4357b8ef3f9810c7f3ea2ead83382a97a79cc8d6cae23c53,ent_000179,Alnylam Pharmaceuticals,claude-sonnet-5,sponsor-translate-v1,Alnylam Pharmaceuticals,0.99,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
d850cc2c6db4043312cd323c9031a6b3fb864e867bbe63b0bb347fd048280dbb,ent_000195,Amgen,claude-sonnet-5,sponsor-translate-v1,Amgen,0.99,2026-08-14T08:00:14Z,NA
7ae5dfe5dbda1a4a50b61c887262f2fa4c51bca7eea714fd1a0ccc3a781ced0b,ent_000196,Amicus Therapeutics,claude-sonnet-5,sponsor-translate-v1,Amicus Therapeutics,0.99,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
b9f44f988eafca39be3ee212bb9530f5605fc71b2b82b7b61660d5d9e82e7053,ent_000201,Amsterdam UMC,claude-sonnet-5,sponsor-translate-v1,Amsterdam UMC,0.9,2026-08-14T17:14:33Z,NA
35846c7465de3693c156b3eb3e963384c2b479daa9fd67bbfcf63c0583875414,ent_000202,"Amsterdam UMC, locatie AMC",claude-sonnet-5,sponsor-translate-v1,"Amsterdam UMC, location AMC",0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
d003bccd9089483f726ad6e6e6c381ca618688feda74ae9b21fd9900b88a178c,ent_000220,Angelini Pharma,claude-sonnet-5,sponsor-translate-v1,Angelini Pharma,0.95,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
d83882d5b751ae2ba42b9e7bda3242d1df0698628f9094e610dfa8a662f2bb11,ent_000240,Antoni van Leeuwenhoek - Nederlands Kanker Instituut,claude-sonnet-5,sponsor-translate-v1,Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
add1c70ffb643867f9b5548a373d8c40d151aadcb86220af503586689350e637,ent_000262,Arbeitsgemeinschaft Medikamentöse Tumortherapie,claude-sonnet-5,sponsor-translate-v1,Arbeitsgemeinschaft Medikamentöse Tumortherapie,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
27363d0b0c5aa04a47304976b9f35d25647d20b5c7b8cec7a56495e6c2681924,ent_000269,Arcispedale Santa Maria Nuova di Reggio Emilia,claude-sonnet-5,sponsor-translate-v1,Arcispedale Santa Maria Nuova di Reggio Emilia,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
de38031f2b3a7836ac550fd6128c97b429148f8917378ddf9cabd6fe7c91d4b5,ent_000283,Arrowhead Pharmaceuticals,claude-sonnet-5,sponsor-translate-v1,Arrowhead Pharmaceuticals,0.98,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
41c466313142f689731ba3dd6e4bd3a0f6a03767621d65f9225e5a2a02caac39,ent_000313,Assistance Publique - Hôpitaux de Marseille,claude-sonnet-5,sponsor-translate-v1,Assistance Publique - Hôpitaux de Marseille,0.9,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
5bc59f9c0be1c94d0ff0acfed3607fdb54970f8d197a3ed0ddec2541747685da,ent_000314,Assistance Publique - Hôpitaux de Paris,claude-sonnet-5,sponsor-translate-v1,Assistance Publique - Hôpitaux de Paris,0.9,2026-08-14T08:00:00Z,NA
1b0a1c41aa6f2afbaf44f3df066fe80d02fd74771020dbd541c85a359b8840bd,ent_000332,Astellas,claude-sonnet-5,sponsor-translate-v1,Astellas,0.95,2026-08-14T17:15:00Z,NA
f71ec81634022beffaec667a3ba6303eda22418407126a1089ca6ac38986141f,ent_000336,AstraZeneca,claude-sonnet-5,sponsor-translate-v1,AstraZeneca,0.99,2026-08-14T07:59:46Z,NA
96a9849d4ba97554ea3acf40dd83aa02d9cfa01631c1d661d3e1fda25b772708,ent_000367,Azienda Ospedale-Università di Padova,claude-sonnet-5,sponsor-translate-v1,Padua University Hospital,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
b392f72a7df2467ae3beb7f98c24101dc11dbac417d5247d6f3de9ca55d1231e,ent_000374,Azienda Ospedaliera L. Sacco,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliera L. Sacco,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
df4b0409fac08d901c448754b2c95544cb04ba15e1aff55dc1a709ebc8497c34,ent_000381,Azienda Ospedaliera Ospedali Riuniti di Bergamo,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliera Ospedali Riuniti di Bergamo,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
f689f552059374e0cfc6b8bc3498d6a92b1b2d36cc3ccf1deb645c3df6d94394,ent_000387,Azienda Ospedaliera San Gerardo di Monza,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliera San Gerardo di Monza,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
9837e350bd71a069aa40f64050a93bc224e7b966bf1d5c72b6e1221e951a11e9,ent_000393,Azienda Ospedaliera Universitaria Integrata Verona,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliera Universitaria Integrata Verona,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
4aff90f54afdaf99cf0f1df4f642f9acee722a96052933b6f167e7346751226f,ent_000399,Azienda Ospedaliero Universitaria Ospedali Riuniti Umberto I - G.M. Lancisi - G. Salesi,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliero Universitaria Ospedali Riuniti Umberto I - G.M. Lancisi - G. Salesi,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
d7cc39f4ecffbb9f058f38218bc26b6f99bcf52ecc9f1d579f50358a444ea722,ent_000402,Azienda Ospedaliero-Universitaria Careggi,claude-sonnet-5,sponsor-translate-v1,Careggi University Hospital,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
a0cdd4e813c86a6940994f806361e2b25521fb3ed37424b6fe20f7f3ea7f5f89,ent_000404,Azienda Ospedaliero-Universitaria Maggiore della Carità di Novara,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliero-Universitaria Maggiore della Carità di Novara,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
f3e92dbd8e030300c6356b6f0dd6a4225b9909ada1424192c88cd738a8a4ca65,ent_000406,Azienda Ospedaliero-Universitaria Pisana,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliero-Universitaria Pisana,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
5cf6c9b425c428d51cd8f22e125279b4c122e6181ce3391106c225a07b5feff6,ent_000407,Azienda Ospedaliero-Universitaria Policlinico Umberto I,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliero-Universitaria Policlinico Umberto I,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
8f497769159180472e2b69d88896ac1b95903ba996e5c5aa505fe00dc19416d7,ent_000408,Azienda Ospedaliero-Universitaria Policlinico di Modena,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliero-Universitaria Policlinico di Modena,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
55fb2ee4f78f93d5f1d29f60a315a1df444fccce39ed0e96edad04a460ee4ff7,ent_000412,Azienda Ospedaliero-Universitaria Senese,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliero-Universitaria Senese,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
c38b7d8f7df055e895449c9cbe7f3b0534c50969b682770b30795c9a0b5f515e,ent_000414,Azienda Ospedaliero-Universitaria di Bologna Policlinico S. Orsola-Malpighi,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliero-Universitaria di Bologna Policlinico S. Orsola-Malpighi,0.8,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
c326b3aed09148c7b66e8f4df39467aff07f2e976ab602e1907b4126886fc171,ent_000415,Azienda Ospedaliero-Universitaria di Modena,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliero-Universitaria di Modena,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
e1482b071b2c917a4b784fb3f707b9f89a52b6a2e1eb95d6ad507be8c2c3c1eb,ent_000416,Azienda Ospedaliero-Universitaria di Parma,claude-sonnet-5,sponsor-translate-v1,Azienda Ospedaliero-Universitaria di Parma,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
f55e7e870ab949f8a4198f931a437a36b04db08930ea936aeae0a94f20873d9b,ent_000422,Azienda Sanitaria Ospedaliera S. Giovanni Battista di Torino,claude-sonnet-5,sponsor-translate-v1,Azienda Sanitaria Ospedaliera S. Giovanni Battista di Torino,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
e1d1aa91fb4802be4e35b88cc485c244e974b711064a66091431b008dd42aaf4,ent_000446,BIAL,claude-sonnet-5,sponsor-translate-v1,BIAL,0.9,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
6ae69e574b185674929a7f1320b22a6f3ca3dc3e5f47919157fac9dcbf526b01,ent_000458,Barts Health NHS Trust,claude-sonnet-5,sponsor-translate-v1,Barts Health NHS Trust,0.98,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
c8f017d1a691335d2b487a52ab2abc1f35f5e18e51dadc9bb565c040e5d157d4,ent_000461,Basilea Pharmaceutica,claude-sonnet-5,sponsor-translate-v1,Basilea Pharmaceutica,0.95,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
107a105d2efdcd59d842065b23ee8a8985029a6fa8cf1d9b616f931a17dbea52,ent_000466,Baxalta,claude-sonnet-5,sponsor-translate-v1,Baxalta,0.95,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
4229783a387e349c5db0f379cfa80b254da34c048652ce9f2d14ae90757ef8bd,ent_000467,Baxter,claude-sonnet-5,sponsor-translate-v1,Baxter,0.95,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
2b6a673bba2cbb8d8d0508bc0baa45864d2b05969c36793a2a0abb4de3e8eec6,ent_000468,Bayer,claude-sonnet-5,sponsor-translate-v1,Bayer,0.98,2026-08-14T08:00:09Z,NA
741b6cf625c5f88a4acd36e61737d960c77c19777900bbb5e25a7d5942e5cf6e,ent_000469,BeOne Medicines,claude-sonnet-5,sponsor-translate-v1,BeOne Medicines,0.9,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
c4ec60c060742e2065b943e11ded28cb41aa52107ca64477987f48dd9d94e1ca,ent_000474,BeiGene,claude-sonnet-5,sponsor-translate-v1,BeiGene,0.98,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
92d0360329d3c1be13463330eeab24f146987756bbbe1d955b9278f0d3adf3a5,ent_000475,Belfast Health and Social Care Trust,claude-sonnet-5,sponsor-translate-v1,Belfast Health and Social Care Trust,0.98,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
aa23133f69b115d168e80d1f09909e3b43467c4ddd1f4e006824111105fddbff,ent_000498,BioCryst Pharmaceuticals,claude-sonnet-5,sponsor-translate-v1,BioCryst Pharmaceuticals,0.98,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
db5e2118cef41171e7ab8da40927ff8e7218b529587503786d38dba11e704a5a,ent_000505,BioMarin,claude-sonnet-5,sponsor-translate-v1,BioMarin,0.98,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
26f80f497125b6dd411fa2814998b1ad23bd27aab192e17e012c6037694a7741,ent_000506,BioNTech,claude-sonnet-5,sponsor-translate-v1,BioNTech,0.98,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
5d8cc048bd97184469f92a18c7881afd230125fe30dd0ba5c827a417aabee3cc,ent_000519,Biogen,claude-sonnet-5,sponsor-translate-v1,Biogen,0.99,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
7dc0dcfac6be077462d4d1895163c93ffd9b07379fa854aa8db7b15f51c5de13,ent_000534,Bioprojet,claude-sonnet-5,sponsor-translate-v1,Bioprojet,0.9,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
47fe891ad0e880d912ec24f7546b71675d40382e8bc95aedffbf0d7449f46d7e,ent_000537,Biotest,claude-sonnet-5,sponsor-translate-v1,Biotest,0.95,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
299816916daa88497d4e1d4d6cc5e7f2fce046ccc02435faae58e1da6a0329ba,ent_000546,Bispebjerg Hospital,claude-sonnet-5,sponsor-translate-v1,Bispebjerg Hospital,0.9,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
c0e9e25e6dc09439c570a45bf4d7507597bb3be8b9da11b1be5613fe0e7849a7,ent_000555,Boehringer Ingelheim,claude-sonnet-5,sponsor-translate-v1,Boehringer Ingelheim,0.98,2026-08-14T07:59:55Z,NA
d1ead4a90efabdbad08d7ef494d529ebffe7a6134c461b867855de77e3b008f1,ent_000563,Bracco,claude-sonnet-5,sponsor-translate-v1,Bracco,0.95,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
54e7ac27e657c0a16b03a6752965080c5583171035ea7386af8d102053ff9538,ent_000568,Bristol Myers Squibb,claude-sonnet-5,sponsor-translate-v1,Bristol Myers Squibb,1,2026-08-14T08:00:07Z,NA
a1b22a488bd183664ac86de1cb3a7aa9f346330d497879c60f8d9527dcfe39aa,ent_000572,CCDRD Cooperative Clinical Drug Research and Development,claude-sonnet-5,sponsor-translate-v1,CCDRD Cooperative Clinical Drug Research and Development,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
cef8f4ccf652b2b9a2ef3de71f2bfef4ad1f2f9fd307ad2f19c525680599b180,ent_000578,CHU Amiens-Picardie,claude-sonnet-5,sponsor-translate-v1,Amiens-Picardie University Hospital,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
f7f042d82be5a72e4576d32a3acb646f10cd6b28efc7e037248f06d0a973dcbd,ent_000580,CHU Dijon Bourgogne,claude-sonnet-5,sponsor-translate-v1,Dijon Bourgogne University Hospital,0.5,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
3be9c694cad7611d92e7e3cbcf02a14798677b6efb6c737779cdf3a971a22cb0,ent_000586,CHU de Bordeaux,claude-sonnet-5,sponsor-translate-v1,Bordeaux University Hospital,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
27cb4822988cd9cea1b06b593ab2d4e38896e40bc6b3a0713d57950ff06dbc65,ent_000587,CHU de Caen Normandie,claude-sonnet-5,sponsor-translate-v1,Caen Normandy University Hospital,0.5,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
b43e94e7bfb2a9499d9ae0eddbeef4a06465e8740cabea0840ed8d7adf10d59d,ent_000589,CHU de Clermont-Ferrand,claude-sonnet-5,sponsor-translate-v1,Clermont-Ferrand University Hospital,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
e3a4c81bbe53a3ce706fad9636dfbdd418e7e262b880062532ce104b180b27b8,ent_000590,CHU de Limoges,claude-sonnet-5,sponsor-translate-v1,Limoges University Hospital,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
20290cf94d76c46c44d9a48af0a8bb89c734ff1de23b72150565c4253b194571,ent_000591,CHU de Poitiers,claude-sonnet-5,sponsor-translate-v1,Poitiers University Hospital,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
eda1627c2e7af286817bd52e0dab9bc9c55f147a066b00af80dd6b622c6f6b5d,ent_000592,CHU de Rouen,claude-sonnet-5,sponsor-translate-v1,Rouen University Hospital,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
aa72e67f880fb1a1e4577682edee48cdb97d80b898256fbeb9ebc12d42ffe096,ent_000607,CSL Behring,claude-sonnet-5,sponsor-translate-v1,CSL Behring,0.99,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
54c35da72453d77577f2b58441cba2e8ff4ab55c38de4840ce23ffa5f94a5792,ent_000611,Cambridge University Hospitals NHS Foundation Trust,claude-sonnet-5,sponsor-translate-v1,Cambridge University Hospitals NHS Foundation Trust,0.98,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
12df03109ccab9a9a4c5fc19d86593127198b289b51967434d5c4616d1a049ee,ent_000618,Cancer Trials Ireland,claude-sonnet-5,sponsor-translate-v1,Cancer Trials Ireland,0.99,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
1f727bda6783e4dc669a10fe070adaeb849fee640e77f93853857c47957b123d,ent_000622,Cardiff University,claude-sonnet-5,sponsor-translate-v1,Cardiff University,1,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
8999776d6099e521cad4c4522437d44cd65ba26e247cc7511d7b74e1d50bb8e7,ent_000643,Celgene,claude-sonnet-5,sponsor-translate-v1,Celgene,0.98,2026-08-14T17:14:53Z,NA
289d56de7b15c38b7267ac8d31971fd6744abbc5aa4b5069484269884621098a,ent_000655,Celltrion,claude-sonnet-5,sponsor-translate-v1,Celltrion,0.95,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
ada39aba9d60ae2b4f4dba3660d1c2f6c71aebad1a12ac17a30f7dd26179dcd8,ent_000663,Centocor,claude-sonnet-5,sponsor-translate-v1,Centocor,0.9,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
66fd9c46eda82670a6434848af03979e41ff8681c673cb7f9c3d215460a62668,ent_000666,Central Manchester University Hospitals NHS Foundation Trust,claude-sonnet-5,sponsor-translate-v1,Central Manchester University Hospitals NHS Foundation Trust,0.98,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
33bb9f23e414ed7337a27017b72cea448fcb3d91ca3d542512fa68aa39568188,ent_000680,Centre Hospitalier Régional Universitaire de Nancy,claude-sonnet-5,sponsor-translate-v1,Nancy Regional University Hospital Center,0.55,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
5006e58245375f168057d76a0b70c01371368188c754c05fa063fa8f595bad66,ent_000681,Centre Hospitalier Régional Universitaire de Tours,claude-sonnet-5,sponsor-translate-v1,Tours University Regional Hospital Center,0.4,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
25ef2eee88188fbe464a8f8e3f6b38d83460a60c55121a144b67bdad34d57322,ent_000682,Centre Hospitalier Régional et Universitaire de Brest,claude-sonnet-5,sponsor-translate-v1,Centre Hospitalier Régional et Universitaire de Brest,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
b0d22d58acc6607f2a8f9e6b29bb1906de991f375ceacc25d2785b7d368cbff9,ent_000684,Centre Hospitalier Universitaire Grenoble Alpes,claude-sonnet-5,sponsor-translate-v1,Grenoble Alpes University Hospital,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
451b4bbce0fbe31654064f6d61bdb0e64d96a365c9e8a235908cca9e2fadb5a0,ent_000686,Centre Hospitalier Universitaire d'Angers,claude-sonnet-5,sponsor-translate-v1,Angers University Hospital,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
af2a47dfeb44c6459253386419637aeb7ef218ad41cf2ceb888c9c86d0cf2e7b,ent_000687,Centre Hospitalier Universitaire de Besançon,claude-sonnet-5,sponsor-translate-v1,Besançon University Hospital,0.6,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
a28cc3d183e36611b0820272c896f6243aeb03bd216d75bcfa6a90577a2f5704,ent_000689,Centre Hospitalier Universitaire de Lille,claude-sonnet-5,sponsor-translate-v1,Lille University Hospital,0.7,2026-08-14T17:44:09Z,msgbatch_01PUDrWoBDM9kDwjg1BcWpAf
