cache_key,raw_sponsor,model_id,prompt_version,candidates_sha256,n_candidates,chosen_index,entity_id,confidence,channel,reason,decided_at_utc,batch_id
5fd1e36aeca21dfd673d836d4fda7956a67682f1b0ac0e2370c5650388d887f9,ARTIC,claude-sonnet-5,sponsor-assign-v1,513254924cc47193578b268214c30c7b38041cb24db5bc83b8a149922af1dc7f,1,1,ent_000006,0.9,token_idf,ARTIC is the acronym for A.R.T.I.C. Association pour la Recherche de Therapeutiques Innovantes en Cancerologie.,2026-08-13T06:40:15Z,NA
24c5c8ce5901ff2467d86a3ef348b487a7afe916e04262a9f5a23f5819ce08bb,ASIT biotech S.A.,claude-sonnet-5,sponsor-assign-v1,551c370150dcc16df8a620137bc8ea6be4360011474766880a88965f0be06b65,10,0,NA,0.95,NA,ASIT biotech S.A. is a distinct Belgian company not listed among the candidates.,2026-08-13T06:36:05Z,NA
e4033057d6ad8d762bce71951168e87299dcdd8d4c8328b4f7377e1b706c5638,ASL 1 AVEZZANO-SULMONA-LAQUILA,claude-sonnet-5,sponsor-assign-v1,b731a26c8ef1b1079a891058601a63961b1b353edca43b9255857edad6b44327,2,0,NA,0.9,NA,ASL 1 Avezzano-Sulmona-L'Aquila is a distinct local health authority not matching either candidate.,2026-08-13T06:40:18Z,NA
8bd331470dcb6b6f1a41b8d9a2f6fa4f0aa4cddc3741b7d77e6fc9392106a3df,ASSOCIAZIONE LA NOSTRA FAMIGLIA - SEZIONE SCIENTIFICA I.R.C.C.S. E.MEDEA,claude-sonnet-5,sponsor-assign-v1,3b331ef8ff1d2163cac688fc5565ad85f822a703d56937457b6767f799cac6f7,10,0,NA,0.95,NA,No candidate corresponds to Associazione La Nostra Famiglia / IRCCS Medea; none listed matches.,2026-08-13T06:40:22Z,NA
7add237d396e998cf0584ce19ecb67aa1baf80f96a2077c12f606dc9f22f64ab,ASSOCIAZIONE MALATTIE SANGUE,claude-sonnet-5,sponsor-assign-v1,4a090a972c5ffa178da6fa206886bd4e3f0a05572d3c3d2f40292e82fd083955,10,1,ent_000328,0.95,token_idf,Direct match to Associazione Malattie del Sangue.,2026-08-13T06:40:25Z,NA
e5c544d2a705d0b585bd73400e517f35e495a900b2ffcaf20867d18eff3b85bd,ASST FATEBENEFRATELLI SACCO,claude-sonnet-5,sponsor-assign-v1,529e6fda5492f4e7ce04001f31b33f7665077c6a09c3c6f35ceff96d32265bf5,10,0,NA,0.6,NA,ASST Fatebenefratelli Sacco is a merged entity (successor to Ospedale Fatebenefratelli and Ospedale Sacco) not directly listed; none of the candidates represent this specific ASST merger.,2026-08-13T06:36:09Z,NA
9fa1ec23337ea0937709ec6ec7303740f4274d5947b6fc70eec79057cf2d9939,ASST Grande Ospedale Metropolitano Niguarda,claude-sonnet-5,sponsor-assign-v1,06c1a5fac17be969a9e5217822f194ace2b3b6c75cb02bf8a5444681d4142226,1,1,ent_000053,0.99,exact,Exact match to candidate 1.,2026-08-13T06:32:57Z,NA
e39c1e2abd89b9fee12ff4aa6e5041ec95a793dae680cf40cface450ce72fde0,AZ Sint Jan Brugge-Oostende AV,claude-sonnet-5,sponsor-assign-v1,3aef73b4d4d5d611091d2f197b40271c11a1c3221d61fd1c7646c71366dff1d2,1,0,NA,0.97,NA,AZ Sint Jan Brugge-Oostende AV is a distinct hospital from Universitair Ziekenhuis Gent; no match in list.,2026-08-13T18:58:37Z,NA
13c38ef40b9df7aca251a2306c8a3a64a99b59b1755c25e0004db24dff9e4ed1,AZ Sint-Jan Brugge-Oostende AV,claude-sonnet-5,sponsor-assign-v1,3aef73b4d4d5d611091d2f197b40271c11a1c3221d61fd1c7646c71366dff1d2,1,0,NA,0.97,NA,"AZ Sint-Jan Brugge-Oostende AV is a distinct hospital network, not Universitair Ziekenhuis Gent.",2026-08-13T06:34:10Z,NA
181dc1291af9314989406b679a7077ae671eab2778ffa34238ee9400dfbad59e,AZ-VUB,claude-sonnet-5,sponsor-assign-v1,d4c593352d4698696a76605214cf4512f5d0d40a72014914db66b7b695ede818,10,1,ent_003089,0.85,token_idf,AZ-VUB (Academisch Ziekenhuis Vrije Universiteit Brussel) is the same as UZ Brussel.,2026-08-13T18:58:41Z,NA
302610d98f12aba74ee01dc5341850b329ed85eab41ecc46f5970418aefdfd14,AZIENDA OSPEDALIERA  VINCENZO MONALDI DI NAPOLI,claude-sonnet-5,sponsor-assign-v1,ce7bbd2c203732ea53397432870b343f3c1cd094da1de022ed67be05bde7a7ef,10,0,NA,0.7,NA,Azienda Ospedaliera dei Colli/Monaldi Napoli is not listed among candidates; none matches this specific hospital.,2026-08-13T06:36:12Z,NA
cece70b2f266f79800b7357fb18018e83c702b8fc2c46544889d56a79a2a3a9d,AZIENDA OSPEDALIERA BIANCHI-MELACRINO-MORELLI,claude-sonnet-5,sponsor-assign-v1,b9536bc4a6d99f716cdc69039a319b10cafc3a8dc5a5aeeb4058951cf1de5f7f,10,0,NA,0.95,NA,None of the candidates correspond to Azienda Ospedaliera Bianchi-Melacrino-Morelli (Reggio Calabria); no match in list.,2026-08-13T06:36:15Z,NA
4c4260dca2f3df7b2b99406a66a60056a66c559f267e9aa85c4588726f147021,AZIENDA OSPEDALIERA CARDARELLI,claude-sonnet-5,sponsor-assign-v1,b9536bc4a6d99f716cdc69039a319b10cafc3a8dc5a5aeeb4058951cf1de5f7f,10,0,NA,0.9,NA,Azienda Ospedaliera Cardarelli (Naples) is not listed among candidates; none match.,2026-08-13T06:33:01Z,NA
615c993f5a2000c7d04a9adb28b1d523c36e0b831d1213f3b73c8162b8069845,AZIENDA OSPEDALIERA G. BROTZU,claude-sonnet-5,sponsor-assign-v1,b9536bc4a6d99f716cdc69039a319b10cafc3a8dc5a5aeeb4058951cf1de5f7f,10,0,NA,0.95,NA,Azienda Ospedaliera G. Brotzu (Cagliari) is not listed among the candidates.,2026-08-13T06:40:27Z,NA
c3922d1c6e8ee8e82134df2de50343020e69664eb428f665643a71b5c41eb09c,AZIENDA OSPEDALIERA ISTITUTI CLINICI DI PERFEZIONAMENTO  DI MILANO,claude-sonnet-5,sponsor-assign-v1,0de96e1c7d29bc36dee3609876339edafbf724f3cfb8c761ed6e08b5728214c7,10,6,ent_001148,0.5,token_idf,Istituti Clinici di Perfezionamento di Milano historically merged into Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico.,2026-08-13T06:34:14Z,NA
385fb829c42d0028a8b6e6d6dda3f7874e1d42b8353850df8d0631849fca987f,AZIENDA OSPEDALIERA OSPEDALI GALLIERA,claude-sonnet-5,sponsor-assign-v1,b6c93d9911a5a0efdeb219ba5539f0392169572c2c984f858def34c3b8833621,4,1,ent_001047,0.85,token_idf,"Ospedali Galliera is the same hospital, just different legal entity naming (Ente vs Azienda Ospedaliera).",2026-08-13T06:32:24Z,NA
b6462e71b2757d07519acbfa5426cd8ea5503dd7fe987f0cab79124da5f19661,AZIENDA OSPEDALIERA SANTANDREA,claude-sonnet-5,sponsor-assign-v1,b9536bc4a6d99f716cdc69039a319b10cafc3a8dc5a5aeeb4058951cf1de5f7f,10,0,NA,0.9,NA,Azienda Ospedaliera Sant'Andrea (Rome) is not listed among the candidates.,2026-08-13T06:36:18Z,NA
32cf8bd1165c367bd1f4dd168294deb7bb8be32d64ee6186d784b7918ed21e0e,AZIENDA OSPEDALIERO UNIVERSITARIA DI CAGLIARI,claude-sonnet-5,sponsor-assign-v1,b93a6bd32d2c043300edcbcb32b0ab34617d7144b5b1b429c491c5ca35b78ced,10,0,NA,0.9,NA,No candidate for Cagliari specifically is listed; none match.,2026-08-13T06:31:59Z,NA
05ea97b7fcb099ca614adbf6fac7a2d869fcf5919bf57dd51f636e0b2be965bc,AZIENDA UNIT SANITARIA LOCALE DELLA ROMAGNA,claude-sonnet-5,sponsor-assign-v1,edabdf8a47513cfb649762415a1a375032072ab245997958fcf7158270c3fea2,10,0,NA,0.95,NA,Azienda USL della Romagna is not listed among the candidates; none matches this specific health authority.,2026-08-13T06:36:21Z,NA
dbe1694377ea993d50cefc68bf4b0e4306a9941d78e694fe59c7be332a2e5265,AZIENDA USL 4  PRATO,claude-sonnet-5,sponsor-assign-v1,327225ffe2fdf230184d9ff8440fe40359f855652054f8110c75f1cd213fa5dc,7,1,ent_000430,0.75,token_idf,Azienda USL 4 Prato was merged into Azienda USL Toscana Centro in the Tuscan healthcare reorganization.,2026-08-13T06:40:32Z,NA
f466951fa6944173cce87447b93994eb4bddae2eba27db70c97e44d6acf343ae,AZIENDA USL 6 LIVORNO ZONA LIVORNESE,claude-sonnet-5,sponsor-assign-v1,327225ffe2fdf230184d9ff8440fe40359f855652054f8110c75f1cd213fa5dc,7,2,ent_000431,0.75,token_idf,Azienda USL 6 Livorno was merged into Azienda USL Toscana Nord Ovest during the Tuscan health system reorganization.,2026-08-13T06:32:14Z,NA
8c8ef6374a2af5b63a2d8f2cd773a2ba3d328ea44981ecb2289a7b93e642d6be,AZIENDA USL DI FORLI,claude-sonnet-5,sponsor-assign-v1,327225ffe2fdf230184d9ff8440fe40359f855652054f8110c75f1cd213fa5dc,7,0,NA,0.9,NA,Forli is not listed among the candidates; none match Azienda USL di Forli.,2026-08-13T06:33:03Z,NA
11c575dedad39f5d7d7fb1872a6c00c5faad7408098560173688faa8434077ca,Aalst Dermatology Group,claude-sonnet-5,sponsor-assign-v1,78fda4ab69ddf80babe56fc20d4634f56f351c46d0fa9b4a37b8036edcde4d4c,10,0,NA,0.9,NA,No candidate corresponds to Aalst Dermatology Group; none match this organisation.,2026-08-13T06:38:54Z,NA
4316eb8a7bed59da580a03673157498d199658f0b7620395610ea156ff54ff24,Aavantgarde Bio S.r.l.,claude-sonnet-5,sponsor-assign-v1,d6bdf199a54b25b3d81a1bb2cd40298f01ba0c6c833a9826f910ffacf5f6aa94,10,0,NA,0.95,NA,Aavantgarde Bio S.r.l. is a distinct Italian biotech company not listed among the candidates.,2026-08-13T06:40:35Z,NA
483b9a7f7061f415d5ab890b98df4cf4b7b84887bdfa1bdf2fff0252b6e1ea66,Academic MS Center Limburg,claude-sonnet-5,sponsor-assign-v1,847dc2cf149705d9ef30527546cc0b67a028539ed12c6a53c01a85a54b87bfa1,2,0,NA,0.7,NA,"Academic MS Center Limburg is associated with Zuyderland Medical Center, not with either listed organisation.",2026-08-13T18:58:45Z,NA
ec3eff8f937607787f3af74774424141e24af8dff724d1c85469b20f4170d8b2,Academic Medical Center,claude-sonnet-5,sponsor-assign-v1,4a88bf7400bd8da314550b5222cad82a3fc548ac36c7bbfc200e81fc2176604c,1,1,ent_000086,0.97,exact,Exact name match.,2026-08-13T06:31:29Z,NA
72f939642516ef180b806809bd8924964643317e36b5732d08f61b180e3aec88,"Academic Medical Center, Department of dermatology",claude-sonnet-5,sponsor-assign-v1,b052519c272bb6c421d41ff09ecfe2e6776c89a7a0d6d81697c29382e0d03747,10,2,ent_000088,0.9,token_idf,"Department of dermatology is part of Academic Medical Center, University of Amsterdam.",2026-08-13T18:58:47Z,NA
068eb17934a6597c85c9753bf4583ee338ea5306513bb84873e871667e9683f4,Academic Medical Centre,claude-sonnet-5,sponsor-assign-v1,d3584c9b7ee2fd9cb5b5f85622b6f3cc010bcf3a8d2c414a98fd532953b7e08b,1,1,ent_000089,0.95,exact,Exact name match.,2026-08-13T06:31:40Z,NA
abdbcdcbde59cc6d02a8986cc58bb9ca0f754f0b62a4c7208123bdd22c5d2d75,Academic medical centre,claude-sonnet-5,sponsor-assign-v1,d3584c9b7ee2fd9cb5b5f85622b6f3cc010bcf3a8d2c414a98fd532953b7e08b,1,1,ent_000089,0.95,exact,"Direct match, case-insensitive, same institution name.",2026-08-13T06:40:39Z,NA
e96a8e5a4d80c08beba28d4d690f9bedba9996e0b1dd6bd4aef381d438e30b9f,Achilles Therapeutics UK Limited,claude-sonnet-5,sponsor-assign-v1,f71d9fb4ec5cbec9e4d1e85c1730a085436c748ace5445a36385a39fdd5ac20e,10,0,NA,0.98,NA,Achilles Therapeutics is not among the candidates listed.,2026-08-13T06:40:42Z,NA
12272e9dd57bb006fcdc8c5b6e9f3ef5558ad1d48999ae2aa9685bc3c7c94767,Acino Supply AG,claude-sonnet-5,sponsor-assign-v1,fea0b180fe31ef9a784a79ef10836091b5b529b98584c4fcd76f91191fd83f17,1,0,NA,0.97,NA,"Acino Supply AG is a Swiss pharmaceutical manufacturer, unrelated to Sanquin (Dutch blood supply/plasma organization).",2026-08-13T06:36:23Z,NA
0ce47194cb81146e92fd1e0d6c1fc76d06b40fea8cfc8cff1799570b545323a4,Advanced BioHealing Inc,claude-sonnet-5,sponsor-assign-v1,a560352dbe05e7f84ebdb96fa5144e3a992e70ba7b67112d8b38ac1599c7cd13,5,0,NA,0.95,NA,"None of the candidates correspond to Advanced BioHealing Inc, a distinct US regenerative medicine company.",2026-08-13T06:40:45Z,NA
595848361f4e0ffaa141f2fb5cf2a8120f28a468f296a815ecbafd1fb9fa2e95,"Advancell Advanced In Vitro Cell Technologies, S.A",claude-sonnet-5,sponsor-assign-v1,476edae7c9af0b0b122c5db71607748ab78d25b4d8721115b2e5729637dda636,10,0,NA,0.95,NA,"None of the listed organisations correspond to Advancell Advanced In Vitro Cell Technologies, S.A.",2026-08-13T06:40:48Z,NA
a5a0385c5bcb6841435d24cb81971fa5307818d0c6556409699e460cf6634530,"Aeglea Biotherapeutics, Inc.",claude-sonnet-5,sponsor-assign-v1,7b86438c8fc7a61e4eb53752c22f46ca1a3e45938d05c6676d6e11e5c560ac8a,10,0,NA,0.98,NA,Aeglea Biotherapeutics is not listed among the candidates.,2026-08-13T06:33:06Z,NA
5195c66b91d4107b9dad607957e086b1127378b5bdf15111d87ef63b9b192c4a,Aflofarm Farmacja Polska Sp. z o.o.,claude-sonnet-5,sponsor-assign-v1,f72642b82a9dd9de70c1587597b9ab8b5ed92a15696a34758adc1ab23696b899,10,0,NA,0.95,NA,Aflofarm Farmacja Polska is not present in the candidate list.,2026-08-13T18:58:51Z,NA
beb04d246a187972449c00a8415f4d07952793a4a241120bd549beacc25ce649,Agennix Incorporated,claude-sonnet-5,sponsor-assign-v1,f84903b686005676d94c60233e5cd42cc55a756fd53e60904976921f518e88bd,10,0,NA,0.97,NA,Agennix Incorporated is not among the candidates; none match.,2026-08-13T06:40:51Z,NA
fe935f96eac44938d26856602e1a292062756ea8b7541f46f32dc23e73fc41fe,Akamis Bio Limited,claude-sonnet-5,sponsor-assign-v1,d6bdf199a54b25b3d81a1bb2cd40298f01ba0c6c833a9826f910ffacf5f6aa94,10,0,NA,0.95,NA,Akamis Bio Limited does not match any of the listed organisations; none correspond to this specific company.,2026-08-13T06:40:54Z,NA
aedb1a14796b9cedbc7ab9916ae17341e55582c5569cf555d0db3fab0cdf771c,Alimentary Health Ltd,claude-sonnet-5,sponsor-assign-v1,6cc92d7350334261f133484b78aa820fe435ece8b3db97a87d7b8d4d50be6018,1,0,NA,0.9,NA,"Alimentary Health Ltd is a separate biotech company, not University College Cork.",2026-08-13T06:36:26Z,NA
ec2277ad0a375dff4d864462a98f44ba022379aad4d4ad1ca5da7560791f494a,Alkaloid AD Skopje,claude-sonnet-5,sponsor-assign-v1,ed8843a57a2fdedb2f8d950c467ea900112387ce3c867db583694fc81de12681,4,0,NA,0.95,NA,"None of the candidates correspond to Alkaloid AD Skopje, a Macedonian pharmaceutical company.",2026-08-13T06:40:57Z,NA
d05e26a073feaf0d2ec6773a76217a14495886cadf9d918e14a2736be202b3c1,Ambrilia Biopharma Inc.,claude-sonnet-5,sponsor-assign-v1,fe22c7dfc93dc45d32f9c4ef840765100faada8d94f4478b23874dd05c01384e,10,0,NA,0.95,NA,Ambrilia Biopharma Inc. is not listed among the candidates; none match.,2026-08-13T06:40:59Z,NA
9efd209c3a49544d8163785798067dfe77fc750d0827816ce8b5144dd4419f09,An-Institut fr Qualittssicherung in der operativen Medizin gGmbH,claude-sonnet-5,sponsor-assign-v1,a79272e25e1e539a3c629fafa4d367d778a960b77fc6e5e696cc8f27bff43338,10,0,NA,0.9,NA,An-Institut für Qualitätssicherung in der operativen Medizin gGmbH is a distinct research institute not represented among the candidates.,2026-08-13T06:41:03Z,NA
a6d28cada000cfba2fd35ae8e58358a606401666286194f9657248f01d81752a,Andres Iiguez Romo,claude-sonnet-5,sponsor-assign-v1,d8f2816037b0df01d7a9159a204438d345dde833f7bd396f19efb17d89af4cd4,2,0,NA,0.95,NA,"Raw string is just a person's name with no institution, and doesn't match either candidate name.",2026-08-13T06:41:06Z,NA
422f8b8e65f68e8421a0321fcf31a1ec6f2484eddc1eb71697770e98585733da,Angion Biomedica Corp.,claude-sonnet-5,sponsor-assign-v1,6e62451f607bf9da7a88a8c7507ca1b08853ec43e178ba8f4b0db7fb2b5320bb,10,0,NA,0.98,NA,Angion Biomedica Corp. is not present among the candidate list; none match.,2026-08-13T06:41:08Z,NA
acab02d6e432dc0286cb47c129c3530934821dd72b50ac187ee9776f01a93e2d,Ann Merete Mller,claude-sonnet-5,sponsor-assign-v1,a74c9cdeb2951a3792dc23bce92ec9ab382ec96c1316a067b8f085e466d61b93,4,0,NA,0.95,NA,"Raw string is just a person's name with no institution, and no candidate matches this specific person.",2026-08-13T06:41:11Z,NA
67b099abf6b00c6088a29d149521b9043662b9167a176c7ba267630d7791e8bf,Antonio Cubillo Gracin Servicio de Oncologa Mdica - Hospital MD Anderson,claude-sonnet-5,sponsor-assign-v1,ec1c47ce108b5078dc9fc9249c03b8e57e0edddded20f20093992710f04b1bfc,2,1,ent_001264,0.6,token_idf,Hospital MD Anderson Spain relates to Fundación MD Anderson Internacional España,2026-08-13T18:58:54Z,NA
8d54119774cc82654155b11ccf99aec11ffe7d9c584100ecb223ad3979e75f01,Apeptico Forschung und Entwicklung GmbH,claude-sonnet-5,sponsor-assign-v1,3d3eadfbd466f802b38994740739f74b3c29f0404b15dc044d98c1b447d07bdc,2,0,NA,0.97,NA,"Apeptico Forschung und Entwicklung GmbH is an Austrian biotech company, unrelated to either candidate (Institut für klinische Forschung und Entwicklung Berlin or ikfe).",2026-08-13T06:36:30Z,NA
b63196ab668016b077ba9aee33ef92dde68d2f4a3526db2b3804354f1e6a08ab,Applied Genetic Technologies Corporation,claude-sonnet-5,sponsor-assign-v1,a67e6fdbc94f17ab5e6e188bb49b1939390763068d89dbeba803466e88ba44ac,10,0,NA,0.95,NA,Applied Genetic Technologies Corporation (AGTC) is not listed among the candidates; none match.,2026-08-13T18:58:57Z,NA
8212277e0f6296e6f75f2f8a91f95ee2fa504f9d5a391e750ab367346f9e339b,Archemix Corp.,claude-sonnet-5,sponsor-assign-v1,6e62451f607bf9da7a88a8c7507ca1b08853ec43e178ba8f4b0db7fb2b5320bb,10,0,NA,0.95,NA,Archemix Corp. is a distinct biopharmaceutical company not represented among the candidates.,2026-08-13T06:34:32Z,NA
47d1edc2b465a97065c62899902f86fd283ea8d84e6eafd15ce9137498050580,Archigen Biotech Limited,claude-sonnet-5,sponsor-assign-v1,551c370150dcc16df8a620137bc8ea6be4360011474766880a88965f0be06b65,10,0,NA,0.95,NA,Archigen Biotech Limited is not among the listed candidates; no matching organisation present.,2026-08-13T06:41:14Z,NA
0e620c0f58a17114e85ff1584f77f70951940eb6654545e19f6cc0d3af90180a,Arrivent Biopharma Inc.,claude-sonnet-5,sponsor-assign-v1,fe22c7dfc93dc45d32f9c4ef840765100faada8d94f4478b23874dd05c01384e,10,0,NA,0.97,NA,ArriVent Biopharma is not present in the candidate list; none of the listed companies match.,2026-08-13T06:36:33Z,NA
29707ffdfe85545c00dbbd4509ae6e7b0f2d76ad8c89ed657ace99c02e658d44,Arrow Therapeutics Ltd,claude-sonnet-5,sponsor-assign-v1,cc1addf377a8ad10e293e637250a9173589e2e95564bf91855f4851b9a0c2ca3,1,1,ent_000282,0.9,token_idf,Arrow Therapeutics Ltd is the same company as Arrow Therapeutics listed as part of AstraZeneca; 'Ltd' is just the legal suffix.,2026-08-13T06:41:18Z,NA
15c1b513ce441d84cb28548391c0538b56bf689c8afaad003afb4b5476f4b0f3,Asociacin de Oncologa Mdica del Hospital de Cruces ASONMEC,claude-sonnet-5,sponsor-assign-v1,b9f13c31d8ce911598751ad3b16a9192a7232661257ebdd6b5b5e3f689d77dc6,2,1,ent_000052,0.97,token_idf,Direct match with accents removed.,2026-08-13T18:59:02Z,NA
d354076ae4d5e3322c47b820c95797ce9353c400abbbb5c79141deb49039c80f,Asociacion Instituto Biogipuzkoa,claude-sonnet-5,sponsor-assign-v1,5e84639c3ed10ba69bc85f403416f35af3ab4ebc62c25b475289bc4821ee4de5,10,0,NA,0.6,NA,Biogipuzkoa is a distinct research institute (Gipuzkoa province) not listed among candidates; closest are Bioaraba/Biobizkaia but these are different regional institutes.,2026-08-13T06:41:22Z,NA
bcd7b74e470751ec4dae72e7b446c35804e11ec14dd8a182faba32f22c3c5cd9,Aspen Global Incorporated,claude-sonnet-5,sponsor-assign-v1,f84903b686005676d94c60233e5cd42cc55a756fd53e60904976921f518e88bd,10,0,NA,0.95,NA,Aspen Global Incorporated is not among the listed organizations.,2026-08-13T06:41:26Z,NA
5d9eccfff43b67a71f2da24a0f1722f97ba855832ccd0284e5caf56cf37a747d,Associacio Per A La Recerca Oncologica,claude-sonnet-5,sponsor-assign-v1,917726a12a14ffabda3a8fbf3c47db4076d027de7f2e113ee4b9161df49ee6c8,2,1,ent_000316,0.98,token_idf,Exact name match to APRO,2026-08-13T06:41:28Z,NA
c4a7cbad0f1adc8f3fddf20695482db504db9933bd0232443c4382552f9d7582,Association of Dutch Burn Centres,claude-sonnet-5,sponsor-assign-v1,d2b7f79caa36dca3b210e152cc6e111c9c75d30a09c193980a5293314d6876ca,10,0,NA,0.95,NA,No candidate corresponds to the Association of Dutch Burn Centres.,2026-08-13T06:35:31Z,NA
0d6e003774bc0e08f45a83627016b200274230d9c7869b392b7492fcaa8898ef,Associazione Chirurghi Ospedalieri Italiani,claude-sonnet-5,sponsor-assign-v1,0db24f08a895f177c04bb7267bcfbe01b22c657c15a05ff4814d1589ca93abca,10,0,NA,0.98,NA,No candidate matches 'Associazione Chirurghi Ospedalieri Italiani' (Italian Association of Hospital Surgeons); none of the listed organizations correspond to it.,2026-08-13T06:41:31Z,NA
5fe2a059dfabf32a675f0ec01e095fc12b9bce1f2e74703c225b632c5cae734b,Astion Pharma A/S,claude-sonnet-5,sponsor-assign-v1,385a5f2a68844f71bcf5db7ecb6ba12ee36cb6c5020958ce21b66a9c4e901c13,1,1,ent_000335,0.6,token_idf,Astion Pharma A/S and Astion Danmark appear to be the same Danish pharma company under different naming forms.,2026-08-13T06:33:09Z,NA
400b6d0ef47be4ddb4cbf1b7f90324ae7b0fabc81329906ee78632eb24b10989,Athera Biotechnologies AB,claude-sonnet-5,sponsor-assign-v1,76d68c31e3b6ce57a1d4cf82f7724258fd13ad6828be77966cf1a2b2cf3a0d22,3,0,NA,0.95,NA,Athera Biotechnologies AB is not listed among the candidates; none match.,2026-08-13T06:41:34Z,NA
dc325a2ac30b1f56bf00ec610b313dee31931934e5a96be6c9f17a4f705f4e86,Auxilium UK Limited,claude-sonnet-5,sponsor-assign-v1,f71d9fb4ec5cbec9e4d1e85c1730a085436c748ace5445a36385a39fdd5ac20e,10,0,NA,0.9,NA,Auxilium UK Limited is not represented among the candidates; it's a distinct pharmaceutical company not matching any listed organisation.,2026-08-13T06:32:27Z,NA
