cache_key,block_id,model_id,prompt_version,cluster_no,canonical,legal_entity,parent,entity_type,raw_sponsor,confidence,reason,decided_at_utc,batch_id
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,Novartis Farmacetica S.A,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,Novartis Farmaceutica S.A,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,"Novartis Farmacutica, S.A",0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,Novartis Pharmaceuticals Corporation,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,Novartis Pharmaceuticals UK Limited,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,Novartis Sverige AB,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,Novartis Vaccines and Diagnostics Srl.,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,NOVARTIS FARMA S.p.A,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,NOVARTIS FARMA S.p.A.,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,"NOVARTIS FARMACEUTICA, S.A",0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,NOVARTIS PHARMA SAS,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,Novartis  Pharma Services AG,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,Novartis Farmacetica S.A.,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
7b34204f77f4a11f804fdf5a5dabd2ab48037f638833b1e7f0ffa81f1a977a6c,blk_00001,claude-opus-5,sponsor-mint-v2,1,Novartis,NA,NA,industry,Novartis Finland Oy,0.95,All are Novartis group legal variants/subsidiaries,2026-08-12T14:59:23Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,2,Novartis Pharma Services,NA,Novartis,industry,Novartis Pharma Services AG,0.85,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,2,Novartis Pharma Services,NA,Novartis,industry,Novartis Pharma Service AG,0.85,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,2,Novartis Pharma Services,NA,Novartis,industry,Novartis Pharma Services,0.85,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,2,Novartis Pharma Services,NA,Novartis,industry,Novartis Services AG,0.85,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,2,Novartis Pharma Services,NA,Novartis,industry,Novartis Pharma services AG,0.85,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,2,Novartis Pharma Services,NA,Novartis,industry,Novartis  Pharma Services AG,0.85,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,3,Novartis Pharma GmbH,NA,Novartis,industry,Novartis Pharma GmbH,0.85,German affiliate,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,4,Novartis Vaccines and Diagnostics S.r.l.,NA,Novartis,industry,Novartis Vaccines and Diagnostics S.r.l.,0.9,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,4,Novartis Vaccines and Diagnostics S.r.l.,NA,Novartis,industry,NOVARTIS VACCINES AND DIAGNOSTICS S.R.L.,0.9,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,4,Novartis Vaccines and Diagnostics S.r.l.,NA,Novartis,industry,Novartis Vaccines and Diagnostics S.r.l,0.9,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,4,Novartis Vaccines and Diagnostics S.r.l.,NA,Novartis,industry,Novartis Vaccines and Diagnostics Srl.,0.9,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,5,Novartis Vaccines and Diagnostics GmbH,NA,Novartis,industry,Novartis Vaccines and Diagnostics GmbH  Co. KG,0.85,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,5,Novartis Vaccines and Diagnostics GmbH,NA,Novartis,industry,Novartis Vaccines and Diagnostics GmbH,0.85,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,6,Novartis Farma S.p.A.,NA,Novartis,industry,NOVARTIS FARMA,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,6,Novartis Farma S.p.A.,NA,Novartis,industry,NOVARTIS FARMA S.P.A.,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,6,Novartis Farma S.p.A.,NA,Novartis,industry,Novartis Farma S.p.A.,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,6,Novartis Farma S.p.A.,NA,Novartis,industry,NOVARTIS FARMA S.p.A,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,6,Novartis Farma S.p.A.,NA,Novartis,industry,NOVARTIS FARMA S.p.A.,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,7,Novartis Farmacéutica,NA,Novartis,industry,"Novartis Farmacutica, S.A.",0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,7,Novartis Farmacéutica,NA,Novartis,industry,Novartis Farmacutica S.A.,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,7,Novartis Farmacéutica,NA,Novartis,industry,Novartis Farmaceutica S.A.,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,7,Novartis Farmacéutica,NA,Novartis,industry,Novartis Farmacutica S.A,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,7,Novartis Farmacéutica,NA,Novartis,industry,Novartis Farmacetica S.A,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,7,Novartis Farmacéutica,NA,Novartis,industry,Novartis Farmaceutica S.A,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,7,Novartis Farmacéutica,NA,Novartis,industry,"Novartis Farmacutica, S.A",0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,7,Novartis Farmacéutica,NA,Novartis,industry,"NOVARTIS FARMACEUTICA, S.A",0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,7,Novartis Farmacéutica,NA,Novartis,industry,Novartis Farmacetica S.A.,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,8,Novartis Pharmaceuticals UK,NA,Novartis,industry,Novartis Pharmaceuticals UK Ltd,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,8,Novartis Pharmaceuticals UK,NA,Novartis,industry,Novartis Pharmaceuticals UK Limited,0.92,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,9,Novartis Pharma S.A.S.,NA,Novartis,industry,Novartis Pharma S.A.S,0.9,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,9,Novartis Pharma S.A.S.,NA,Novartis,industry,Novartis Pharma S.A.S.,0.9,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,9,Novartis Pharma S.A.S.,NA,Novartis,industry,NOVARTIS PHARMA SAS,0.9,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,10,Novartis Consumer Health,NA,Novartis,industry,Novartis Consumer Health S.A.,0.88,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,10,Novartis Consumer Health,NA,Novartis,industry,Novartis Consumer Health SA,0.88,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,10,Novartis Consumer Health,NA,Novartis,industry,Novartis Consumer Health,0.88,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,11,Novartis Pharmaceuticals Corporation,NA,Novartis,industry,Novartis Pharmaceuticals Corporation,0.9,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,12,Novartis Sverige,NA,Novartis,industry,Novartis Sverige AB,0.9,NA,2026-08-12T11:48:48Z,NA
d74f8772f5b0578f3afef448cb0394fd60a3de329757f49446394ddac33a1364,blk_00001,claude-opus-5,sponsor-mint-v1,13,Novartis Finland,NA,Novartis,industry,Novartis Finland Oy,0.9,NA,2026-08-12T11:48:48Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca AB,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,Astrazeneca AB,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,ASTRAZENECA,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,Astra Zeneca AB,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca GmbH,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,Astrazeneca Farmaceutica Spain S.A.,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,"AstraZeneca Farmacutica Spain, S.A.",0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca Oy,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca SAS,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca UK Ltd,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca A/S,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,"AstraZeneca AB Karlebyhus, Astraalln, Sdertlje SE-151 85, Sweden",0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,"AstraZeneca AB, European Regulatory Affairs",0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca RD Sdertlje,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca UK Limited,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca sterreich GmbH,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca  AB,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
c6a0e59365d04ac90f33be9ef726d39c9273341cc04fc585c5c9adc2973cffe3,blk_00002,claude-opus-5,sponsor-mint-v1,1,AstraZeneca,NA,NA,industry,AstraZeneca AB / AstraZeneca AB,0.95,AstraZeneca parent and national affiliates/sites,2026-08-12T11:49:03Z,NA
