alias_clean,substance_clean,alias_type,source,confidence_prior
pneumococcal polysaccharide serotype 4 conjugated to crm197,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 7f conjugated to crm197,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 19a conjugated to crm197,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 7f,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 9v,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 14,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 19f,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 19a,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 23f,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
jnj-64407564,talquetamab,reviewed_queue,llm_reviewed,1
bgb-11417,sonrotoclax,reviewed_queue,llm_reviewed,1
lou064,remibrutinib,reviewed_queue,llm_reviewed,1
hydroxycarbamide,hydroxyurea,reviewed_queue,llm_reviewed,1
calcium chloride dihydrate,calcium chloride,reviewed_queue,llm_reviewed,1
ribavirina,ribavirin,reviewed_queue,llm_reviewed,1
solomon islands,influenza vaccine,reviewed_queue,llm_reviewed,1
prevenar 13,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
abt-267,ombitasvir,reviewed_queue,llm_reviewed,1
ciclofosfamide,cyclophosphamide,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 6b,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 22f,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 33f,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 6b conjugated to crm197,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 9v conjugated to crm197,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 14 conjugated to crm197,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 19f conjugated to crm197,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 23f conjugated to crm197,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
abx464,obefazimod,reviewed_queue,llm_reviewed,1
sonelokimab,sonelokimab,reviewed_queue,llm_reviewed,1
jnj-56021927,apalutamide,reviewed_queue,llm_reviewed,1
argx-113,efgartigimod alfa,reviewed_queue,llm_reviewed,1
enoxaparin,enoxaparin sodium,reviewed_queue,llm_reviewed,1
glycerol,glycerin,reviewed_queue,llm_reviewed,1
ursodeoxycholic acid,ursodiol,reviewed_queue,llm_reviewed,1
sodio bicarbonato,sodium bicarbonate,reviewed_queue,llm_reviewed,1
follitropin alfa,follitropin alfa,reviewed_queue,llm_reviewed,1
uruguay,influenza vaccine,reviewed_queue,llm_reviewed,1
ain457,secukinumab,reviewed_queue,llm_reviewed,1
potassio cloruro,potassium chloride,reviewed_queue,llm_reviewed,1
norethisterone acetate,norethisterone,reviewed_queue,llm_reviewed,1
ciprofloxacin hydrochloride,ciprofloxacin,reviewed_queue,llm_reviewed,1
morphine hydrochloride,morphine,reviewed_queue,llm_reviewed,1
vilanterol trifenatate,vilanterol,reviewed_queue,llm_reviewed,1
pertussis toxoid,pertussis vaccine,reviewed_queue,llm_reviewed,1
abt-333,dasabuvir,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 8,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 10a,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 11a,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 12f,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 15b,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 18c conjugated to crm197,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 22f conjugated to crm197,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 33f conjugated to crm197,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
fluorouracile accord 50 mg,fluorouracil,reviewed_queue,llm_reviewed,1
ytb323,rapcabtagene autoleucel,reviewed_queue,llm_reviewed,1
zidovudina,zidovudine,reviewed_queue,llm_reviewed,1
5-aminolevulinic acid hydrochloride,aminolevulinic acid,reviewed_queue,llm_reviewed,1
antithymocyte immunoglobulin rabbit,antithymocyte globulin (rabbit),reviewed_queue,llm_reviewed,1
hydrocortisone sodium succinate,hydrocortisone,reviewed_queue,llm_reviewed,1
amg 386,trebananib,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 6a,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
colestyramine,cholestyramine,reviewed_queue,llm_reviewed,1
gw685698 fluticasone furoate,fluticasone furoate,reviewed_queue,llm_reviewed,1
macrogol 4000,macrogol,reviewed_queue,llm_reviewed,1
rpl554,ensifentrine,reviewed_queue,llm_reviewed,1
phenoxymethylpenicillin,penicillin v,reviewed_queue,llm_reviewed,1
metformina,metformin,reviewed_queue,llm_reviewed,1
macrogol 3350,macrogol,reviewed_queue,llm_reviewed,1
simvastatina,simvastatin,reviewed_queue,llm_reviewed,1
calcium carbonate,calcium carbonate,reviewed_queue,llm_reviewed,1
radium-223 dichloride,radium-223 dichloride,reviewed_queue,llm_reviewed,1
"influenza vaccine split virion, inactivated",influenza vaccine,reviewed_queue,llm_reviewed,1
natriumklorid b. braun 9 mg,sodium chloride,reviewed_queue,llm_reviewed,1
albumin,albumin human,reviewed_queue,llm_reviewed,1
fludeoxyglucose (18f),fludeoxyglucose (18f),reviewed_queue,llm_reviewed,1
18f-dpa-714,18f-dpa-714,reviewed_queue,llm_reviewed,1
lipitor,atorvastatin,reviewed_queue,llm_reviewed,1
magnesium chloride hexahydrate,magnesium chloride,reviewed_queue,llm_reviewed,1
atorvastatina,atorvastatin,reviewed_queue,llm_reviewed,1
gemcitabina,gemcitabine,reviewed_queue,llm_reviewed,1
microplasmin,ocriplasmin,reviewed_queue,llm_reviewed,1
fluarix,influenza vaccine,reviewed_queue,llm_reviewed,1
morphine sulphate,morphine,reviewed_queue,llm_reviewed,1
dalteparin,dalteparin sodium,reviewed_queue,llm_reviewed,1
gemcitabin,gemcitabine,reviewed_queue,llm_reviewed,1
remifentanil hydrochloride,remifentanil,reviewed_queue,llm_reviewed,1
clonidine hydrochloride,clonidine,reviewed_queue,llm_reviewed,1
albumin,albumin human,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 1,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 3,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 4,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 5,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 6b,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 7f,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 9v,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 14,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 18c,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 19a,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 19f,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 23f,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
human fibrinogen,"fibrinogen, human",reviewed_queue,llm_reviewed,1
fluorine 18f fludeoxyglucose,fludeoxyglucose (18f),reviewed_queue,llm_reviewed,1
azacitidina,azacitidine,reviewed_queue,llm_reviewed,1
sodium hydrogen carbonate,sodium bicarbonate,reviewed_queue,llm_reviewed,1
california,influenza vaccine,reviewed_queue,llm_reviewed,1
rilpivirine hydrochloride,rilpivirine,reviewed_queue,llm_reviewed,1
diclorhidrato de histamina 10 mg,histamine,reviewed_queue,llm_reviewed,1
lee011,ribociclib,reviewed_queue,llm_reviewed,1
atropine sulfate,atropine,reviewed_queue,llm_reviewed,1
doxorubicina cloridrato,doxorubicin,reviewed_queue,llm_reviewed,1
dolutegravir sodium,dolutegravir,reviewed_queue,llm_reviewed,1
bms-986165,deucravacitinib,reviewed_queue,llm_reviewed,1
argx-117,empasiprubart,reviewed_queue,llm_reviewed,1
zilovertamab vedotin,zilovertamab vedotin,reviewed_queue,llm_reviewed,1
"kardegic 75 mg, poudre pour solution buvable en sachet-dose",acetylsalicylic acid,reviewed_queue,llm_reviewed,1
jnj-63723283,cetrelimab,reviewed_queue,llm_reviewed,1
thymoglobuline 5 mg,antithymocyte globulin (rabbit),reviewed_queue,llm_reviewed,1
ritlecitinib tosilate,ritlecitinib,reviewed_queue,llm_reviewed,1
"cellulose, microcrystalline",microcrystalline cellulose,reviewed_queue,llm_reviewed,1
jnj-80202135,nipocalimab,reviewed_queue,llm_reviewed,1
carboplatine accord 10 mg,carboplatin,reviewed_queue,llm_reviewed,1
cisplatine accord 1 mg,cisplatin,reviewed_queue,llm_reviewed,1
carboplatine medac 10 mg,carboplatin,reviewed_queue,llm_reviewed,1
doxorubicine,doxorubicin,reviewed_queue,llm_reviewed,1
macrogol 3350,macrogol,reviewed_queue,llm_reviewed,1
inactivated polio virus type 1,"poliovirus vaccine, inactivated",reviewed_queue,llm_reviewed,1
inactivated polio virus type 2,"poliovirus vaccine, inactivated",reviewed_queue,llm_reviewed,1
inactivated polio virus type 3,"poliovirus vaccine, inactivated",reviewed_queue,llm_reviewed,1
follitropin beta,follitropin beta,reviewed_queue,llm_reviewed,1
botulinum toxin,botulinum toxin type a,reviewed_queue,llm_reviewed,1
morphine sulphate,morphine,reviewed_queue,llm_reviewed,1
nicotinic acid,niacin,reviewed_queue,llm_reviewed,1
nicotinic acid,niacin,reviewed_queue,llm_reviewed,1
neisseria meningitidis serogroup c polysaccharide psc conjugated to tetanus toxoid tt,meningococcal group c conjugate vaccine,reviewed_queue,llm_reviewed,1
esomeprazol,esomeprazole,reviewed_queue,llm_reviewed,1
pertussis toxoid,pertussis vaccine,reviewed_queue,llm_reviewed,1
bibf 1120,nintedanib,reviewed_queue,llm_reviewed,1
lidocane,lidocaine,reviewed_queue,llm_reviewed,1
monofer,iron isomaltoside 1000,reviewed_queue,llm_reviewed,1
human fibrinogen,"fibrinogen, human",reviewed_queue,llm_reviewed,1
calcio cloruro,calcium chloride,reviewed_queue,llm_reviewed,1
etravirina,etravirine,reviewed_queue,llm_reviewed,1
human papillomavirus type 16 l1 protein,human papillomavirus vaccine,reviewed_queue,llm_reviewed,1
dimebon dihydrochloride,latrepirdine,reviewed_queue,llm_reviewed,1
gsk573719,umeclidinium,reviewed_queue,llm_reviewed,1
ciclosporina,cyclosporine,reviewed_queue,llm_reviewed,1
estradiol valerate,estradiol valerate,reviewed_queue,llm_reviewed,1
afq056,mavoglurant,reviewed_queue,llm_reviewed,1
neostigmine metilsulfate,neostigmine,reviewed_queue,llm_reviewed,1
colchicina,colchicine,reviewed_queue,llm_reviewed,1
"influenza virus split virion, inactivated a","influenza a virus, inactivated whole virion",reviewed_queue,llm_reviewed,1
mnb rlp2086 subfamily a,meningococcal group b vaccine,reviewed_queue,llm_reviewed,1
mnb rlp2086 subfamily b,meningococcal group b vaccine,reviewed_queue,llm_reviewed,1
enoxaparina sodica,enoxaparin sodium,reviewed_queue,llm_reviewed,1
citric acid anhydrous,citric acid,reviewed_queue,llm_reviewed,1
erythromycin lactobionate,erythromycin,reviewed_queue,llm_reviewed,1
5-aminolevulinic acid,aminolevulinic acid,reviewed_queue,llm_reviewed,1
vilanterol trifenatate,vilanterol,reviewed_queue,llm_reviewed,1
neisseria meningitidis group c polysaccharide conjugated to tetanus toxoid carrier protein,meningococcal group c conjugate vaccine,reviewed_queue,llm_reviewed,1
psilocybine,psilocybin,reviewed_queue,llm_reviewed,1
vilanterol trifenatate,vilanterol,reviewed_queue,llm_reviewed,1
interleukin-2,aldesleukin,reviewed_queue,llm_reviewed,1
nicotinamide,niacinamide,reviewed_queue,llm_reviewed,1
massachusetts,influenza vaccine,reviewed_queue,llm_reviewed,1
calcio levofolinato,levoleucovorin,reviewed_queue,llm_reviewed,1
trabectedina,trabectedin,reviewed_queue,llm_reviewed,1
amifampridina,amifampridine,reviewed_queue,llm_reviewed,1
bms-986205,linrodostat,reviewed_queue,llm_reviewed,1
azd6738,ceralasertib,reviewed_queue,llm_reviewed,1
covid-19 mrna vaccine nucleoside-modified,"covid-19 mrna vaccine, nucleoside-modified",reviewed_queue,llm_reviewed,1
covid-19 vaccine chadox1-s recombinant,"covid-19 vaccine, adenoviral vector",reviewed_queue,llm_reviewed,1
"cisplatinum accord, 1 mg",cisplatin,reviewed_queue,llm_reviewed,1
"cisplatin-ebewe, 1 mg",cisplatin,reviewed_queue,llm_reviewed,1
doxorubicine accord 2 mg,doxorubicin,reviewed_queue,llm_reviewed,1
fludarabina teva 25 mg,fludarabine,reviewed_queue,llm_reviewed,1
"chlorure de sodium proamp 0,9 %, solution injectable",sodium chloride,reviewed_queue,llm_reviewed,1
"immunoglobulins, normal human, for intravascular adm.","immunoglobulin, normal human",reviewed_queue,llm_reviewed,1
grafalon 20 mg,antithymocyte globulin (rabbit),reviewed_queue,llm_reviewed,1
sel120 monohydrochloride,sel-120,reviewed_queue,llm_reviewed,1
novartis meningococcal acwy conjugate vaccine,meningococcal group acwy vaccine,reviewed_queue,llm_reviewed,1
dexametasona,dexamethasone,reviewed_queue,llm_reviewed,1
exemestan,exemestane,reviewed_queue,llm_reviewed,1
sodium valproate,valproate sodium,reviewed_queue,llm_reviewed,1
tmc125,etravirine,reviewed_queue,llm_reviewed,1
japanese encephalitis purified inactivated vaccine,"japanese encephalitis virus, inactivated",reviewed_queue,llm_reviewed,1
hydrochlorothiazid,hydrochlorothiazide,reviewed_queue,llm_reviewed,1
"live attenuated rubella vaccine, ra 27","rubella virus vaccine, live",reviewed_queue,llm_reviewed,1
calcium chloride,calcium chloride,reviewed_queue,llm_reviewed,1
methotrexat,methotrexate,reviewed_queue,llm_reviewed,1
nicotinamide,niacinamide,reviewed_queue,llm_reviewed,1
bupivacain,bupivacaine,reviewed_queue,llm_reviewed,1
"immunoglobulins, normal human, for intravascular adm.","immunoglobulin, normal human",reviewed_queue,llm_reviewed,1
carboplatino,carboplatin,reviewed_queue,llm_reviewed,1
intradermal influenza vaccine,influenza vaccine,reviewed_queue,llm_reviewed,1
ribavirina,ribavirin,reviewed_queue,llm_reviewed,1
morphine sulphate,morphine,reviewed_queue,llm_reviewed,1
omega-3-triglycerides,omega-3 fatty acids,reviewed_queue,llm_reviewed,1
nicotinic acid,niacin,reviewed_queue,llm_reviewed,1
timolol maleate,timolol,reviewed_queue,llm_reviewed,1
5-aminolevulinic acid hydrochloride,aminolevulinic acid hydrochloride,reviewed_queue,llm_reviewed,1
ursodeoxycholic acid,ursodiol,reviewed_queue,llm_reviewed,1
alendronate,alendronic acid,reviewed_queue,llm_reviewed,1
ferinject,ferric carboxymaltose,reviewed_queue,llm_reviewed,1
fluorouracile,fluorouracil,reviewed_queue,llm_reviewed,1
ciclofosfamida,cyclophosphamide,reviewed_queue,llm_reviewed,1
nicotinic acid,niacin,reviewed_queue,llm_reviewed,1
nonavalent hpv vlp vaccine,"human papillomavirus 9-valent vaccine, recombinant",reviewed_queue,llm_reviewed,1
tetracosactide,cosyntropin,reviewed_queue,llm_reviewed,1
human papillomavirus type 18 l1 protein,human papillomavirus vaccine,reviewed_queue,llm_reviewed,1
fluorouracilo,fluorouracil,reviewed_queue,llm_reviewed,1
purified diphtheria toxoid d,diphtheria toxoid,reviewed_queue,llm_reviewed,1
purified tetanus toxoid t,tetanus toxoid,reviewed_queue,llm_reviewed,1
haemophilus influenzae type b polysaccharide prp conjugated to tetanus toxoid tt,haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,reviewed_queue,llm_reviewed,1
metilprednisolone,methylprednisolone,reviewed_queue,llm_reviewed,1
lenalidomida,lenalidomide,reviewed_queue,llm_reviewed,1
acido zoledronico,zoledronic acid,reviewed_queue,llm_reviewed,1
human papillomavirus type 6 l1 protein,human papillomavirus vaccine,reviewed_queue,llm_reviewed,1
human papillomavirus type 11 l1 protein,human papillomavirus vaccine,reviewed_queue,llm_reviewed,1
human papillomavirus type 16 l1 protein,human papillomavirus vaccine,reviewed_queue,llm_reviewed,1
human papillomavirus type 18 l1 protein,human papillomavirus vaccine,reviewed_queue,llm_reviewed,1
calcium chloride dihydrate,calcium chloride,reviewed_queue,llm_reviewed,1
mitomicina,mitomycin,reviewed_queue,llm_reviewed,1
amg 827,brodalumab,reviewed_queue,llm_reviewed,1
pneumovax,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
"split virion, inactivated a",influenza vaccine,reviewed_queue,llm_reviewed,1
ganciclovir sodium,ganciclovir,reviewed_queue,llm_reviewed,1
retigabine,ezogabine,reviewed_queue,llm_reviewed,1
azd4547,fexagratinib,reviewed_queue,llm_reviewed,1
prevenar13,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
bez235,dactolisib,reviewed_queue,llm_reviewed,1
lanreotide acetate,lanreotide,reviewed_queue,llm_reviewed,1
amg 145,evolocumab,reviewed_queue,llm_reviewed,1
sulphur hexafluoride,sulphur hexafluoride,reviewed_queue,llm_reviewed,1
enoxaparin,enoxaparin sodium,reviewed_queue,llm_reviewed,1
ulipristal acetate,ulipristal acetate,reviewed_queue,llm_reviewed,1
neisseria meningitidis group a polysaccharide conjugated to tetanus toxoid carrier protein,meningococcal group a conjugate vaccine,reviewed_queue,llm_reviewed,1
neisseria meningitidis group w-135 polysaccharide conjugated to tetanus toxoid carrier protein,meningococcal group w135 conjugate vaccine,reviewed_queue,llm_reviewed,1
neisseria meningitidis group y polysaccharide conjugated to tetanus toxoid carrier protein,meningococcal group y conjugate vaccine,reviewed_queue,llm_reviewed,1
pivmecillinam,amdinocillin pivoxil,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 2,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 9n,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 20,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 17f,pneumococcal polysaccharide vaccine,reviewed_queue,llm_reviewed,1
cefalexin,cefalexin,reviewed_queue,llm_reviewed,1
pdr001,spartalizumab,reviewed_queue,llm_reviewed,1
neisseria meningitidis group a polysaccharide conjugated to tetanus toxoid carrier protein,meningococcal group a conjugate vaccine,reviewed_queue,llm_reviewed,1
neisseria meningitidis group y polysaccharide conjugated to tetanus toxoid carrier protein,meningococcal group y conjugate vaccine,reviewed_queue,llm_reviewed,1
neisseria meningitidis group w-135 polysaccharide conjugated to tetanus toxoid carrier protein,meningococcal group w135 conjugate vaccine,reviewed_queue,llm_reviewed,1
pneumococcal polysaccharide serotype 6a,pneumococcal polysaccharide conjugate vaccine (adsorbed),reviewed_queue,llm_reviewed,1
177lu-edotreotide,edotreotide,reviewed_queue,llm_reviewed,1
itacitinib adipate,itacitinib,reviewed_queue,llm_reviewed,1
efgartigimod,efgartigimod alfa,reviewed_queue,llm_reviewed,1
patritumab deruxtecan,patritumab deruxtecan,reviewed_queue,llm_reviewed,1
camostat mesilate,camostat,reviewed_queue,llm_reviewed,1
isis 678354,olezarsen,reviewed_queue,llm_reviewed,1
covid-19 mrna vaccine nucleoside modified,"covid-19 mrna vaccine, nucleoside-modified",reviewed_queue,llm_reviewed,1
18f-psma-1007,18f-psma-1007,reviewed_queue,llm_reviewed,1
"nacl 0,9 % b. braun, solution pour perfusion",sodium chloride,reviewed_queue,llm_reviewed,1
"endoxan 1000 mg, poudre pour solution injectable",cyclophosphamide,reviewed_queue,llm_reviewed,1
ritlecitinib tosilate,ritlecitinib,reviewed_queue,llm_reviewed,1
"chlorure de sodium 0,9 % aguettant, solution pour perfusion",sodium chloride,reviewed_queue,llm_reviewed,1
armisarte 25 mg,pemetrexed,reviewed_queue,llm_reviewed,1
carboplatino teva 10 mg,carboplatin,reviewed_queue,llm_reviewed,1
"fluor-18-fdg, 400 mbq-210 gbq, injektionsvreske
fludeoxyglucose (18f)",fludeoxyglucose (18f),reviewed_queue,llm_reviewed,1
raludotatug deruxtecan,raludotatug deruxtecan,reviewed_queue,llm_reviewed,1
elvorine 100 mg,levoleucovorin,reviewed_queue,llm_reviewed,1
eloxatine 5 mg,oxaliplatin,reviewed_queue,llm_reviewed,1
menjugate,meningococcal group c conjugate vaccine,reviewed_queue,llm_reviewed,1
hepatitis b virus surface antigen recombinant s protein,hepatitis b vaccine (recombinant),reviewed_queue,llm_reviewed,1
human insulin,insulin human,reviewed_queue,llm_reviewed,1
