cache_key,raw_sponsor,model_id,prompt_version,candidates_sha256,chosen,confidence,reason,abstained,decided_at_utc,batch_id
10d0e6c3a4771f0db7f5e21b190be3159ca7916fadd8936cd5a741bfc6014092,Abteilung fr Herz-Thorax-Gef Ansthesie  Intensivmedizin HTG,claude-opus-5,sponsor-resolve-v1,469d01193a679bd025b293460688f135d390a203cfe397455f553c979e3b69d9,"Herz-, Thorax- und Gefchirurgische Ansthesie und Intensivmedizin",high,"Same department name: cardiothoracic-vascular anesthesia and intensive care (HTG), matching candidate's garbled equivalent.",FALSE,2026-08-11T12:34:11Z,NA
ec2c2942272f91eda36eaafe8bcccd1e76a82277ebb06f69e07ad229209704c0,"Afdeling Urologie, Isala Klinieken",claude-opus-5,sponsor-resolve-v1,6a0459832bc206d51bcbf639a8d85e3d58576764fce72d8d7e3116e804ec6447,Isala,high,Urology department of Isala Klinieken resolves to parent Isala Klinieken.<RewrTeh]E:,FALSE,2026-08-11T12:34:19Z,NA
252de116025bcc39b4a75fda37091bed9b7b9d0d093f7b5d6bdf5f683c8ee536,"Afdeling for Rygkirurgi, Led- og Bindevvssygdomme  Rigshospitalet - Glostrup",claude-opus-5,sponsor-resolve-v1,2bc43726e309324b6ac2f8ca68511a345a1b4e6949ccdaf86ea37d89ff374ecf,Rigshospitalet,high,"Department of spine surgery at Rigshospitalet-Glostrup; Glostrup Hospital merged into Rigshospitalet, so parent is Rigshospitalet.",FALSE,2026-08-11T12:34:26Z,NA
7a6cb6f3bc67ee67ce82dda5c801614830ce354461bd8a7e37c97b91a3c01437,Allergiklinikken,claude-opus-5,sponsor-resolve-v1,b3e5f3d5ecf1a5150bdf38166fe4f40bad23ba5cb0a0f50cc02c8358b1fce550,NA,high,"""Allergiklinikken"" is a Scandinavian allergy clinic, unrelated to Allergan or other listed entities.",TRUE,2026-08-11T12:34:33Z,NA
0a17490014a9f9ad6e6946a491063185f8fc5c73391150eef37b0999cf8a3bea,Ambria Dermatology,claude-opus-5,sponsor-resolve-v1,483fabad62a9fd299eec9770cf0b0ec86a8bcd2a53190ee2aa9e92bf13494d2f,Ambria Dermatology,high,Exact string match with candidate.,FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
897d3905bc7aee1815b2c3a0b89d5e780bc180368955bbc57317632579ad3e38,Ammerland-Klinik Westerstede,claude-opus-5,sponsor-resolve-v1,6e37f93ef298e85b4d0aa7ae1a1145eeddaee34905fae15395c837db9aa8f8ee,Ammerland-Klinik Westerstede,high,placeholder,FALSE,2026-08-11T12:34:39Z,NA
75ea39991b0a8398e7470c7d394acbd21475ebdfe9d99152d2fc19680e25e263,Antonio Cubillo Gracin Servicio de Oncologa Mdica - Hospital MD Anderson,claude-opus-5,sponsor-resolve-v1,44cfe17ee79c4231093c27ee1475772d641093f6805da58d58bd12fe680db2bf,NA,high,Investigator at MD Anderson Madrid; no candidate matches that institution or person.,TRUE,2026-08-11T12:34:46Z,NA
bfd6483ffbc8225b2b213e8612879727ef5f639bd69bc20acc93dd1c6da789d5,Aptevo Europe Limited,claude-opus-5,sponsor-resolve-v1,8cd5fe3e108ec446d1fb8667828c1e79100e7a30cc00d922c883301a129a34b0,NA,high,Aptevo Therapeutics' European subsidiary; no candidate corresponds to Aptevo.,TRUE,2026-08-11T12:34:51Z,NA
c596be8568288a7d86f321674d837969bb4c897d4db6c7f6f43b4f81640e2d5a,Ascendis Pharma Endocrinology Division A/S,claude-opus-5,sponsor-resolve-v1,2eee1f690299071abf231271b5e776c213a3fbf3871728f5e25be2f32bab1ac1,Ascendis Pharma,low,x,FALSE,2026-08-11T12:34:59Z,NA
9b1757ce4db7429cf1fbf3b7ccf526e50501e963edb60a0cd3bf474c845cbc7c,Asklepios Klinik Sankt Augustin,claude-opus-5,sponsor-resolve-v1,5a81ccbd458fa4e4c4550db89ae26db4ed521c91bc998d912f03376f2e094e8d,Asklepios Klinik Sankt Augustin,high,Exact string match with candidate.,FALSE,2026-08-11T12:35:24Z,NA
2e2fb1c6ad461f23a67fa3f59131e12b0554b6c0dc3b38a64ef3666ebd873e32,Asklepios-Klinik Sankt Augustin,claude-opus-5,sponsor-resolve-v1,0685ec47b6156b5dfdc25a13b8ce8f49e819120ca536d64934f475827b46a702,Asklepios Klinik Sankt Augustin,high,Exact name match apart from hyphenation.,FALSE,2026-08-11T12:35:53Z,NA
23aababfd6f9652b421c11453644ed868be1dbb72cf91982c11721978c45185e,Atrium Medical Corporation,claude-opus-5,sponsor-resolve-v1,5b7240361384063e4295b93d7208cc2f817ba7dbfddf22bc49a60837f2430709,Atrium Medical Centre,low,placeholder,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
5c7ca9d4bec4fcc80422059afc2235ccf0463083160299a398f4df0377cbd955,Azienda Unit Sanitaria Locale - IRCCS di Reggio Emilia,claude-opus-5,sponsor-resolve-v1,8c5ae86824bfb5845f705ea405d0112ac9df31be40a4e5d82483b7c47cfef164,Azienda Sanitaria Locale della Provincia di Biella,high,placeholder,FALSE,2026-08-11T12:36:02Z,NA
231e9a22dd3faf8739a93fccc85369509261d9a997cd86f06dd0056b18b9787d,Azienda Unit Sanitaria Locale-IRCCS di Reggio Emilia,claude-opus-5,sponsor-resolve-v1,8c5ae86824bfb5845f705ea405d0112ac9df31be40a4e5d82483b7c47cfef164,Azienda Sanitaria Locale BI di Biella,low,placeholder,FALSE,2026-08-11T12:36:10Z,NA
e41facd62307901c98af5a471652386b09c6202af6913a3cff91185afdd0f5c8,Beaufour Ipsen Pharma-Ipsen Biotech Department,claude-opus-5,sponsor-resolve-v1,142a0a2aaa77a194559e57c30e9140c62b38e6c9a26bc61e193419e990ae2804,Ipsen,high,Beaufour Ipsen Pharma is the former name of Ipsen; Biotech Department is an internal unit.,FALSE,2026-08-11T12:36:16Z,NA
0d48d237c7ac86944dbf69c9db0a347059a4b787e6848127bc4f5669fd7a1fee,BenevolentAI Cambridge Ltd.,claude-opus-5,sponsor-resolve-v1,596c7eff8a422db8a795d56a3cf4ac98072f1a4c9ec4fd862520ba792ed199fe,BenevolentAI Bio,medium,BenevolentAI Cambridge Ltd is a BenevolentAI group entity; BenevolentAI Bio is the same parent organisation in the list.,FALSE,2026-08-11T12:36:21Z,NA
e95d203664ffeabfa65a4b435b4e9fe3c14dc6ea930a92285766d207e363967a,Biocompatibles UK Limited,claude-opus-5,sponsor-resolve-v1,176b989a0b34fd1ff0b6913e81628216d519f1d71a107d26bda511deff51c177,Biocompatibles UK,high,Exact name match minus legal suffix 'Limited'.,FALSE,2026-08-11T12:36:26Z,NA
48d7697746e3490982c3a028b55e0938ffc3adcba0ed18fb3301b76d660e8eaa,Bioline Rx Ltd.,claude-opus-5,sponsor-resolve-v1,798064835c5d198c1528c101dec0cdcf6f7a974bca89a663ee8f3d215a710081,BioLineRx,high,"""Bioline Rx Ltd."" is spacing variant of BioLineRx Ltd., Israeli company.",FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
97db5ef80e7c81a0b1a90cdf047fb09fc2bc47bf4ebbab2ede95f745c355b4d1,Centre Hospitalier Universite De Laval,claude-opus-5,sponsor-resolve-v1,6aa6db6e139dc37cdff4b16c9345a728f39c4798f95f4ca2e44f09064b9a13cb,NA,high,"CHU de l'Université Laval is in Quebec, Canada; no candidate matches.",TRUE,2026-08-11T12:36:32Z,NA
410aaa9b2fb0a485a3a423038ab8cec818bf2b122594afc7bd753c1a78cb368f,Charit - Universittsmedizin Berlin Dpt. of Dermatology and Allergy,claude-opus-5,sponsor-resolve-v1,56f7914108e98c649c70f2515c59450cd0b48e8ad5a30fe4af810a2aa3ab2854,Charité Universitätsmedizin Berlin,medium,placeholder,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
5e26a183ad2e2d3608fe2d19a81ebece5587c388bbae85f3fddece7bedcfdaa7,Charit - Universittsmedizin Berlin Klinik fr Dermatologie und Allergologie,claude-opus-5,sponsor-resolve-v1,977a9db521905a8b12f133e93acea0919ba85eac4f6f77aa6bdfba2deb8e81e3,Charité Universitätsmedizin Berlin,high,Dermatology clinic is a department of Charité Universitätsmedizin Berlin.,FALSE,2026-08-11T12:36:38Z,NA
5369c27a195c61efbd1030ff4999eadf15e8315397fee51e4c02bb53c05767c4,"Charit Berlin, Department of rheumatology / Charit Berlin, department of rheumatology / Charit Berlin, department of rheumatology",claude-opus-5,sponsor-resolve-v1,a74cb8d0399c26c499fca967c6c7e7c8b670ea529987ea0018bf5a6b7472a50d,Charité Universitätsmedizin Berlin,high,placeholder,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
53e7e567fef931372a1313fc46098b2a399f31588a3b2b4d476b502e4ad07a49,"Charit Campus Mitte, Klinik fr Psychiatrie und Psychotherapie",claude-opus-5,sponsor-resolve-v1,0df9b00f0878d6f3509daa04b6abb42d0f0919b725cddafc15039e9905d8299a,"Charité Campus Mitte, Klinik für Psychiatrie und Psychotherapie",high,placeholder,FALSE,2026-08-11T12:36:46Z,NA
82421d4ca32673176f874394781e5f6e0096e8154736b67d1b713b28efecc083,"Charit Universittsmedizin Berlin, Department of Dermatology and Allergy",claude-opus-5,sponsor-resolve-v1,56f7914108e98c649c70f2515c59450cd0b48e8ad5a30fe4af810a2aa3ab2854,Charité Universitätsmedizin Berlin,high,placeholder,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
bd2f8ddb7084b30b82d8a7519d08a8a4a6665878a50fc6b312cf0fddc161a36e,"Charit Universittsmedizin Berlin, Medizinische Klinik m.S. Nephrologie",claude-opus-5,sponsor-resolve-v1,7e55e9dd44a918d469aae8e7e7cc6ab4faae467d6453d7acfe9a876c44f1e993,Charité Universitätsmedizin Berlin,high,Nephrology department of Charité resolves to parent institution.,FALSE,2026-08-11T12:36:53Z,NA
50d45d1a8b46357ed4a9adeef85d1f4ce37a737763bf88caacf89c47dba9b13f,Charit-Universittsmedizin Berlin Department of Rheumatology and Clinical Immunology,claude-opus-5,sponsor-resolve-v1,b8e4b18e3ab41de15ff1857537ad1e7984f384b7f102ce6ea5448002fe6097c6,Charité Universitätsmedizin Berlin,high,placeholder,FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
95e8d2179c059f48ff61be4e2ec3bd83c7b655bcfa5430608cca91014bea7528,"Charit-Universittsmedizin Berlin, Klinik fr Dermatologie, Venerologie und Allergologie, CRC",claude-opus-5,sponsor-resolve-v1,b04f49a1e370ad57ae3dc82909156abbee986b85e967d93d00133d834cc168d0,Charité Universitätsmedizin Berlin,high,placeholder,FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
9fa2ad0467b3350f39b4f18819404beb2cf675b2163071589802eac2454a5672,"Clinic for General Anesthesiology, Intensive Care and Pain Management",claude-opus-5,sponsor-resolve-v1,0ff4a1ad6cc4ee7397f2399c85b30563e77913f019ff7ce142f8a59613cd088b,NA,low,Generic department name with no institution specified; cannot confidently assign to any listed parent institution.,TRUE,2026-08-11T12:36:58Z,NA
892399455abf54c4d8de903607baa64510b129f94e9ba720f29fda58f7b60de8,Clinical Evaluation Research Unit CERU,claude-opus-5,sponsor-resolve-v1,aa014b0a1ffcbd2f722991da48d8f6d9dbaef54c69930a7036269652ff062d20,NA,high,"CERU (Clinical Evaluation Research Unit, Kingston) matches none of the listed candidates; names only superficially similar.",TRUE,2026-08-11T12:37:03Z,NA
4ae77bd6041b08d2bb86021282b11a1fb1eb757794dd0f2f9a96bd0c48aafa29,"Clinical Trials Unit, Rigshospitalet",claude-opus-5,sponsor-resolve-v1,7d3cc9599f4d36fba94580ebd9e0c8e83ec76e485bc3094b53288b8cb4bab932,Rigshospitalet,high,"Unit within Rigshospitalet resolves to parent hospital, which is a candidate.",FALSE,2026-08-11T12:37:08Z,NA
932875180f0c21239683ddce7a1e437396f07d6ccde9d9f332cc5f02802d0e08,Croatian Cooperative Group For Clinical Trial Research In Oncology,claude-opus-5,sponsor-resolve-v1,b5d451acdc5649d349965c91dfc83df51acd83c08c7b7f234f0256113ab7b35e,NA,high,Croatian oncology cooperative group is a distinct national group; no candidate matches.,TRUE,2026-08-11T12:37:14Z,NA
06d84963576d80e5a97aca23f2f105a78a8250fe5e02e50837969f527d77ba1f,Cullinan Pearl Corp.,claude-opus-5,sponsor-resolve-v1,6eb322b6353d1b1d8d345eb51f086e238bc19fd77ddce6e03c02faca21f158b6,Cullinan Therapeutics,low,placeholder,FALSE,2026-08-11T12:37:21Z,NA
33e953f9ac889f2821536428057b5e517d5c07564d264e7c1b3a4a739e1a384e,Department Of Biomedical Metabolic And Neural Sciences,claude-opus-5,sponsor-resolve-v1,c79f4751970436a7ead235b55dfcdd481176e534b0980dfce7304f0c9fc19df9,NA,high,This is a University of Modena department; no candidate matches its parent institution.,TRUE,2026-08-11T12:37:27Z,NA
1e68479f7e7aa27c4548375e49512bb12621b51872c66424477cb41a78a38330,"Department fr Kinder- und Jugendheilkunde, Pdiatrie I",claude-opus-5,sponsor-resolve-v1,2d3c226248a7cbcb584076a97204cad130dfc611be6843e7f7c6b742f439f74e,Medical University Of Vienna,low,placeholder,FALSE,2026-08-11T12:37:36Z,NA
86edb8d87c137bdca9a6c6c6bf2029ed75fee3370890352d097fcddcedb1dfee,"Department of  Gynaecology, Helse Finnmark, Klinikk  Hammerfest",claude-opus-5,sponsor-resolve-v1,17fdf856707249a66129f17a89438b82d99ce7a66d960bbf58efc31f695f8a97,Klinikk Hammerfest,high,Raw string explicitly names Klinikk Hammerfest (Helse Finnmark); gynaecology department resolves to it.,FALSE,2026-08-11T12:37:42Z,NA
156c6190aa7431c5691c568916e0c4b9a862f986dd10d3c164a1ae5f3dfc663a,"Department of Anaesthesie, General Intensive Care and Pain Therapy",claude-opus-5,sponsor-resolve-v1,fc41b57c6aaabe8edf08cd66f512314127fae251608072e98e09d29ddc7ea299,Medical University Of Vienna,medium,placeholder,FALSE,2026-08-11T12:37:50Z,NA
ba8101101c042f7a49ddfa24489e4b0e6a0d1ae6f71e66def7f38f3b7a525ab1,Department of Clinical Pharmacology Q,claude-opus-5,sponsor-resolve-v1,b7268d49b53003199bbcacf25ab39a3715182364a634b752cb1b8718f258137a,NA,low,"Raw string is a generic department name with unclear 'Q' suffix; no institution identified, so no candidate can be confidently matched.",TRUE,2026-08-11T12:37:56Z,NA
b22a3af5899cd65c0270570a7773410145dda9c43d8ff019ef9ad23823b67371,"Department of Clinical Physiology, Nuclear Medicin and PET",claude-opus-5,sponsor-resolve-v1,91a02d7c9b762aaf4c1c14e23fca249491b08708835332ba892ad0a5588d34d0,NA,medium,"Generic Danish department name without institution; could be Rigshospitalet, Odense, Herlev, or Aalborg — insufficient evidence to assign.",TRUE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
3266cb110a1f4fc58e535cc9b6556fd142b859883ff86ff9fb1ff1941ed6d83c,Department of Endocrine Oncology,claude-opus-5,sponsor-resolve-v1,82cf95984ab0d4cd7ce00dcf3acdc7648f96a152e52633ecfd881415652bc134,NA,medium,Generic department name with no institution specified; cannot confidently attribute to any listed parent organisation.,TRUE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
a81813ea3f234f826c82524efe947da650877dda647cbb5b37eab0e71d504ac5,"Department of Gastroenterology and Hepatology, Erasmus MC, Rotterdam",claude-opus-5,sponsor-resolve-v1,9b20e33154ab05e3fd74c29e391cb3afcb3d90e9acff6240467ac11c1e51a6db,Erasmus MC,high,"Department explicitly within Erasmus MC, Rotterdam; parent institution is in candidate list.",FALSE,2026-08-11T12:38:01Z,NA
cd0b743ba3df1bfbf4c3f2958197cfc0865a8b377a70a451f246bc92f48fd863,Department of Genito-Urinary Medicine and Infectious Diseases,claude-opus-5,sponsor-resolve-v1,562454b7536df37262a4b950764ec753b2d1a2ecc70b083fb6dbdffd35825524,NA,low,Generic department name with no institution specified; cannot confidently match any candidate parent institution.,TRUE,2026-08-11T12:38:07Z,NA
194377289ac7c61066e125071d8803da43716c80014c1584d031681ff89d118a,"Department of Intensive Care, Rigshospitalet",claude-opus-5,sponsor-resolve-v1,b761884fb0105beaaf0fed749727038f5cc7246d1980e5716f328982f4bf146b,Rigshospitalet,high,Department within Rigshospitalet resolves to parent hospital listed.,FALSE,2026-08-11T12:38:14Z,NA
ca76846f8a1294499449ae24aa50782b863b6564917418dbbd93e5cd2cad61c9,Department of Medical Gastroenterology,claude-opus-5,sponsor-resolve-v1,96e74253b8a3f53135141febc5d35b3049412b4b348c0fdd1a9a294347970e59,NA,medium,Generic department name with no institution specified; cannot determine which hospital it belongs to.,TRUE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
f02cb3d5b12d766788cdbd05b0045ed30a5ad1083b8ebeb70224b7c17ca35499,Department of Medicine and Endocrinology,claude-opus-5,sponsor-resolve-v1,2aee8f479e3993586e4fc37ecf2c51bc83436a45858bd30f4a46535ba38ca80a,NA,medium,Generic department name with no institution specified; cannot confidently assign to any listed parent organisation.,TRUE,2026-08-11T12:38:18Z,NA
2bdce0f1e59086526aa80570db5b77136a600bfa5df765888b28533f0d0e1fd1,"Department of Neuroscience, NTNU",claude-opus-5,sponsor-resolve-v1,d42a214e33f7b7b79eedf832106699d74ecfaace7b067b721996104271806ee2,Norwegian University of Science and Technology,high,placeholder,FALSE,2026-08-11T12:38:25Z,NA
4808cfa1c19d52046fc8411772b966d93c6c31e5ed19c413206013bfc53aa15a,"Department of Neuroscience, neurology",claude-opus-5,sponsor-resolve-v1,00783cd8d5708e86068e1e3f36366fede02a360afc3e411635ec34afa8883337,NA,medium,Generic department name with no institution given; cannot attribute to any specific candidate parent organisation.,TRUE,2026-08-11T12:38:31Z,NA
3b703fdebb70927030ae1294610270e7841e80b0dc6024574cc60391bdb8ed25,"Department of Neurosurgery, PMU",claude-opus-5,sponsor-resolve-v1,9814717cde5881a9b4836cfd8b6f4d14f39c4bb662245b7db2f1fc04c5f5a14f,Paracelsus Medical University,high,PMU abbreviates Paracelsus Medical University; department resolves to parent institution.,FALSE,2026-08-11T12:38:40Z,NA
720864b0ff28137c14a879233e86703f084218070125c1f1b768ac532a096f2c,Department of Nuclear Medicine,claude-opus-5,sponsor-resolve-v1,3e1be665f4bbd7e08da8d5a4600abc78622fdccb419e3f1e06eb19813b0cc8e2,NA,high,Generic department name with no institution specified; cannot determine which parent hospital it belongs to.,TRUE,2026-08-11T12:38:46Z,NA
87a61b0db23119326fd1aca9c16b004725837fa0406de8782e2bdf9fee44e621,"Department of Obstetrics and Gynecolog, Randers Centralsygehusy",claude-opus-5,sponsor-resolve-v1,fa8d9ab4982c32d1d8b8a946275459420c61460552037ceb735615e9d6ec25fa,Randers Regional Hospital,high,placeholder,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
f4edcac2c97bc73c95eec7452c9ea5056cddc9deeaa6f0621472048cb7dda440,Department of Orthopaedics IKE / Department of Orthopaedics IKE,claude-opus-5,sponsor-resolve-v1,6e05bda4b1a93bb85a997555f98deae43d0dea9f7ee1be5741c612e6e6dd0e89,University Hospital of Linköping,low,IKE is Linköping University's Dept of Clinical and Experimental Medicine; orthopaedics clinical trials tied to Linköping University Hospital.,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
c04400e0dd78c25a01a257f7e3f2f0f8e65031ca8d07d8ab1083fff788ff3896,Department of Pharmacology-Toxicology,claude-opus-5,sponsor-resolve-v1,b51a77505ee9fe0f41c96f628cf107f9909cda9e09a11b371fd906f86e4539fb,NA,medium,"Generic department name with no institution; 'Institute for Pharmacology and Toxicology' is a distinct named entity, not clearly the same.",TRUE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
c5f0128a05be0f4a733a8a8d7eeb66eea864455aff427a52e7d7ed680b265303,"Department of Radiology, Rigshospitalet, Denmark",claude-opus-5,sponsor-resolve-v1,0ac9290745e8ca5b7dd3c498c33460dc7591002500fe0eb83213ad4cf1d561b5,Rigshospitalet,high,"Department of Radiology resolves to parent institution Rigshospitalet, explicitly named.",FALSE,2026-08-11T12:38:52Z,NA
c88e92133941f7d0d2f3acdbd95d74534454d8a3dc40f03596ec394ea0542e6b,Department of experimental and clincial medicine F. Magrassi,claude-opus-5,sponsor-resolve-v1,288543483c09cb446371f995c4954d8f7ea929f7009a28d4089cd54ca173cb4a,NA,high,"'F. Magrassi' department belongs to University of Campania Luigi Vanvitelli, Naples, Italy; no candidate matches that institution.",TRUE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
cd7069bb832769c294ad52f62f3336098e5c2c91bda52bacfcb4a898f370f69c,Departments of Medical Research and Medicine,claude-opus-5,sponsor-resolve-v1,db063c6402a40b78f1d7e741497483603106636fc2221afb6a94d8aaa3d3c795,Department of Medical Research,low,placeholder,FALSE,2026-08-11T12:38:58Z,NA
1de62cc9219b7f88352071c30f17c8123234a7e0bef0631304ec10657bb54a61,Dept Hematology SLB Vejle / Dept Hematology SLB Vejle,claude-opus-5,sponsor-resolve-v1,5523e336bf3155322dddadc647069ceb6d5277ab495ccbde1552a5bc8e5f9a07,Vejle Sygehus,medium,placeholder,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
6be7db0f3cf0f8b707b7b12c795cabb882026a86f8d4a82cb920866a2adfaa79,Dept of Medicine,claude-opus-5,sponsor-resolve-v1,f97e3efca63e25cdce717415c6a44f9d7c2217e7a5ccfcf50150d1912074c7a6,NA,high,Generic 'Dept of Medicine' with no institution; distinct from listed departments of neurology/pharmacology and other candidates.,TRUE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
3960df32d3e332ffa54e840939ba72eab290cb3fcb8e3e0c8f9d038c7ccd563c,Dept of Neurology,claude-opus-5,sponsor-resolve-v1,cf4323a2f56d738d362346e5f75142afde0234c52bbb7d0c698d8314df975662,Dept of Neurology,low,placeholder,FALSE,2026-08-11T12:39:06Z,NA
9f376deb586eae04ca7dc42d9307679f8b6ea6630b8a4693ea1ee6bfc7172e8c,Dept of Oncology,claude-opus-5,sponsor-resolve-v1,86fb00881749b0de8db33fbb48706cd36aedc3515f7a415aae5d46d16df160a6,Oncology Department,low,placeholder,FALSE,2026-08-11T12:39:13Z,NA
d16e27132e4257fc41baf93fac65d33401dede3953e460b505b849b75df55cf9,"Dept of Plastic Surgery, Breast Surgery  Burns",claude-opus-5,sponsor-resolve-v1,173335f633bc4e2ccf97ff8a13d063cd5ccc23bb17ec57d42aeae966d882c942,"Dept of Plastic Surgery, Breast Surgery Burns",high,placeholder,FALSE,2026-08-11T12:39:21Z,NA
17cdb8c4f97a923210fd8c392d5a7e8349ae09695abb641b222a8519919d1a52,Dept of Renal medicine,claude-opus-5,sponsor-resolve-v1,583980de9546d34dd6b737e0f453293722a7e3a7362457fd8121b0150c47be56,NA,medium,Generic department name with no institution specified; cannot attribute to any listed parent organisation.,TRUE,2026-08-11T12:39:27Z,NA
fce4c65017881b754241b6dc6be203186a9b7e3a66502f40ce8b2a75b92b346d,Dept of Surgery / Landstinget i Uppsala,claude-opus-5,sponsor-resolve-v1,659f2d627fe7bd20bfb4125d4d5e43eb9bd849000f95b60e5dacc242faff3813,Uppsala University,low,placeholder,FALSE,2026-08-11T12:39:36Z,NA
