cache_key,block_id,model_id,prompt_version,cluster_no,canonical,salt_form,brand,substance_type,raw_substance,confidence,reason,decided_at_utc,batch_id
77fae8152990e7f56dc7a24b2155cd5957307c9c81b9da82fe46361877103c05,sblk_00002,claude-opus-5,substance-mint-v2,3,Botulinum toxin type A-haemagglutinin complex,NA,NA,biologic,CLOSTRIDIUM BOTULINUM TYPE A TOXIN-HAEMAGGLUTININ COMPLEX,0.93,NA,2026-08-19T06:52:41Z,NA
77fae8152990e7f56dc7a24b2155cd5957307c9c81b9da82fe46361877103c05,sblk_00002,claude-opus-5,substance-mint-v2,3,Botulinum toxin type A-haemagglutinin complex,NA,NA,biologic,Clostridium  botulinum type A toxin - haemagglutinin complex,0.93,NA,2026-08-19T06:52:41Z,NA
04848eb21daa604d0e4a14a2bd6274eb12ed40786be976645ab72114f075224a,sblk_00002,claude-opus-5,substance-mint-v3,3,Botulinum toxin type A,NA,NA,biologic,Clostridium botulinum type A toxin - haemagglutinin complex,0.9,toxin-haemagglutinin complex,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
04848eb21daa604d0e4a14a2bd6274eb12ed40786be976645ab72114f075224a,sblk_00002,claude-opus-5,substance-mint-v3,3,Botulinum toxin type A,NA,NA,biologic,Botulinum toxin type A - haemagglutinin complex,0.9,toxin-haemagglutinin complex,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
04848eb21daa604d0e4a14a2bd6274eb12ed40786be976645ab72114f075224a,sblk_00002,claude-opus-5,substance-mint-v3,3,Botulinum toxin type A,NA,NA,biologic,CLOSTRIDIUM BOTULINUM TYPE A TOXIN-HAEMAGGLUTININ COMPLEX,0.9,toxin-haemagglutinin complex,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
04848eb21daa604d0e4a14a2bd6274eb12ed40786be976645ab72114f075224a,sblk_00002,claude-opus-5,substance-mint-v3,3,Botulinum toxin type A,NA,NA,biologic,Clostridium  botulinum type A toxin - haemagglutinin complex,0.9,toxin-haemagglutinin complex,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
77fae8152990e7f56dc7a24b2155cd5957307c9c81b9da82fe46361877103c05,sblk_00002,claude-opus-5,substance-mint-v2,4,filamentous haemagglutinin|pertactin|pertussis toxoid,NA,NA,vaccine,"Bordetella pertussis antigens pertussis toxoid,filamentous haemagglutinin,pertactin",0.8,NA,2026-08-19T06:52:41Z,NA
04848eb21daa604d0e4a14a2bd6274eb12ed40786be976645ab72114f075224a,sblk_00002,claude-opus-5,substance-mint-v3,4,Filamentous haemagglutinin|pertactin|pertussis toxoid,NA,NA,vaccine,"Bordetella pertussis antigens pertussis toxoid,filamentous haemagglutinin,pertactin",0.8,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
77fae8152990e7f56dc7a24b2155cd5957307c9c81b9da82fe46361877103c05,sblk_00002,claude-opus-5,substance-mint-v2,5,filamentous haemagglutinin|pertussis toxoid,NA,NA,vaccine,Bordetella pertussis antigens toxoid and fibrillar haemagglutinin,0.75,NA,2026-08-19T06:52:41Z,NA
04848eb21daa604d0e4a14a2bd6274eb12ed40786be976645ab72114f075224a,sblk_00002,claude-opus-5,substance-mint-v3,5,Filamentous haemagglutinin|pertussis toxoid,NA,NA,vaccine,Bordetella pertussis antigens toxoid and fibrillar haemagglutinin,0.75,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
77fae8152990e7f56dc7a24b2155cd5957307c9c81b9da82fe46361877103c05,sblk_00002,claude-opus-5,substance-mint-v2,6,Recombinant influenza A H1N1 haemagglutinin,NA,NA,vaccine,"INFLUENZA A VIRUS SUBTYPE H1N1 HAEMAGGLUTININ, RECOMBINANT",0.8,NA,2026-08-19T06:52:41Z,NA
04848eb21daa604d0e4a14a2bd6274eb12ed40786be976645ab72114f075224a,sblk_00002,claude-opus-5,substance-mint-v3,6,Recombinant influenza A H1N1 haemagglutinin,NA,NA,vaccine,"INFLUENZA A VIRUS SUBTYPE H1N1 HAEMAGGLUTININ, RECOMBINANT",0.85,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
77fae8152990e7f56dc7a24b2155cd5957307c9c81b9da82fe46361877103c05,sblk_00002,claude-opus-5,substance-mint-v2,7,Recombinant influenza B Yamagata lineage haemagglutinin,NA,NA,vaccine,"INFLUENZA B VIRUS YAMAGATA LINEAGE HAEMAGGLUTININ, RECOMBINANT",0.8,NA,2026-08-19T06:52:41Z,NA
04848eb21daa604d0e4a14a2bd6274eb12ed40786be976645ab72114f075224a,sblk_00002,claude-opus-5,substance-mint-v3,7,Recombinant influenza B Yamagata haemagglutinin,NA,NA,vaccine,"INFLUENZA B VIRUS YAMAGATA LINEAGE HAEMAGGLUTININ, RECOMBINANT",0.85,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
02cdc9259214124f22dfabc0fb602afed4158358ca8118858e399b23883d0645,sblk_00003,claude-opus-5,substance-mint-v2,1,A/Brisbane influenza strain,NA,NA,vaccine,Brisbane,0.7,Both are the influenza strain designation 'Brisbane' used as a vaccine antigen component; case differs only.,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
02cdc9259214124f22dfabc0fb602afed4158358ca8118858e399b23883d0645,sblk_00003,claude-opus-5,substance-mint-v2,1,A/Brisbane influenza strain,NA,NA,vaccine,BRISBANE,0.7,Both are the influenza strain designation 'Brisbane' used as a vaccine antigen component; case differs only.,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
67d9dfdd64377895e8156db5cf6d6bdc34c1cc0009ae508d23cefb52810cb2d2,sblk_00003,claude-opus-5,substance-mint-v3,1,A/Brisbane influenza strain,NA,NA,vaccine,Brisbane,0.7,Bare geographic word denoting an influenza vaccine strain designation; both variants differ only in case.,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
67d9dfdd64377895e8156db5cf6d6bdc34c1cc0009ae508d23cefb52810cb2d2,sblk_00003,claude-opus-5,substance-mint-v3,1,A/Brisbane influenza strain,NA,NA,vaccine,BRISBANE,0.7,Bare geographic word denoting an influenza vaccine strain designation; both variants differ only in case.,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,1,Pneumococcal polysaccharide serotype 6B,NA,NA,vaccine,Pneumococcal polysaccharide serotype 6B,0.95,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,1,Pneumococcal polysaccharide serotype 6B,NA,NA,vaccine,Pneumococcal polysaccharide serotype 6B,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,2,Pneumococcal polysaccharide serotype 4,NA,NA,vaccine,Pneumococcal polysaccharide serotype 4,0.9,NA,2026-08-19T06:51:51Z,NA
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,2,Pneumococcal polysaccharide serotype 4,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO CRM197,0.9,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,2,Pneumococcal polysaccharide serotype 4,NA,NA,vaccine,Pneumococcal polysaccharide serotype 4,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,2,Pneumococcal polysaccharide serotype 4,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO CRM197,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,3,Pneumococcal polysaccharide serotype 1,NA,NA,vaccine,Pneumococcal polysaccharide serotype 1,0.9,NA,2026-08-19T06:51:51Z,NA
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,3,Pneumococcal polysaccharide serotype 1,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO CRM197,0.9,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,3,Pneumococcal polysaccharide serotype 1,NA,NA,vaccine,Pneumococcal polysaccharide serotype 1,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,3,Pneumococcal polysaccharide serotype 1,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO CRM197,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,4,Pneumococcal polysaccharide serotype 14,NA,NA,vaccine,Pneumococcal polysaccharide serotype 14,0.95,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,4,Pneumococcal polysaccharide serotype 14,NA,NA,vaccine,Pneumococcal polysaccharide serotype 14,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,5,Pneumococcal polysaccharide serotype 23F,NA,NA,vaccine,Pneumococcal polysaccharide serotype 23F,0.95,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,5,Pneumococcal polysaccharide serotype 23F,NA,NA,vaccine,Pneumococcal polysaccharide serotype 23F,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,6,Pneumococcal polysaccharide serotype 6A,NA,NA,vaccine,Pneumococcal polysaccharide serotype 6A,0.95,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,6,Pneumococcal polysaccharide serotype 6A,NA,NA,vaccine,Pneumococcal polysaccharide serotype 6A,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,7,Pneumococcal polysaccharide serotype 18C,NA,NA,vaccine,Pneumococcal polysaccharide serotype 18C,0.95,NA,2026-08-19T06:51:51Z,NA
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,7,Pneumococcal polysaccharide serotype 18C,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C,0.95,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,7,Pneumococcal polysaccharide serotype 18C,NA,NA,vaccine,Pneumococcal polysaccharide serotype 18C,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,7,Pneumococcal polysaccharide serotype 18C,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,8,Pneumococcal polysaccharide serotype 19F,NA,NA,vaccine,Pneumococcal polysaccharide serotype 19F,0.95,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,8,Pneumococcal polysaccharide serotype 19F,NA,NA,vaccine,Pneumococcal polysaccharide serotype 19F,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,9,Pneumococcal polysaccharide serotype 9V,NA,NA,vaccine,Pneumococcal polysaccharide serotype 9V,0.95,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,9,Pneumococcal polysaccharide serotype 9V,NA,NA,vaccine,Pneumococcal polysaccharide serotype 9V,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,10,Pneumococcal polysaccharide serotype 19A,NA,NA,vaccine,Pneumococcal polysaccharide serotype 19A,0.9,NA,2026-08-19T06:51:51Z,NA
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,10,Pneumococcal polysaccharide serotype 19A,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A CONJUGATED TO CRM197,0.9,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,10,Pneumococcal polysaccharide serotype 19A,NA,NA,vaccine,Pneumococcal polysaccharide serotype 19A,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,10,Pneumococcal polysaccharide serotype 19A,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A CONJUGATED TO CRM197,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,11,Pneumococcal polysaccharide serotype 3,NA,NA,vaccine,Pneumococcal polysaccharide serotype 3,0.9,NA,2026-08-19T06:51:51Z,NA
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,11,Pneumococcal polysaccharide serotype 3,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3,0.9,NA,2026-08-19T06:51:51Z,NA
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,11,Pneumococcal polysaccharide serotype 3,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3 CONJUGATED TO CRM197,0.9,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,11,Pneumococcal polysaccharide serotype 3,NA,NA,vaccine,Pneumococcal polysaccharide serotype 3,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,11,Pneumococcal polysaccharide serotype 3,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,11,Pneumococcal polysaccharide serotype 3,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3 CONJUGATED TO CRM197,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,12,Pneumococcal polysaccharide serotype 5,NA,NA,vaccine,Pneumococcal polysaccharide serotype 5,0.9,NA,2026-08-19T06:51:51Z,NA
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,12,Pneumococcal polysaccharide serotype 5,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5,0.9,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,12,Pneumococcal polysaccharide serotype 5,NA,NA,vaccine,Pneumococcal polysaccharide serotype 5,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,12,Pneumococcal polysaccharide serotype 5,NA,NA,vaccine,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
9dd19ed6f1ff74a53c0cc72baded92c3b5e60c0484e6812bd2e5ede44a8c356b,sblk_00004,claude-opus-5,substance-mint-v2,13,Pneumococcal polysaccharide serotype 7F,NA,NA,vaccine,Pneumococcal polysaccharide serotype 7F,0.95,NA,2026-08-19T06:51:51Z,NA
51fc7adbdd8139be052ea341bbc3b4212088629d4792b215a1aae991b722ca84,sblk_00004,claude-opus-5,substance-mint-v3,13,Pneumococcal polysaccharide serotype 7F,NA,NA,vaccine,Pneumococcal polysaccharide serotype 7F,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,Pertussis toxoid,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,PERTUSSIS TOXOID,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,pertussis toxoid,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,Purified pertussis toxoid PT,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,Pertussis Toxoid,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,Pertussis Toxoid PT,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,Pertussis sine cellulis ex elementis praepartum adsorbatum PT,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,Pertussis toxoid PT,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,Purified Pertussis toxoid,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
85b6c1b408b7b1a639687fdc355132ad29bd2e6d6f900ac963ea0d097188f5c7,sblk_00005,claude-opus-5,substance-mint-v2,1,Pertussis toxoid,NA,NA,vaccine,Purified pertussis toxoid,0.94,All variants of purified/adsorbed pertussis toxoid antigen,2026-08-19T06:52:32Z,NA
