entity_id,alias,alias_type,source
ent_006353,gilenya,ema_product_name,epar
ent_013248,xofigo,ema_product_name,epar
ent_014379,mayzent,ema_product_name,epar
ent_010768,jascayd,ema_product_name,epar
ent_016090,boey,ema_product_name,epar
ent_008769,leflunomide ratiopharm,ema_product_name,epar
ent_000307,hulio,ema_product_name,epar
ent_006240,pecfent,ema_product_name,epar
ent_005603,xtandi,ema_product_name,epar
ent_005524,padcev,ema_product_name,epar
ent_002343,rxulti,ema_product_name,epar
ent_011353,itvisma,ema_product_name,epar
ent_013934,trodelvy,ema_product_name,epar
ent_008007,inflectra,ema_product_name,epar
ent_009416,macitentan accord,ema_product_name,epar
ent_009416,macitentan accordpharma,ema_product_name,epar
ent_008293,irbesartan zentiva (previously irbesartan winthrop),ema_product_name,epar
ent_005329,cerdelga,ema_product_name,epar
ent_001029,apixaban accord,ema_product_name,epar
ent_004415,desloratadine teva,ema_product_name,epar
ent_001416,azacitidine adienne,ema_product_name,epar
ent_011899,cavoley,ema_product_name,epar
ent_006042,evlarco,ema_product_name,epar
ent_007706,icotyde,ema_product_name,epar
ent_008536,kemsu,ema_product_name,epar
ent_009013,lynavoy,ema_product_name,epar
ent_008826,lyrokaul,ema_product_name,epar
ent_001116,meplyffa,ema_product_name,epar
ent_008822,nezglyal,ema_product_name,epar
ent_002909,qezzaqar,ema_product_name,epar
ent_013295,susvimo,ema_product_name,epar
ent_011149,ubeslo,ema_product_name,epar
ent_005580,zokovea,ema_product_name,epar
ent_016737,kigabeq,ema_product_name,epar
ent_014609,lumykras,ema_product_name,epar
ent_009276,orkambi,ema_product_name,epar
ent_002618,cometriq,ema_product_name,epar
ent_001299,ryjunea,ema_product_name,epar
ent_016875,voriconazole accord,ema_product_name,epar
ent_012572,plerixafor accord,ema_product_name,epar
ent_005504,braftovi,ema_product_name,epar
ent_008635,zeffix,ema_product_name,epar
ent_004742,dimethyl fumarate mylan,ema_product_name,epar
ent_009731,nucala,ema_product_name,epar
ent_017236,zonegran,ema_product_name,epar
ent_016870,voranigo,ema_product_name,epar
ent_013325,ultomiris,ema_product_name,epar
ent_001256,tecentriq,ema_product_name,epar
ent_004166,darzalex,ema_product_name,epar
ent_010990,opdualag,ema_product_name,epar
ent_008586,lysakare,ema_product_name,epar
ent_007162,gobivaz,ema_product_name,epar
ent_015367,metalyse,ema_product_name,epar
ent_009316,lutathera,ema_product_name,epar
ent_002991,fetcroja,ema_product_name,epar
ent_005373,eltrombopag accord,ema_product_name,epar
ent_002694,etcamah,ema_product_name,epar
ent_016875,vfend,ema_product_name,epar
ent_015328,tolucombi,ema_product_name,epar
ent_008023,fluenz,ema_product_name,epar
ent_016046,enhertu,ema_product_name,epar
ent_005662,retacrit,ema_product_name,epar
ent_015004,tafamidis accord,ema_product_name,epar
ent_013903,ruxolitinib viatris,ema_product_name,epar
ent_010942,ogsiveo,ema_product_name,epar
ent_013650,riociguat accord,ema_product_name,epar
ent_009318,pluvicto,ema_product_name,epar
ent_001171,scemblix,ema_product_name,epar
ent_016008,yondelis,ema_product_name,epar
ent_012784,intrarosa,ema_product_name,epar
ent_002953,inaqovi,ema_product_name,epar
ent_004313,anzupgo,ema_product_name,epar
ent_004368,kefdensis,ema_product_name,epar
ent_000307,hukyndra,ema_product_name,epar
ent_000079,flucelvax,ema_product_name,epar
ent_016366,fluad,ema_product_name,epar
ent_001988,bexatil,ema_product_name,epar
ent_005558,inhixa,ema_product_name,epar
ent_012598,vaxneuvance,ema_product_name,epar
ent_000559,zemcelpro,ema_product_name,epar
ent_005259,elocta,ema_product_name,epar
ent_015875,xeljanz,ema_product_name,epar
ent_001726,benlysta,ema_product_name,epar
ent_009510,hympavzi,ema_product_name,epar
ent_000555,xervyteg,ema_product_name,epar
ent_000806,rybrevant,ema_product_name,epar
ent_000935,saphnelo,ema_product_name,epar
ent_007048,maviret,ema_product_name,epar
ent_007313,paxneury,ema_product_name,epar
ent_016860,veyvondi,ema_product_name,epar
ent_003181,erbitux,ema_product_name,epar
ent_010632,yartemlea,ema_product_name,epar
ent_016447,rinvoq,ema_product_name,epar
ent_005593,rozlytrek,ema_product_name,epar
ent_016346,poulvac procerta hvt-nd,ema_product_name,epar
ent_014118,ekterly,ema_product_name,epar
ent_014664,qaialdo,ema_product_name,epar
ent_016042,tuznue,ema_product_name,epar
ent_005967,hemgenix,ema_product_name,epar
ent_004368,bildyos,ema_product_name,epar
ent_004368,bilprevda,ema_product_name,epar
ent_011899,dyrupeg,ema_product_name,epar
ent_006339,zefylti,ema_product_name,epar
ent_004368,acvybra,ema_product_name,epar
ent_014244,hetronifly,ema_product_name,epar
ent_000307,libmyris,ema_product_name,epar
ent_003867,kostaive,ema_product_name,epar
ent_008078,humalog,ema_product_name,epar
ent_008069,abasaglar (previously abasria),ema_product_name,epar
ent_008078,lyumjev (previously liumjev),ema_product_name,epar
ent_010940,paxlovid,ema_product_name,epar
ent_016660,venclyxto,ema_product_name,epar
ent_011791,natpar,ema_product_name,epar
ent_007413,fendrix,ema_product_name,epar
ent_012481,esbriet,ema_product_name,epar
ent_004469,neofordex,ema_product_name,epar
ent_016725,vaxchora,ema_product_name,epar
ent_004368,bomyntra,ema_product_name,epar
ent_011241,olazax,ema_product_name,epar
ent_003221,nobivac nxt hcpch,ema_product_name,epar
ent_006145,nobivac nxt hcp,ema_product_name,epar
ent_004415,desloratadine actavis,ema_product_name,epar
ent_006146,nobivac nxt hc,ema_product_name,epar
ent_004415,desloratadine ratiopharm,ema_product_name,epar
ent_012073,fycompa,ema_product_name,epar
ent_014182,ozempic,ema_product_name,epar
ent_004806,infanrix hexa,ema_product_name,epar
ent_009700,menveo,ema_product_name,epar
ent_010076,zavesca,ema_product_name,epar
ent_006890,ztalmy,ema_product_name,epar
ent_005229,ryzneuta,ema_product_name,epar
ent_013893,adynovi,ema_product_name,epar
ent_007539,cervarix,ema_product_name,epar
ent_013784,evenity,ema_product_name,epar
ent_009887,mircera,ema_product_name,epar
ent_006000,evkeeza,ema_product_name,epar
ent_010179,pyrukynd,ema_product_name,epar
ent_007185,locametz,ema_product_name,epar
ent_009686,ebixa,ema_product_name,epar
ent_016042,trazimera,ema_product_name,epar
ent_004368,wyost,ema_product_name,epar
ent_016709,mepsevii,ema_product_name,epar
ent_005216,altuvoct,ema_product_name,epar
ent_015326,tolura,ema_product_name,epar
ent_006763,fruzaqla,ema_product_name,epar
ent_013690,ritonavir viatris (previously ritonavir mylan),ema_product_name,epar
ent_008333,sarclisa,ema_product_name,epar
ent_003215,ixchiq,ema_product_name,epar
ent_011843,onpattro,ema_product_name,epar
ent_001974,abevmy,ema_product_name,epar
ent_015326,telmisartan actavis,ema_product_name,epar
ent_009533,xolremdi,ema_product_name,epar
ent_000165,calquence,ema_product_name,epar
ent_010638,tysabri,ema_product_name,epar
ent_005272,alprolix,ema_product_name,epar
ent_013295,rexatilux,ema_product_name,epar
ent_012589,redemplo,ema_product_name,epar
ent_014173,retsevmo,ema_product_name,epar
ent_016492,pyzchiva,ema_product_name,epar
ent_000388,opuviz,ema_product_name,epar
ent_014784,cejemly,ema_product_name,epar
ent_011227,kesimpta,ema_product_name,epar
ent_009203,lorviqua,ema_product_name,epar
ent_004205,zegalogue,ema_product_name,epar
ent_007036,duvyzat,ema_product_name,epar
ent_005655,neorecormon,ema_product_name,epar
ent_014997,advagraf,ema_product_name,epar
ent_001275,aquipta,ema_product_name,epar
ent_008070,suliqua,ema_product_name,epar
ent_001591,xofluza,ema_product_name,epar
ent_001691,trimbow,ema_product_name,epar
ent_010398,lunsumio,ema_product_name,epar
ent_007568,alkindi,ema_product_name,epar
ent_007745,elaprase,ema_product_name,epar
ent_003097,ontozry,ema_product_name,epar
ent_008069,ondibta,ema_product_name,epar
ent_007162,gotenfia,ema_product_name,epar
ent_000388,eydenzelt,ema_product_name,epar
ent_011242,zypadhera,ema_product_name,epar
ent_015433,teriflunomide viatris (previously teriflunomide mylan),ema_product_name,epar
ent_014177,koselugo,ema_product_name,epar
ent_015382,tenofovir disoproxil viatris (previously tenofovir disoproxil mylan),ema_product_name,epar
ent_012687,noxafil,ema_product_name,epar
ent_016492,wezenla,ema_product_name,epar
ent_011956,keytruda,ema_product_name,epar
ent_009309,mulpleo (previously lusutrombopag shionogi),ema_product_name,epar
ent_005831,erelzi,ema_product_name,epar
ent_005223,stocrin,ema_product_name,epar
ent_004368,xgeva,ema_product_name,epar
ent_006809,bopediat,ema_product_name,epar
ent_011899,pelgraz,ema_product_name,epar
ent_001354,doptelet,ema_product_name,epar
ent_015866,avtozma,ema_product_name,epar
ent_007783,iloperidone vanda pharmaceuticals,ema_product_name,epar
ent_007663,ibuprofen gen.orph,ema_product_name,epar
ent_016042,dazublys,ema_product_name,epar
ent_001245,reyataz,ema_product_name,epar
ent_006621,rekovelle,ema_product_name,epar
ent_012768,mirapexin,ema_product_name,epar
ent_015812,mounjaro,ema_product_name,epar
ent_016258,daybu,ema_product_name,epar
ent_008029,aujemflu,ema_product_name,epar
ent_004368,denosumab ascend,ema_product_name,epar
ent_002809,hopledo,ema_product_name,epar
ent_011899,nylaspeg,ema_product_name,epar
ent_008068,onswik,ema_product_name,epar
ent_001334,tacquell,ema_product_name,epar
ent_006268,feraccru,ema_product_name,epar
ent_009159,lojuxta,ema_product_name,epar
ent_009001,constella,ema_product_name,epar
ent_009003,trajenta,ema_product_name,epar
ent_013659,skyrizi,ema_product_name,epar
ent_010927,nintedanib accord,ema_product_name,epar
ent_015517,tezspire,ema_product_name,epar
ent_015895,cenrifki,ema_product_name,epar
ent_008260,yervoy,ema_product_name,epar
ent_012978,hemangiol,ema_product_name,epar
ent_004368,evfraxy,ema_product_name,epar
ent_010989,opdivo,ema_product_name,epar
ent_005709,balversa,ema_product_name,epar
ent_005334,lynkuet,ema_product_name,epar
ent_015878,qalsody,ema_product_name,epar
ent_011494,tagrisso,ema_product_name,epar
ent_003364,ikervis,ema_product_name,epar
ent_012662,pomalidomide accord,ema_product_name,epar
ent_002735,epidyolex,ema_product_name,epar
ent_000388,ahzantive,ema_product_name,epar
ent_000388,baiama,ema_product_name,epar
ent_005603,enzalutamide viatris,ema_product_name,epar
ent_011708,palbociclib viatris,ema_product_name,epar
ent_016568,agamree,ema_product_name,epar
ent_015135,imdylltra,ema_product_name,epar
ent_010525,adstiladrin,ema_product_name,epar
ent_007414,hexacima,ema_product_name,epar
ent_006333,hexyon,ema_product_name,epar
ent_014022,kuvan,ema_product_name,epar
ent_006148,nobivac nxt hcpchfelv,ema_product_name,epar
ent_016637,scovella,ema_product_name,epar
ent_006147,nobivac nxt hcpfelv,ema_product_name,epar
ent_006150,nobivac nxt felv,ema_product_name,epar
ent_008069,semglee,ema_product_name,epar
ent_016048,kadcyla,ema_product_name,epar
ent_017070,ziihera,ema_product_name,epar
ent_005760,startvac,ema_product_name,epar
ent_009042,lonquex,ema_product_name,epar
ent_016633,entyvio,ema_product_name,epar
ent_013295,rimmyrah,ema_product_name,epar
ent_013527,rezzayo,ema_product_name,epar
ent_011353,zolgensma,ema_product_name,epar
ent_011899,grasustek,ema_product_name,epar
ent_015269,tecovirimat siga,ema_product_name,epar
ent_014401,sitagliptin / metformin hydrochloride mylan,ema_product_name,epar
ent_015000,tadalafil mylan,ema_product_name,epar
ent_007527,zutectra,ema_product_name,epar
ent_005463,emtricitabine/tenofovir disoproxil mylan,ema_product_name,epar
ent_005225,efavirenz/emtricitabine/tenofovir disoproxil mylan,ema_product_name,epar
ent_014782,sugammadex mylan,ema_product_name,epar
ent_008786,lenalidomide mylan,ema_product_name,epar
ent_006778,fulvestrant mylan,ema_product_name,epar
ent_000816,amlodipine / valsartan mylan,ema_product_name,epar
ent_006352,fingolimod mylan,ema_product_name,epar
ent_004278,deferasirox mylan,ema_product_name,epar
ent_001416,azacitidine mylan,ema_product_name,epar
ent_012687,posaconazole accord,ema_product_name,epar
ent_011011,anktiva,ema_product_name,epar
ent_015386,tenofovir disoproxil zentiva,ema_product_name,epar
ent_003142,brineura,ema_product_name,epar
ent_003669,duoplavin,ema_product_name,epar
ent_009495,livtencity,ema_product_name,epar
ent_016888,voxzogo,ema_product_name,epar
ent_014086,qtern,ema_product_name,epar
ent_004148,edistride,ema_product_name,epar
ent_004148,forxiga,ema_product_name,epar
ent_011714,byannli (previously paliperidone janssen-cilag international),ema_product_name,epar
ent_011206,oczyesa,ema_product_name,epar
ent_010927,vargatef,ema_product_name,epar
ent_002527,crysvita,ema_product_name,epar
ent_004973,jemperli,ema_product_name,epar
ent_010935,zejula,ema_product_name,epar
ent_009667,slenyto,ema_product_name,epar
ent_005289,upstaza,ema_product_name,epar
ent_008078,bysumlog,ema_product_name,epar
ent_012836,dovprela (previously pretomanid fgk),ema_product_name,epar
ent_001927,scintimun,ema_product_name,epar
ent_000900,kineret,ema_product_name,epar
ent_003308,orphacol,ema_product_name,epar
ent_007568,efmody,ema_product_name,epar
ent_010338,omjjara,ema_product_name,epar
ent_001406,yescarta,ema_product_name,epar
ent_000483,alecensa,ema_product_name,epar
ent_001898,vyjuvek,ema_product_name,epar
ent_011303,xolair,ema_product_name,epar
ent_006194,fintepla,ema_product_name,epar
ent_009004,jentadueto,ema_product_name,epar
ent_006339,zarzio,ema_product_name,epar
ent_004149,ebymect,ema_product_name,epar
ent_009824,xigduo,ema_product_name,epar
ent_004415,dasselta,ema_product_name,epar
ent_007533,hyqvia,ema_product_name,epar
ent_010486,cellcept,ema_product_name,epar
ent_009416,opsumit,ema_product_name,epar
ent_015821,tivdak,ema_product_name,epar
ent_008061,insulin aspart injection,ema_product_name,epar
ent_008054,tegsedi,ema_product_name,epar
ent_007183,nugalviq,ema_product_name,epar
ent_014385,rapamune,ema_product_name,epar
ent_007542,rotarix,ema_product_name,epar
ent_003560,enflonsia,ema_product_name,epar
ent_000056,ameluz,ema_product_name,epar
ent_011714,xeplion,ema_product_name,epar
ent_010013,namuscla,ema_product_name,epar
ent_011243,lynparza,ema_product_name,epar
ent_004447,sotyktu,ema_product_name,epar
ent_001701,sirturo,ema_product_name,epar
ent_015004,vyndaqel,ema_product_name,epar
ent_005778,nexium control,ema_product_name,epar
ent_009315,theralugand,ema_product_name,epar
ent_011679,pazenir,ema_product_name,epar
ent_015435,zandoriah,ema_product_name,epar
ent_010806,akynzeo,ema_product_name,epar
ent_005408,emadine,ema_product_name,epar
ent_015938,jinarc,ema_product_name,epar
ent_012602,capvaxive,ema_product_name,epar
ent_009300,zepzelca,ema_product_name,epar
ent_009182,lopinavir/ritonavir viatris (previously ritonavir mylan),ema_product_name,epar
ent_005636,eurneffy,ema_product_name,epar
ent_010737,nemluvio,ema_product_name,epar
ent_003404,carvykti,ema_product_name,epar
ent_007801,imatinib accord,ema_product_name,epar
ent_004661,kapruvia,ema_product_name,epar
ent_012094,optison,ema_product_name,epar
ent_013295,ranluspec,ema_product_name,epar
ent_004469,ozurdex,ema_product_name,epar
ent_005696,vyepti,ema_product_name,epar
ent_012662,pomalidomide teva,ema_product_name,epar
ent_008860,camcevi,ema_product_name,epar
ent_008793,joenja,ema_product_name,epar
ent_015161,beromun,ema_product_name,epar
ent_000114,verzenios,ema_product_name,epar
ent_004360,qdenga,ema_product_name,epar
ent_014536,sunosi,ema_product_name,epar
ent_008763,xenleta,ema_product_name,epar
ent_012120,poherdy,ema_product_name,epar
ent_016492,yesintek,ema_product_name,epar
ent_002755,cablivi,ema_product_name,epar
ent_015814,tevimbra,ema_product_name,epar
ent_016492,otulfi,ema_product_name,epar
ent_012615,polivy,ema_product_name,epar
ent_013483,rezdiffra,ema_product_name,epar
ent_010714,trumenba,ema_product_name,epar
ent_014261,imcivree,ema_product_name,epar
ent_012662,pomalidomide zentiva,ema_product_name,epar
ent_002844,ucedane,ema_product_name,epar
ent_013650,adempas,ema_product_name,epar
ent_007997,uplizna,ema_product_name,epar
ent_003932,piasky,ema_product_name,epar
ent_017023,yttriga,ema_product_name,epar
ent_009417,yuvanci,ema_product_name,epar
ent_016022,mekinist,ema_product_name,epar
ent_014215,sephience,ema_product_name,epar
ent_004368,jubereq,ema_product_name,epar
ent_003783,colchicine agepha pharma,ema_product_name,epar
ent_009049,ablymico,ema_product_name,epar
ent_009049,liraglutide stada,ema_product_name,epar
ent_008007,veblocema,ema_product_name,epar
ent_000606,vijoice,ema_product_name,epar
ent_013295,vislyfa,ema_product_name,epar
ent_017212,zoledronic acid teva,ema_product_name,epar
ent_004278,exjade,ema_product_name,epar
ent_007540,ceprotin,ema_product_name,epar
ent_013361,ruconest,ema_product_name,epar
ent_013423,ryeqo,ema_product_name,epar
ent_003422,mimpara,ema_product_name,epar
ent_008061,dazparda,ema_product_name,epar
ent_008769,arava,ema_product_name,epar
ent_012601,synflorix,ema_product_name,epar
ent_001335,tecartus,ema_product_name,epar
ent_003147,cimzia,ema_product_name,epar
ent_004071,tafinlar,ema_product_name,epar
ent_016023,spexotras,ema_product_name,epar
ent_009750,procysbi,ema_product_name,epar
ent_017214,zoledronic acid medac,ema_product_name,epar
ent_011708,ibrance,ema_product_name,epar
ent_008056,besponsa,ema_product_name,epar
ent_016042,zercepac,ema_product_name,epar
ent_005093,imfinzi,ema_product_name,epar
ent_016492,usrenty,ema_product_name,epar
ent_014022,sapropterin dipharma,ema_product_name,epar
ent_010307,imvanex,ema_product_name,epar
ent_013295,lucentis,ema_product_name,epar
ent_009315,endolucinbeta,ema_product_name,epar
ent_013696,rivastigmine 1 a pharma,ema_product_name,epar
ent_013696,rivastigmine hexal,ema_product_name,epar
ent_010150,ezmekly,ema_product_name,epar
ent_004368,xbonzy,ema_product_name,epar
ent_013852,evrenzo,ema_product_name,epar
ent_011241,olazax disperzi,ema_product_name,epar
ent_017214,zoledronic acid actavis,ema_product_name,epar
ent_017214,zoledronic acid hospira,ema_product_name,epar
ent_009506,emepax,ema_product_name,epar
ent_013979,avigate s. infantis,ema_product_name,epar
ent_002180,veroblue-3,ema_product_name,epar
ent_015859,tobi podhaler,ema_product_name,epar
ent_016492,imuldosa,ema_product_name,epar
ent_011303,omlyclo,ema_product_name,epar
ent_004380,exdensur,ema_product_name,epar
ent_007061,amglidia,ema_product_name,epar
ent_000377,giotrif,ema_product_name,epar
ent_000102,orencia,ema_product_name,epar
ent_004368,denbrayce,ema_product_name,epar
ent_015997,ojemda,ema_product_name,epar
ent_011241,olanzapine glenmark europe,ema_product_name,epar
ent_011241,olanzapine glenmark,ema_product_name,epar
ent_006590,elebrato ellipta,ema_product_name,epar
ent_006590,trelegy ellipta,ema_product_name,epar
ent_008007,remsima,ema_product_name,epar
ent_013338,pandemic influenza vaccine h5n1 astrazeneca (previously pandemic influenza vaccine h5n1 medimmune),ema_product_name,epar
ent_005381,genvoya,ema_product_name,epar
ent_008476,ixiaro,ema_product_name,epar
ent_007537,gardasil 9,ema_product_name,epar
ent_011935,loargys,ema_product_name,epar
ent_002082,bimzelx,ema_product_name,epar
ent_015278,teduglutide viatris,ema_product_name,epar
ent_011218,bylvay,ema_product_name,epar
ent_001330,strimvelis,ema_product_name,epar
ent_009298,latuda,ema_product_name,epar
ent_015000,talmanco (previously tadalafil generics),ema_product_name,epar
ent_013694,rivaroxaban viatris (previously rivaroxaban mylan),ema_product_name,epar
ent_007917,itovebi,ema_product_name,epar
ent_012819,pregabalin viatris (previously pregabalin mylan),ema_product_name,epar
ent_012662,pomalidomide viatris,ema_product_name,epar
ent_005458,emtricitabine / rilpivirine / tenofovir alafenamide viatris,ema_product_name,epar
ent_010927,nintedanib viatris,ema_product_name,epar
ent_016042,kanjinti,ema_product_name,epar
ent_015398,teizeild,ema_product_name,epar
ent_005087,dupixent,ema_product_name,epar
ent_014314,mysildecard,ema_product_name,epar
ent_006131,febuxostat viatris (previously febuxostat mylan),ema_product_name,epar
ent_005589,entecavir viatris (previously entecavir mylan),ema_product_name,epar
ent_005373,eltrombopag viatris,ema_product_name,epar
ent_005080,duloxetine viatris (previously duloxetine mylan),ema_product_name,epar
ent_004188,darunavir viatris (previously darunavir mylan),ema_product_name,epar
ent_007640,ibandronic acid sandoz,ema_product_name,epar
ent_004146,dapagliflozin viatris,ema_product_name,epar
ent_003422,cinacalcet viatris (previously cinacalcet mylan),ema_product_name,epar
ent_013502,rapilysin,ema_product_name,epar
ent_000388,afiveg,ema_product_name,epar
ent_000681,ambrisentan viatris (previously ambrisentan mylan),ema_product_name,epar
ent_001245,atazanavir viatris (previously atazanavir mylan),ema_product_name,epar
ent_015693,ilumetri,ema_product_name,epar
ent_005585,comtan,ema_product_name,epar
ent_006631,arixtra,ema_product_name,epar
ent_016492,uzpruvo,ema_product_name,epar
ent_002393,beovu,ema_product_name,epar
ent_008061,truvelog mix 30,ema_product_name,epar
ent_001623,olumiant,ema_product_name,epar
ent_006351,kerendia,ema_product_name,epar
ent_011892,oncaspar,ema_product_name,epar
ent_016492,usgena,ema_product_name,epar
ent_005695,integrilin,ema_product_name,epar
ent_002915,korjuny,ema_product_name,epar
ent_002754,truqap,ema_product_name,epar
ent_008294,ifirmasta (previously irbesartan krka),ema_product_name,epar
ent_013431,rhapsido,ema_product_name,epar
ent_008895,onerji,ema_product_name,epar
ent_002710,ilaris,ema_product_name,epar
ent_013372,mvabea,ema_product_name,epar
ent_013357,zabdeno,ema_product_name,epar
ent_002768,qutenza,ema_product_name,epar
ent_013696,rivastigmine sandoz,ema_product_name,epar
ent_008784,yeytuo,ema_product_name,epar
ent_014367,mcombriax,ema_product_name,epar
ent_014363,mresvia,ema_product_name,epar
ent_007598,xromi,ema_product_name,epar
ent_007598,siklos,ema_product_name,epar
ent_015326,micardis,ema_product_name,epar
ent_015328,micardisplus,ema_product_name,epar
ent_012120,perjeta,ema_product_name,epar
ent_013800,besremi,ema_product_name,epar
ent_010943,beyfortus,ema_product_name,epar
ent_011198,advate,ema_product_name,epar
ent_005005,caelyx pegylated liposomal,ema_product_name,epar
ent_016492,stelara,ema_product_name,epar
ent_008185,striascan,ema_product_name,epar
ent_004588,viokat,ema_product_name,epar
ent_004368,vysribli (previously denosumab intas),ema_product_name,epar
ent_015435,terrosa,ema_product_name,epar
ent_002465,kinpeygo,ema_product_name,epar
ent_001442,jayempi,ema_product_name,epar
ent_015786,aptivus,ema_product_name,epar
ent_007713,praxbind,ema_product_name,epar
ent_017161,zilbrysq,ema_product_name,epar
ent_001723,nulojix,ema_product_name,epar
ent_008454,taltz,ema_product_name,epar
ent_000307,amgevita,ema_product_name,epar
ent_015435,movymia,ema_product_name,epar
ent_000681,volibris,ema_product_name,epar
ent_004067,dabigatran etexilate accord,ema_product_name,epar
ent_001012,erleada,ema_product_name,epar
ent_014182,rybelsus,ema_product_name,epar
ent_016686,verquvo,ema_product_name,epar
ent_006304,veoza,ema_product_name,epar
ent_001140,arsenic trioxide medac,ema_product_name,epar
ent_013661,evrysdi,ema_product_name,epar
ent_004279,ferriprox,ema_product_name,epar
ent_005206,roteas,ema_product_name,epar
ent_005206,lixiana,ema_product_name,epar
ent_017212,aclasta,ema_product_name,epar
ent_015401,tepmetko,ema_product_name,epar
ent_001738,rezurock,ema_product_name,epar
ent_009489,livmarli,ema_product_name,epar
ent_010716,atriance,ema_product_name,epar
ent_016492,steqeyma,ema_product_name,epar
ent_005006,zolsketil pegylated liposomal,ema_product_name,epar
ent_005461,emtricitabine / tenofovir alafenamide viatris,ema_product_name,epar
ent_011177,ocrevus,ema_product_name,epar
ent_007685,icatibant accord,ema_product_name,epar
ent_000384,myqorzo,ema_product_name,epar
ent_004995,kygevvi,ema_product_name,epar
ent_017138,prialt,ema_product_name,epar
ent_002464,jorveza,ema_product_name,epar
ent_002282,bortezomib hospira,ema_product_name,epar
ent_002177,bluevac btv (previously bluevac btv8),ema_product_name,epar
ent_014641,spevigo,ema_product_name,epar
ent_000388,pavblu,ema_product_name,epar
ent_001117,aripiprazole sandoz,ema_product_name,epar
ent_002518,mysimba,ema_product_name,epar
ent_010055,equidormin,ema_product_name,epar
ent_010486,mycophenolate mofetil teva,ema_product_name,epar
ent_010486,myfenax,ema_product_name,epar
ent_000388,mynzepli,ema_product_name,epar
ent_010486,myclausen,ema_product_name,epar
ent_014582,sorafenib accord,ema_product_name,epar
ent_014182,kayshild,ema_product_name,epar
ent_005792,fylrevy,ema_product_name,epar
ent_005102,copiktra,ema_product_name,epar
ent_012704,sibnayal,ema_product_name,epar
ent_000076,supemtek,ema_product_name,epar
ent_001719,blenrep,ema_product_name,epar
ent_002403,yellox,ema_product_name,epar
ent_008108,rebif,ema_product_name,epar
ent_001117,aripiprazole zentiva,ema_product_name,epar
ent_010321,poteligeo,ema_product_name,epar
