cache_key,group_key,loser_id,winner_id,confidence,model_id,prompt_version,reason,decided_at_utc,batch_id
5ab446907e7c13edbedf57b899f6b4ceb82407426906b0b3274e04cf83c8fde3,ent_000060|ent_000061,ent_000061,ent_000060,0.5,claude-opus-5,substance-consolidate-v1,F-18 labelled form of the same compound; treated as same substance (isotopic label).,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
690601c54323ba63fb705cc98b4948625e669102eb66b73e6836098bb62a6315,ent_000063|ent_009752,ent_000063,ent_009752,0.93,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
d6cca6d916264bded3e83b83e671f060323616bb635731bd9334bbc265456bd8,ent_000066|ent_007597,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
eef55b7408f4106be678e17a04aba1e5f060d73f31fc239941f0676fedfb2d7a,ent_000075|ent_000076|ent_000077|ent_000078|ent_000082|ent_008015|ent_017969|ent_019247|ent_019248|ent_019249|ent_019250|ent_019269,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
6eff8108285c1cde116ed1e14b289b3bcea5eb1cb439c0481b5decaeb3c9053d,ent_000079|ent_019217|ent_019218|ent_019219|ent_019220|ent_019221|ent_019234|ent_019235|ent_019241|ent_019242|ent_019244|ent_019246,ent_019235,ent_019244,0.7,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
0e8f55363a1cc736c6b9c6004d1465a21630600dc8a4abc488435837c3399819,ent_000080|ent_008023|ent_019214|ent_019215|ent_019216|ent_019229|ent_019236|ent_019237|ent_019238|ent_019251|ent_019260|ent_019261,ent_019237,ent_019229,0.5,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
ccd6fbadbd61343642f0639d9d4dce93a3092a967a7638997e0204ad9e0dd9d5,ent_000081|ent_016930,ent_016930,ent_000081,0.6,claude-opus-5,substance-consolidate-v1,Both refer to A/Vietnam/1194/2004 (H5N1) antigen; entry 2 is a formulation description of the same antigen.,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
451d5c64317e73fd7a6667b3a473a4486cfec48a515cd30fa4483d6dc00c84c9,ent_000085|ent_000086|ent_000087|ent_000088|ent_009566|ent_017456|ent_017457|ent_018423,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
3a7b5be051854bab13181af53d0638db955a2d982d9692f3acfc5c53d61e8d98,ent_000089|ent_000091,ent_000091,ent_000089,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
9eb0c61b9316c1a80391f590d295a62639c2dc4640c4f1f0a21237aa06e50956,ent_000090|ent_000093|ent_004919|ent_004920|ent_008635|ent_008636|ent_008637,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
36a1108fd8502c2583ba60d4ac8abb27d218cf8def4369faf60560fb554af4a7,ent_000104|ent_000105|ent_000106|ent_017458|ent_017459|ent_017460|ent_017461|ent_017462|ent_017463|ent_017464|ent_017465|ent_017466,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
849358ef6b9eb13fca2a4a67c5805787e7fb01ddb0b1ffca6e4aa3ae4dbe18a4,ent_000117|ent_000118,ent_000118,ent_000117,0.92,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
d203906fc59210ed3bb5ba14827f39440e0f9c351b181e32b8244a0fc5659aa5,ent_000126|ent_000128|ent_010934|ent_010935|ent_010936,ent_010936,ent_010934,0.9,claude-opus-5,substance-consolidate-v1,"3 is a combination, keep separate; 4,5 are niraparib salts",2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
d203906fc59210ed3bb5ba14827f39440e0f9c351b181e32b8244a0fc5659aa5,ent_000126|ent_000128|ent_010934|ent_010935|ent_010936,ent_010935,ent_010934,0.9,claude-opus-5,substance-consolidate-v1,"3 is a combination, keep separate; 4,5 are niraparib salts",2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
fc1edf95d828b88c5a651d86f7f1c8625518270363a635f60c4948d22eb6641d,ent_000137|ent_017468|ent_017469,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
da5e22e79ccbccb441b7b31c3d5c6d23a50c4bfa0d5cc4b96ce41ffe37e7a239,ent_000142|ent_000143|ent_000144|ent_000145|ent_000146|ent_000147|ent_000148|ent_000149|ent_000150|ent_000151|ent_000152|ent_000153,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
5cb29dfa709d0026654bb8eb588f3471bcc0965eba88c1ed42f83be21586bda8,ent_000155|ent_000156|ent_000157|ent_000158,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
a9a36f8410f957cc1eaa15419213eef04ebee2929d7522255a3d9c0c16c85031,ent_000159|ent_000160|ent_000287|ent_009030|ent_009031,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
2a8ca394a67c29d2bb8b221fcafc0837e2621e7902aabfe140539cee0132f612,ent_000163|ent_000165,ent_000165,ent_000163,0.93,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f97c24d2eb4a2a5ffc50aaea9fe41af26f7d8f4078f818d339235c12f34df3f6,ent_000189|ent_000190,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
38d5bf39a85ae3bfa7abf1c51984a2a1d58a4877396cdfa8c0c5e6caaf2b25a3,ent_000191|ent_012435|ent_012437|ent_016154|ent_020166,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
5f9b9af8b2ce57331755f2f4b731bb3bb322ee9740fca29ffea5d8e2b8c5078b,ent_000196|ent_001029|ent_004065|ent_004066|ent_005205|ent_005206|ent_012271|ent_013694|ent_021113,ent_004066,ent_004065,0.9,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
5f9b9af8b2ce57331755f2f4b731bb3bb322ee9740fca29ffea5d8e2b8c5078b,ent_000196|ent_001029|ent_004065|ent_004066|ent_005205|ent_005206|ent_012271|ent_013694|ent_021113,ent_005206,ent_005205,0.9,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
e5a34d72e2fbae07c13eb1fc0fb1ed1f532c3aef69c5da22a9a8b2cbae36b6bc,ent_000211|ent_000212|ent_007179|ent_007180|ent_017373,ent_017373,ent_007179,0.9,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
e5a34d72e2fbae07c13eb1fc0fb1ed1f532c3aef69c5da22a9a8b2cbae36b6bc,ent_000211|ent_000212|ent_007179|ent_007180|ent_017373,ent_007180,ent_007179,0.7,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
ec92baa8f03cd87f09b2228f5df7a82fe7e9f3b628223e1b0b59aff682926ff2,ent_000228|ent_000229|ent_000230,ent_000229,ent_000228,0.6,claude-opus-5,substance-consolidate-v1,Acetylcysteine lysine (nacystelyn) is the lysine salt of acetylcysteine; acetylcysteine zidrimer is a distinct dendrimer conjugate entity.,2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
936a6c6614f6860f259f676c455e4c28b3559b695afd7fac129e71d859437a24,ent_000232|ent_008584,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
34f30e8edeb70b14ed05c5b7563c5d797cd6eae02cb60940f304a75cc2b8f3d8,ent_000233|ent_003659|ent_003660|ent_003661|ent_003662|ent_003663|ent_003665|ent_003668|ent_003669,NA,NA,NA,claude-opus-5,substance-consolidate-v1,"merge_into has 10 entries, group has 9",2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
cdf0612caffeb721fdd638de918513ebe7ce524e2636a477ad03b6bb64d7abc9,ent_000236|ent_017475,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
68e909a5aefc1425b02e6141271e692788377373bb40d43355ba3ac2707f074c,ent_000246|ent_000247,ent_000247,ent_000246,0.95,claude-opus-5,substance-consolidate-v1,Napadisilate is a salt of aclatonium.,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
85ad165472dc2c9f861467d2189d0a82afb62582bb97b83de75127e2b54ca083,ent_000251|ent_006649|ent_006650|ent_006652|ent_006653|ent_006654|ent_007139|ent_018091|ent_021142|ent_021143|ent_021144|ent_021151,ent_018091,ent_021142,0.9,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
85ad165472dc2c9f861467d2189d0a82afb62582bb97b83de75127e2b54ca083,ent_000251|ent_006649|ent_006650|ent_006652|ent_006653|ent_006654|ent_007139|ent_018091|ent_021142|ent_021143|ent_021144|ent_021151,ent_021143,ent_021142,0.7,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
85ad165472dc2c9f861467d2189d0a82afb62582bb97b83de75127e2b54ca083,ent_000251|ent_006649|ent_006650|ent_006652|ent_006653|ent_006654|ent_007139|ent_018091|ent_021142|ent_021143|ent_021144|ent_021151,ent_006654,ent_021144,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
85ad165472dc2c9f861467d2189d0a82afb62582bb97b83de75127e2b54ca083,ent_000251|ent_006649|ent_006650|ent_006652|ent_006653|ent_006654|ent_007139|ent_018091|ent_021142|ent_021143|ent_021144|ent_021151,ent_006652,ent_000251,0.9,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
85ad165472dc2c9f861467d2189d0a82afb62582bb97b83de75127e2b54ca083,ent_000251|ent_006649|ent_006650|ent_006652|ent_006653|ent_006654|ent_007139|ent_018091|ent_021142|ent_021143|ent_021144|ent_021151,ent_021151,ent_006653,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
337edcb9e9a8f94ccd258c63e5093c162ea296b3e186614b9bcda75b837e08f6,ent_000279|ent_000280|ent_000281|ent_000282|ent_000283|ent_017480,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f3e1daa5d529fda7cdddad36870275ba29ef67089653457a46e95494b5a9a6ca,ent_000297|ent_000298|ent_000299|ent_017481,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
9a354ddd5f4d9f7c623633a1c7fbc2c1c4a21e817413495237e465a803dbd0bb,ent_000300|ent_017655|ent_020406,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
03bc5b85ca5e96b472f6d2be4856568b61b3b6cefd3803dcd2e005703c55dbff,ent_000307|ent_000308,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
b4f096415c66fd37982288d27470c68539e2f8b3ecc7e943846a4ac980913988,ent_000310|ent_001855|ent_003573|ent_016112|ent_016113|ent_017659|ent_021165|ent_021166,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
cd1563bd5558f8dfb8f7045e82506622800758976b7a3b99329724a6f63ecddf,ent_000320|ent_000321,ent_000320,ent_000321,0.95,claude-opus-5,substance-consolidate-v1,Adefovir dipivoxil is the prodrug ester of adefovir; INN survives.,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
84e23d1c419334081dc5f71923c4bd400ee624c1cfe26310606051b71615a0e7,ent_000326|ent_000328|ent_001330|ent_017328|ent_017330,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
5440b0ab88cacd4cf920d4cfc7ace08bb849e2692e8f368e9f61210d6760d9e3,ent_000329|ent_000330|ent_000331|ent_003202|ent_003218|ent_014062|ent_014064|ent_014065|ent_017661|ent_017806|ent_020544|ent_020549,ent_000330,ent_000331,0.9,claude-opus-5,substance-consolidate-v1,Ad26.COV2.S entries merge; ChAdOx1 and chimp adenovirus spike vaccine likely same; others distinct,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
5440b0ab88cacd4cf920d4cfc7ace08bb849e2692e8f368e9f61210d6760d9e3,ent_000329|ent_000330|ent_000331|ent_003202|ent_003218|ent_014062|ent_014064|ent_014065|ent_017661|ent_017806|ent_020544|ent_020549,ent_003218,ent_003202,0.7,claude-opus-5,substance-consolidate-v1,Ad26.COV2.S entries merge; ChAdOx1 and chimp adenovirus spike vaccine likely same; others distinct,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
ff8533cc07eafa149393670a5939336e150dbd0fdb5abc9b40f83cdf4af23ca4,ent_000332|ent_000557|ent_000558|ent_006320|ent_010783|ent_015847|ent_018996,ent_000558,ent_000557,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
21497f77d60c0effd36154dc564ddc3216b4d2804a94432da80dcd334d85d034,ent_000347|ent_000348|ent_000349,ent_000348,ent_000347,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f4e2d242d4ebe40728e2ed574f1fb737513d9e2394571ad5fc43c8af81c82532,ent_000377|ent_000378,ent_000378,ent_000377,0.97,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
10cfbe9784fba51a67143ca80f1463bc35c0d9ceab80198ac3e3b1e1dce8efd0,ent_000393|ent_000394,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
8465915da471b1256c64da3a78fd59fad5e531fdbe6e3ed78143f5b7d30c9a49,ent_000403|ent_000404,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
b6d3cfb23fc729ce3bdbea0b7e47e81bce4d370c2c739d246a3ff54d422ba3fc,ent_000405|ent_000406,ent_000406,ent_000405,0.85,claude-opus-5,substance-consolidate-v1,Aganepag isopropyl is the ester prodrug of aganepag; merge into bare INN.,2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
b1338308d9c57a75b3c29109b12b2b0688a6f22e341e8694ff1dc2c5be27eda3,ent_000416|ent_000417|ent_017497,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
1f3c5d0149b53595968b16b045bb7f26bed728a06bc89aa4d3fb13cac45f52b7,ent_000425|ent_000426|ent_019975,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
9e77a636413b8e9e194f210fa11f1085d32820a0f6fd21948951e6a3076e3508,ent_000430|ent_000431|ent_000432|ent_000433,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
4385cdb4f7cdb4c5b63e41c19a61282cd581b5d27bab2c03b0d04a30948a4ff0,ent_000443|ent_007115|ent_017669|ent_021216,ent_017669,ent_000443,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
b58a1e9bd4a5d0001f46286ec604b1eab865ae13298db0e2e2b3d6de6f838b57,ent_000450|ent_000451,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
48d2d94dea704c44bec0c98efc650676fab2440338b5b901be0a69a10f7351ab,ent_000453|ent_003116|ent_013800,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
5ec26714bd92022b5642c4978846f2c065eecd09fd4210ee7da2861097aa4bf9,ent_000457|ent_007543|ent_019020|ent_019021|ent_019066|ent_019067|ent_020850|ent_020852|ent_021214|ent_021215,ent_021214,ent_019021,0.7,claude-opus-5,substance-consolidate-v1,"Bare albumin stands alone; radiolabelled/colloid forms are distinct products; nanocolloid variants 5/9 merged, 6 kept separate as serum albumin labelling kit (low confidence)",2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
3fbeabcc8a7df7d916f3e4f120a28d854edc49374cf8319a578cc050d03bb945,ent_000459|ent_000460|ent_000461|ent_003884|ent_003885,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
c936b70cd52a8fa5b2a36548c4109c0c970f1c00ba27de31bd79655613d464c1,ent_000472|ent_001872|ent_003184|ent_008385|ent_012103|ent_012658|ent_016577|ent_017325|ent_018458|ent_020724|ent_021145,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
49e82e11659f8da42c1489f05a209201cea66a2615f2358023b741898904bebe,ent_000487|ent_000488,ent_000488,ent_000487,0.7,claude-opus-5,substance-consolidate-v1,Alemtuzumab beta is a biosimilar/variant naming of alemtuzumab,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f7bc380fd94cac95ed204b8c9a4df6329f08828045dafaa20d113eb85a7b3925,ent_000489|ent_000490,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
bbbc5a4880e643747f177c7561b25f758790746851985d8a27c2a104b6e11bbd,ent_000491|ent_000492|ent_003785,ent_003785,ent_000492,0.85,claude-opus-5,substance-consolidate-v1,1 is single agent; 2 and 3 are the same combination product (order/salt variants).,2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
d93b95975cc6a2f29cbd90a8f8eb55819211fcde778789bfe6e28d7a960c2a9d,ent_000516|ent_017513,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
1a2abb36553dae379f2373219bc0f1666b6f5b3ec86f47e5a510ef1142c485ef,ent_000539|ent_000813|ent_000814|ent_000816|ent_000819|ent_000820|ent_015327|ent_016557|ent_016558|ent_019532|ent_021133|ent_021264,ent_000814,ent_000813,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
1a2abb36553dae379f2373219bc0f1666b6f5b3ec86f47e5a510ef1142c485ef,ent_000539|ent_000813|ent_000814|ent_000816|ent_000819|ent_000820|ent_015327|ent_016557|ent_016558|ent_019532|ent_021133|ent_021264,ent_016558,ent_000820,0.8,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
1a2abb36553dae379f2373219bc0f1666b6f5b3ec86f47e5a510ef1142c485ef,ent_000539|ent_000813|ent_000814|ent_000816|ent_000819|ent_000820|ent_015327|ent_016557|ent_016558|ent_019532|ent_021133|ent_021264,ent_000819,ent_000816,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
1a2abb36553dae379f2373219bc0f1666b6f5b3ec86f47e5a510ef1142c485ef,ent_000539|ent_000813|ent_000814|ent_000816|ent_000819|ent_000820|ent_015327|ent_016557|ent_016558|ent_019532|ent_021133|ent_021264,ent_016557,ent_000816,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
70cc555bff4deec8e5a16a1deac258935999392e447ce68f2a3c83c2d1f3838d,ent_000540|ent_000541|ent_007562|ent_008295|ent_015328|ent_019075|ent_020327|ent_021129|ent_021229|ent_021230,ent_021229,ent_019075,0.9,claude-opus-5,substance-consolidate-v1,Single agent kept separate from combinations; lisinopril+HCTZ duplicates merged,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f524f4dd3447db33ae957d4be1ad0d96f4ede6c1485596a99e5ad86a7a8cd052,ent_000554|ent_003319|ent_005702|ent_005703|ent_015388|ent_017700|ent_019743|ent_019744|ent_019745|ent_020725|ent_021044|ent_021045,ent_021045,ent_021044,0.7,claude-opus-5,substance-consolidate-v1,"Merged spelling/wording variants (3/4, 6/7, 10/11); kept distinct tissue sources, species and processing types separate.",2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f524f4dd3447db33ae957d4be1ad0d96f4ede6c1485596a99e5ad86a7a8cd052,ent_000554|ent_003319|ent_005702|ent_005703|ent_015388|ent_017700|ent_019743|ent_019744|ent_019745|ent_020725|ent_021044|ent_021045,ent_019745,ent_019744,0.6,claude-opus-5,substance-consolidate-v1,"Merged spelling/wording variants (3/4, 6/7, 10/11); kept distinct tissue sources, species and processing types separate.",2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
